Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI
1998,DEN,0,1,0,1,0,0,0,0,0.0,DNK,5304219.0,176877077513.133,33346.4884298957,0.883,3.0,Temperate,12.0,4.0,8.11201000213623,0.18852916895022623,0.005653643841586825,0.29988165083777846,1.1325028312570782,0.0,0.0,0.0,0.0
2002,DEN,0,0,0,0,0,1,0,1,0.3333333333333333,DNK,5375931.0,178788209558.311,33257.1622586509,0.902,3.0,Temperate,12.0,4.0,8.20600032806396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,DEN,0,0,0,0,0,1,0,1,0.3333333333333333,DNK,5437272.0,283386151543.687,52119.1787984282,0.917,3.0,Temperate,12.0,4.0,7.71623992919922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,DEN,0,0,0,0,0,1,0,1,0.3333333333333333,DNK,5547683.0,322345594075.47,58104.5445594981,0.92,3.0,Temperate,12.0,4.0,8.55025005340576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,DEN,0,0,0,0,0,1,0,1,0.0,DNK,5643475.0,352832602064.452,62520.4509747011,0.939,3.0,Temperate,12.0,4.0,7.63833999633789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,DEN,0,0,0,0,0,1,0,1,0.0,DNK,5793636.0,355293374912.393,61324.7665045565,0.95,3.0,Temperate,12.0,4.0,7.32746982574463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,DEN,0,0,0,0,0,1,0,1,0.0,DNK,5903037.0,400114306337.077,67781.0940939514,0.959,3.0,Temperate,12.0,4.0,6.35586977005005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,DEN,0,1,0,1,0,1,0,1,0.0,DNK,,,,,3.0,Temperate,12.0,4.0,,,,,,,,,
2014,DMA,0,0,0,0,0,0,0,0,0.0,DMA,70373.0,572255555.555555,8131.74876096735,0.748,5.0,Tropical,26.0,0.0,4.33216630134647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,ECU,0,0,0,0,0,0,0,0,0.0,ECU,17049547.0,107478961000.0,6303.91886658338,0.767,4.0,Mediterranean/Subtropical,18.0,2.0,4.6250260585881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,ECU,0,0,0,0,0,0,0,0,0.0,ECU,17823897.0,116133121000.0,6515.58528418336,0.773,4.0,Mediterranean/Subtropical,18.0,2.0,3.59897994995117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,ECU,0,0,0,0,0,0,0,0,0.0,ECU,,,,,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,,,,,
1984,EGY,0,0,0,0,0,0,0,0,0.0,EGY,49247334.0,33971188991.6147,689.807675510205,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
2018,ERI,0,0,0,0,0,0,0,0,0.0,ERI,3192760.0,,,0.49,5.0,Tropical,26.0,0.0,,0.0,,,0.0,0.0,,,0.0
2022,ERI,0,0,0,0,0,0,0,0,0.0,ERI,3409447.0,,,0.499,5.0,Tropical,26.0,0.0,,0.0,,,0.0,0.0,,,0.0
2026,ERI,0,0,0,0,0,0,0,0,0.0,ERI,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,
1960,ESP,0,0,0,0,0,0,0,0,0.0,ESP,30455000.0,12424514013.7604,407.96302786933,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1964,ESP,0,0,0,0,0,0,0,0,0.0,ESP,31609195.0,21966876027.2517,694.952086797899,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,ESP,0,0,0,0,0,0,0,0,0.0,ESP,33113134.0,32394326463.759,978.292373768035,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,ESP,1,0,0,1,0,0,0,0,0.0,ESP,34604469.0,59090176028.993,1707.58800052655,,3.0,Temperate,12.0,4.0,2.0661199092865,0.02889800158470861,0.016923286867673963,5.856213557905309,,0.02889800158470861,0.016923286867673963,5.856213557905309,
1976,ESP,0,0,0,0,1,0,0,1,0.3333333333333333,ESP,36137812.0,118422534195.474,3276.97023260494,,3.0,Temperate,12.0,4.0,1.900750041008,0.0,0.0,0.0,,0.0,0.0,0.0,
1980,ESP,0,0,0,0,1,0,0,1,0.3333333333333333,ESP,37491165.0,232600556973.776,6204.14321544225,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,ESP,0,0,0,0,1,0,0,1,0.3333333333333333,ESP,38330364.0,171979977230.387,4486.78173863382,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,ESP,0,0,0,0,1,0,0,1,0.0,ESP,38766939.0,375891716897.586,9696.1928538538,,3.0,Temperate,12.0,4.0,3.33067989349365,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,ESP,0,0,1,1,1,0,0,1,0.0,ESP,39157685.0,630465353486.104,16100.6799428032,0.781,3.0,Temperate,12.0,4.0,3.83991003036499,0.02553777119357286,0.0015861299823544401,0.6210917821809055,1.2804097311139564,0.0,0.0,0.0,0.0
1994,ESP,0,0,0,0,1,0,1,2,0.3333333333333333,ESP,39549108.0,530183651720.283,13405.704414883,0.798,3.0,Temperate,12.0,4.0,4.48788022994995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,ESP,0,0,0,0,1,0,1,2,0.3333333333333333,ESP,40223509.0,618731484575.12,15382.3348573373,0.821,3.0,Temperate,12.0,4.0,4.29121017456055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,ESP,0,0,0,0,1,0,1,2,0.3333333333333333,ESP,41431558.0,708938227243.923,17111.0685058941,0.844,3.0,Temperate,12.0,4.0,4.13351011276245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,ESP,0,0,0,0,1,0,1,2,0.0,ESP,44397319.0,1261846683275.29,28421.686527407,0.862,3.0,Temperate,12.0,4.0,4.18001985549927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,ESP,0,0,0,0,1,0,1,2,0.0,ESP,46576897.0,1427989078916.67,30658.7422282912,0.875,3.0,Temperate,12.0,4.0,4.8360800743103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,ESP,0,0,0,0,1,0,1,2,0.0,ESP,46460733.0,1380244561361.96,29707.765509467,0.89,3.0,Temperate,12.0,4.0,4.27524995803833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,ESP,0,0,2,2,1,0,1,2,0.0,ESP,46782011.0,1431642809327.06,30602.4212881113,0.905,3.0,Temperate,12.0,4.0,4.15046977996826,0.04275147556183508,0.0013969965042747601,0.6535430582994353,2.2099447513812156,0.0,0.0,0.0,0.0
2022,ESP,0,1,0,1,1,0,3,4,0.6666666666666666,ESP,47786102.0,1448850658406.62,30319.4987196616,0.911,3.0,Temperate,12.0,4.0,4.58553981781006,0.020926586562762535,0.0006902022608042671,0.3298207563542334,1.097694840834248,0.0,0.0,0.0,0.0
2026,ESP,1,0,2,3,1,1,3,5,1.0,ESP,,,,,3.0,Temperate,12.0,4.0,,,,,,,,,
1992,EST,0,0,0,0,0,0,0,0,0.0,EST,1533091.0,,,0.722,1.0,Arctic/Subarctic,-5.0,10.0,5.28141021728516,0.0,,,0.0,0.0,,,0.0
1994,EST,0,0,0,0,0,0,0,0,0.0,EST,1462514.0,4123011419.74174,2819.12612100926,0.711,1.0,Arctic/Subarctic,-5.0,10.0,5.49428987503052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,EST,0,0,0,0,0,0,0,0,0.0,EST,1386156.0,5674080542.88575,4093.39247738765,0.767,1.0,Arctic/Subarctic,-5.0,10.0,6.23536014556885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,EST,1,1,1,3,0,0,0,0,0.0,EST,1379350.0,7370119619.4782,5343.18310760735,0.813,1.0,Arctic/Subarctic,-5.0,10.0,5.433030128479,2.174937470547722,0.4070490242887534,5.614630716526921,3.690036900369004,0.7249791568492405,0.13568300809625114,1.8715435721756404,1.2300123001230012
2006,EST,3,0,0,3,1,1,1,3,1.0,EST,1346810.0,17025671810.3124,12641.4800976473,0.855,1.0,Arctic/Subarctic,-5.0,10.0,,2.227485688404452,0.17620450067543936,2.3731398355468905,3.5087719298245617,2.227485688404452,0.17620450067543936,2.3731398355468905,3.5087719298245617
2010,EST,0,1,0,1,4,1,1,6,2.0,EST,1331475.0,19524355419.038,14663.7041018705,0.868,1.0,Arctic/Subarctic,-5.0,10.0,5.51753997802734,0.7510467714376913,0.05121808011264282,0.68195593217981,1.1520737327188941,0.0,0.0,0.0,0.0
2014,EST,0,0,0,0,4,2,1,7,2.333333333333333,EST,1314545.0,27055689003.0038,20581.7898991695,0.885,1.0,Arctic/Subarctic,-5.0,10.0,4.32586002349854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,EST,0,0,0,0,4,2,1,7,1.3333333333333333,EST,1321977.0,31222632740.7247,23618.1361254581,0.897,1.0,Arctic/Subarctic,-5.0,10.0,5.13962984085083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,EST,0,0,1,1,4,2,1,7,0.3333333333333333,EST,1348840.0,38226641740.29,28340.3826549406,0.902,1.0,Arctic/Subarctic,-5.0,10.0,5.20733976364136,0.7413777764597729,0.026159765924350684,0.35285338669401106,1.1086474501108647,0.0,0.0,0.0,0.0
2026,EST,0,0,0,0,4,2,2,8,0.3333333333333333,EST,,,,,1.0,Arctic/Subarctic,-5.0,10.0,,,,,,,,,
2006,ETH,0,0,0,0,0,0,0,0,0.0,ETH,80703490.0,15280861834.6024,189.345737521418,0.366,5.0,Tropical,26.0,0.0,5.49096012115479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,ETH,0,0,0,0,0,0,0,0,0.0,ETH,90538514.0,29933790334.3418,330.619412798644,0.415,5.0,Tropical,26.0,0.0,4.49659013748169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,EUN,9,6,8,23,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1988,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,758697.0,1110009522.75743,1463.04720165947,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1994,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,794771.0,1825732092.54674,2297.18005884304,0.648,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,FIJ,0,0,0,0,0,0,0,0,0.0,FJI,858049.0,1833279985.36741,2136.56794118683,0.67,5.0,Tropical,26.0,0.0,6.27586984634399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,FIN,2,3,3,8,15,18,13,46,7.333333333333333,FIN,4429634.0,5279481824.12983,1191.85508873415,,1.0,Arctic/Subarctic,-5.0,10.0,,1.8060182850321267,1.5153002257600476,67.1222540023441,,0.4515045712580317,0.3788250564400119,16.780563500586027,
1964,FIN,3,4,3,10,17,21,16,54,8.0,FIN,4548543.0,7848987792.54261,1725.60483489826,,1.0,Arctic/Subarctic,-5.0,10.0,,2.1985062029753264,1.274049630896494,57.95069530266813,,0.6595518608925979,0.3822148892689482,17.38520859080044,
1968,FIN,1,2,2,5,20,25,19,64,8.333333333333334,FIN,4626469.0,8916565040.54632,1927.29380452918,,1.0,Arctic/Subarctic,-5.0,10.0,,1.0807378153836111,0.5607540546458739,25.94311250443444,,0.21614756307672223,0.11215081092917478,5.188622500886888,
1972,FIN,0,4,1,5,21,27,21,69,7.666666666666667,FIN,4639657.0,14744499569.8308,3177.9287929756,,1.0,Arctic/Subarctic,-5.0,10.0,5.00775003433228,1.077665870558966,0.33910950835053516,15.733518041851196,,0.0,0.0,0.0,
1976,FIN,2,4,1,7,21,31,22,74,6.666666666666667,FIN,4725664.0,31852352669.6415,6740.29145314637,,1.0,Arctic/Subarctic,-5.0,10.0,5.22785997390747,1.481273319474258,0.21976398643456266,10.385307591903015,,0.42322094842121655,0.06278971040987505,2.967230740543718,
1980,FIN,1,5,3,9,23,35,23,81,5.666666666666667,FIN,4779535.0,53649984061.205,11224.9380036353,,1.0,Arctic/Subarctic,-5.0,10.0,4.82531976699829,1.8830283699146464,0.16775401069518708,8.017861655080203,,0.2092253744349607,0.018639334521687454,0.8908735172311337,
1984,FIN,4,3,6,13,24,40,26,90,7.0,FIN,4881803.0,52870993272.6553,10830.2185222663,,1.0,Arctic/Subarctic,-5.0,10.0,4.70050001144409,2.6629505533099143,0.2458815164103141,12.00345124456423,,0.8193694010184351,0.07565585120317357,3.693369613712071,
1988,FIN,4,1,2,7,28,43,32,103,9.666666666666666,FIN,4946481.0,109039090262.971,22043.7701596288,,1.0,Arctic/Subarctic,-5.0,10.0,5.06788015365601,1.4151474553323868,0.06419716069822308,3.175500356477077,,0.8086556887613638,0.03668409182755604,1.8145716322726153,
1992,FIN,3,1,3,7,32,44,34,110,9.666666666666666,FIN,5041992.0,112537828510.751,22320.1124695857,0.833,1.0,Arctic/Subarctic,-5.0,10.0,6.52018976211548,1.38834016396694,0.06220130681952223,3.136184913735756,8.403361344537815,0.5950029274144029,0.026657702922652383,1.3440792487438955,3.6014405762304924
1994,FIN,0,1,5,6,35,45,37,117,9.0,FIN,5088333.0,103182697780.307,20278.29109854,0.85,1.0,Arctic/Subarctic,-5.0,10.0,6.86486005783081,1.1791681086909995,0.05814928402797716,2.958829208459281,7.0588235294117645,0.0,0.0,0.0,0.0
1998,FIN,2,4,6,12,35,46,42,123,6.666666666666667,FIN,5153498.0,133990876724.522,25999.9861694953,0.88,1.0,Arctic/Subarctic,-5.0,10.0,,2.3285155053907074,0.08955833630875744,4.615387070505099,13.636363636363637,0.3880859175651179,0.014926389384792906,0.7692311784175165,2.272727272727273
2002,FIN,4,2,1,7,37,50,48,135,8.333333333333334,FIN,5200598.0,140360963811.765,26989.389260959,0.912,1.0,Arctic/Subarctic,-5.0,10.0,6.01865005493164,1.345999056262376,0.04987141588303387,2.593611856984745,7.675438596491228,0.7691423178642148,0.02849795193316221,1.482063918276997,4.385964912280701
2006,FIN,0,6,3,9,41,52,49,142,8.333333333333334,FIN,5266268.0,217044068234.117,41214.0187765069,0.917,1.0,Arctic/Subarctic,-5.0,10.0,5.92960977554321,1.7089901235561882,0.04146623343924815,2.1837229824164206,9.814612868047982,0.0,0.0,0.0,0.0
2010,FIN,0,1,4,5,41,58,52,151,9.333333333333334,FIN,5363352.0,249429613683.334,46506.2919016566,0.92,1.0,Arctic/Subarctic,-5.0,10.0,6.504310131073,0.9322528150306002,0.02004573525238187,1.0751233425733293,5.434782608695652,0.0,0.0,0.0,0.0
2014,FIN,1,3,1,5,41,59,56,156,7.0,FIN,5461512.0,273478528954.901,50073.7760815871,0.936,1.0,Arctic/Subarctic,-5.0,10.0,7.13832998275757,0.9154973933958215,0.018282970948788977,0.9985266523246241,5.3418803418803416,0.18309947867916432,0.003656594189757795,0.1997053304649248,1.0683760683760684
2018,FIN,1,1,4,6,42,62,57,161,6.333333333333333,FIN,5515525.0,273869255596.078,49654.2497035329,0.945,1.0,Arctic/Subarctic,-5.0,10.0,6.31771993637085,1.087838419733389,0.02190826417131403,1.2083557874348667,6.34920634920635,0.18130640328889816,0.003651377361885671,0.20139263123914447,1.0582010582010584
2022,FIN,2,2,4,8,43,63,61,167,5.333333333333333,FIN,5556106.0,280253099309.34,50440.560224974,0.946,1.0,Arctic/Subarctic,-5.0,10.0,6.37603998184204,1.4398573389348583,0.028545625435420056,1.5860252075549037,8.456659619450317,0.3599643347337146,0.007136406358855014,0.39650630188872593,2.1141649048625792
2026,FIN,0,1,4,5,45,65,65,175,6.333333333333333,FIN,,,,,1.0,Arctic/Subarctic,-5.0,10.0,,,,,,,,,
1960,FRA,1,0,2,3,4,1,7,12,2.0,FRA,47412964.0,61959085885.3427,1306.79629911648,,2.0,Continental,5.0,7.0,,0.0632738337134966,0.048419048750196175,22.95690615307289,,0.02109127790449886,0.01613968291673206,7.652302051024297,
1964,FRA,3,4,0,7,5,1,9,15,1.3333333333333333,FRA,49401492.0,93424179943.3453,1891.12061521027,,2.0,Continental,5.0,7.0,,0.1416961252911147,0.07492706924743647,37.01509012010683,,0.06072691083904915,0.032111601106044205,15.863610051474353,
1968,FRA,4,3,2,9,8,5,9,22,3.333333333333333,FRA,51112980.0,128710572572.436,2518.15825593491,,2.0,Continental,5.0,7.0,,0.17608051809931646,0.06992432571873583,35.740406619752314,,0.07825800804414065,0.03107747809721592,15.884625164334363,
1972,FRA,0,1,2,3,12,8,11,31,6.333333333333333,FRA,52962356.0,201738881664.499,3809.09946046394,,2.0,Continental,5.0,7.0,3.39037990570068,0.05664400579158526,0.01487070799266716,7.8758773067968315,,0.0,0.0,0.0,
1976,FRA,0,0,1,1,12,9,13,34,6.333333333333333,FRA,54232383.0,368363152144.223,6792.3099035538,,2.0,Continental,5.0,7.0,4.47070980072021,0.018439167609507402,0.0027147123543140817,1.4722532013399312,,0.0,0.0,0.0,
1980,FRA,0,0,1,1,12,9,14,35,4.333333333333333,FRA,55274184.0,694529183483.39,12565.1639377144,,2.0,Continental,5.0,7.0,4.34960985183716,0.018091628453529046,0.0014398243065676958,0.7958511364889519,,0.0,0.0,0.0,
1984,FRA,0,1,2,3,12,9,15,36,1.6666666666666667,FRA,56383085.0,525033325827.516,9311.89426452129,,2.0,Continental,5.0,7.0,4.91992998123169,0.05320744687879352,0.005713923007214137,3.2216860659921007,,0.0,0.0,0.0,
1988,FRA,1,0,1,2,12,10,17,39,1.6666666666666667,FRA,57598186.0,1010827662151.75,17549.6440487161,,2.0,Continental,5.0,7.0,4.58078002929688,0.034723315765534696,0.0019785766405943004,1.1396242536020644,,0.017361657882767348,0.0009892883202971502,0.5698121268010322,
1992,FRA,3,5,1,9,13,10,18,41,2.0,FRA,58846584.0,1389663073110.28,23615.0168565483,0.814,2.0,Continental,5.0,7.0,4.77560997009277,0.15294005850874878,0.006476389978368364,3.811134268788106,11.056511056511058,0.050980019502916266,0.0021587966594561214,1.2703780895960353,3.6855036855036856
1994,FRA,0,1,4,5,16,15,19,50,4.666666666666667,FRA,59324863.0,1385822778827.98,23359.8985104774,0.832,2.0,Continental,5.0,7.0,5.65956020355225,0.08428169484352624,0.0036079649406748873,2.1404202581434144,6.009615384615385,0.0,0.0,0.0,0.0
1998,FRA,2,1,5,8,16,16,23,55,5.333333333333333,FRA,60190684.0,1496906382032.47,24869.4030795939,0.851,2.0,Continental,5.0,7.0,5.71148014068604,0.13291093352585925,0.005344355596331787,3.216804188824397,9.400705052878966,0.033227733381464813,0.0013360888990829468,0.8042010472060992,2.3501762632197414
2002,FRA,4,5,2,11,18,17,28,63,7.333333333333333,FRA,61812142.0,1492427756382.43,24144.5727019529,0.858,2.0,Continental,5.0,7.0,,0.1779585635456542,0.007370541021471918,4.555889282360454,12.820512820512821,0.06471220492569242,0.002680196735080698,1.656687011767438,4.662004662004662
2006,FRA,3,2,4,9,22,22,30,74,8.0,FRA,63622342.0,2317861544690.82,36431.5658906555,0.881,2.0,Continental,5.0,7.0,,0.14145974066783018,0.003882889390272236,2.470385167360717,10.21566401816118,0.04715324688927673,0.0012942964634240785,0.8234617224535725,3.4052213393870603
2010,FRA,2,3,6,11,25,24,34,83,9.333333333333334,FRA,65026211.0,2646230027988.34,40694.8211697025,0.888,2.0,Continental,5.0,7.0,,0.169162555081058,0.004156857069739392,2.7030466491371525,12.387387387387387,0.030756828196556,0.0007557921944980713,0.4914630271158459,2.2522522522522523
2014,FRA,4,4,7,15,27,27,40,94,10.333333333333334,FRA,66312067.0,2861236112552.42,43148.0459288416,0.9,2.0,Continental,5.0,7.0,,0.22620317354909175,0.005242489403161826,3.4764030854925685,16.666666666666668,0.060320846279757805,0.001397997174176487,0.9270408227980182,4.444444444444445
2018,FRA,5,4,6,15,31,31,47,109,11.666666666666666,FRA,67158348.0,2781576320884.39,41418.1766484844,0.911,2.0,Continental,5.0,7.0,5.42540979385376,0.22335272451907243,0.005392625716353098,3.6215983449259084,16.46542261251372,0.07445090817302416,0.0017975419054510327,1.2071994483086361,5.48847420417124
2022,FRA,5,7,2,14,36,35,53,124,13.666666666666666,FRA,68184457.0,2794788137066.94,40988.6396406579,0.916,2.0,Continental,5.0,7.0,5.32435989379883,0.20532538669333394,0.00500932425407124,3.4155805420077825,15.283842794759824,0.07333049524761925,0.0017890443764540145,1.219850193574208,5.458515283842795
2026,FRA,8,9,6,23,41,42,55,138,14.666666666666666,FRA,,,,,2.0,Continental,5.0,7.0,,,,,,,,,
1968,FRG,2,2,3,7,0,0,0,0,0.0,DEU,77294314.0,156527292653.157,2025.08159465853,,2.0,Continental,5.0,7.0,,0.09056293584544912,0.044720635496526724,34.56650842348079,,0.025875124527271177,0.012777324427579064,9.876145263851656,
1972,FRG,3,1,1,5,2,2,3,7,7.0,DEU,78688452.0,300899944795.436,3823.94032602696,,2.0,Continental,5.0,7.0,,0.06354172528390825,0.016616819266614367,13.075517852536562,,0.03812503517034494,0.00997009155996862,7.845310711521937,
1976,FRG,2,5,3,10,5,3,4,12,6.0,DEU,78336950.0,521658712132.981,6659.16546576017,,2.0,Continental,5.0,7.0,,0.12765368067048818,0.019169621377761646,15.016896713886446,,0.025530736134097638,0.0038339242755523286,3.0033793427772886,
1980,FRG,0,2,3,5,7,8,7,22,7.333333333333333,DEU,78288576.0,953772499462.019,12182.7800196802,,2.0,Continental,5.0,7.0,,0.06386627852319092,0.0052423402885072475,4.104153560946634,,0.0,0.0,0.0,
1984,FRG,2,1,1,4,7,10,10,27,6.666666666666667,DEU,77858685.0,727767760978.627,9347.29068412377,,2.0,Continental,5.0,7.0,,0.051375129184367804,0.0054962588540899545,4.279314867990506,,0.025687564592183902,0.0027481294270449773,2.139657433995253,
1988,FRG,2,4,2,8,9,11,11,31,6.333333333333333,DEU,78144619.0,1406367016371.53,17996.9783507619,,2.0,Continental,5.0,7.0,,0.10237429144033576,0.005688415546491018,4.445190655942152,,0.02559357286008394,0.0014221038866227545,1.111297663985538,
1960,GBR,0,0,0,0,4,2,6,12,1.0,GBR,52400000.0,73233967692.1028,1397.5948032844,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1964,GBR,1,0,0,1,4,2,6,12,0.3333333333333333,GBR,54000000.0,94407558351.1616,1748.2881176141,,3.0,Temperate,12.0,4.0,,0.018518518518518517,0.010592372236557221,5.719881007740912,,0.018518518518518517,0.010592372236557221,5.719881007740912,
1968,GBR,0,0,0,0,5,2,6,13,0.3333333333333333,GBR,55211700.0,107759910067.889,1951.75859587532,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,GBR,0,0,0,0,5,2,6,13,0.3333333333333333,GBR,56086065.0,169965034965.035,3030.43251411977,,3.0,Temperate,12.0,4.0,5.15937995910645,0.0,0.0,0.0,,0.0,0.0,0.0,
1976,GBR,1,0,0,1,5,2,6,13,0.3333333333333333,GBR,56211968.0,232614555256.065,4138.16778761535,,3.0,Temperate,12.0,4.0,6.42422008514404,0.017789805900408965,0.0042989571263035865,2.416528404171493,,0.017789805900408965,0.0042989571263035865,2.416528404171493,
1980,GBR,1,0,0,1,6,2,6,14,0.3333333333333333,GBR,56314216.0,564947710899.373,10032.062080015,,3.0,Temperate,12.0,4.0,5.07011985778809,0.01775750549381705,0.0017700753197283374,0.9968040389145048,,0.01775750549381705,0.0017700753197283374,0.9968040389145048,
1984,GBR,1,0,0,1,7,2,6,15,0.6666666666666666,GBR,56422072.0,461487097632.349,8179.19444064991,,3.0,Temperate,12.0,4.0,4.89905977249146,0.017723560382539656,0.0021669078185077794,1.2226142895320888,,0.017723560382539656,0.0021669078185077794,1.2226142895320888,
1988,GBR,0,0,0,0,8,2,6,16,1.0,GBR,56928327.0,910122732123.799,15987.1680775688,,3.0,Temperate,12.0,4.0,4.26831007003784,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,GBR,0,0,0,0,8,2,6,16,0.6666666666666666,GBR,57580402.0,1179659529659.53,20487.1707852878,0.824,3.0,Temperate,12.0,4.0,4.3344898223877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,GBR,0,0,2,2,8,2,6,16,0.3333333333333333,GBR,57865745.0,1140489745944.29,19709.2380983653,0.836,3.0,Temperate,12.0,4.0,4.850830078125,0.034562762477178856,0.001753632601355887,1.014752569337463,2.3923444976076556,0.0,0.0,0.0,0.0
1998,GBR,0,0,1,1,8,2,8,18,0.6666666666666666,GBR,58487141.0,1660821464060.95,28396.3523548013,0.856,3.0,Temperate,12.0,4.0,4.20707988739014,0.017097775389636503,0.0006021116788524967,0.3521579065879278,1.1682242990654206,0.0,0.0,0.0,0.0
2002,GBR,1,0,1,2,8,2,9,19,1.0,GBR,59370479.0,1790536570743.41,30158.7017807858,0.881,3.0,Temperate,12.0,4.0,4.61192989349365,0.033686775543784984,0.0011169836085334036,0.6631585187377681,2.2701475595913734,0.016843387771892492,0.0005584918042667018,0.33157925936888405,1.1350737797956867
2006,GBR,0,1,0,1,9,2,10,21,1.6666666666666667,GBR,60846820.0,2719558417663.29,44695.161023424,0.902,3.0,Temperate,12.0,4.0,4.97649002075195,0.016434712611110982,0.0003677067547088119,0.2237378671655118,1.1086474501108647,0.0,0.0,0.0,0.0
2010,GBR,1,0,0,1,9,3,10,22,1.3333333333333333,GBR,62766365.0,2496740681057.14,39778.3220528565,0.921,3.0,Temperate,12.0,4.0,5.69867992401123,0.01593209993919514,0.00040052217180063405,0.251393208258313,1.0857763300760044,0.01593209993919514,0.00040052217180063405,0.251393208258313,1.0857763300760044
2014,GBR,1,1,2,4,10,3,10,23,1.3333333333333333,GBR,64620000.0,3085362169410.29,47746.2421759562,0.932,3.0,Temperate,12.0,4.0,5.60134983062744,0.06190034045187248,0.00129644423583651,0.8377622651975528,4.291845493562231,0.01547508511296812,0.0003241110589591275,0.2094405662993882,1.0729613733905579
2018,GBR,1,0,4,5,11,4,12,27,2.0,GBR,66289000.0,2897028009916.05,43702.9976303165,0.936,3.0,Temperate,12.0,4.0,5.20437002182007,0.07542729562974249,0.0017259066819118845,1.1440862803725689,5.3418803418803416,0.015085459125948499,0.00034518133638237694,0.22881725607451378,1.0683760683760684
2022,GBR,1,1,0,2,12,4,16,32,3.333333333333333,GBR,67604000.0,3181244350465.41,47057.043229179,0.946,3.0,Temperate,12.0,4.0,,0.029584048281166793,0.0006286848099887089,0.42501607894476584,2.1141649048625792,0.014792024140583396,0.00031434240499435447,0.21250803947238292,1.0570824524312896
2026,GBR,3,0,0,3,13,5,16,34,3.6666666666666665,GBR,,,,,3.0,Temperate,12.0,4.0,,,,,,,,,
2026,GBS,0,0,0,0,0,0,0,0,0.0,GNB,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,
1968,GDR,1,2,2,5,0,0,0,0,0.0,DEU,77294314.0,156527292653.157,2025.08159465853,,2.0,Continental,5.0,7.0,,0.06468781131817794,0.031943311068947655,24.690363159629136,,0.012937562263635589,0.006388662213789532,4.938072631925828,
