WB_Code,Year,Population,GDP,GDP_per_capita,Land_Area_SqKm,Surface_Area_SqKm,Internet_Users_Pct,Vehicles_Per_1000,Healthcare_Spending_Pct_GDP,Healthcare_Spending_Per_Capita_USD,Life_Expectancy_Years,Labor_Force_Total,HDI,Education_Spending_pct_GDP,Coastline_Length_Km,Average_Elevation_Meters,Avg_Temperature_C,Avg_Snowfall_Cm_Per_Year,Sunshine_Days_Per_Year,Number_of_Universities,Number_of_Ski_Resorts,Professional_Sports_Stadiums,Coffee_Consumption_Kg_Per_Capita,Coca_Cola_Servings_Per_Capita,Avg_Work_Hours_Per_Year,Global_Peace_Index_Score,Refugees_Received,Refugees_Produced,Military_Expenditure_Pct_GDP,Active_Military_Personnel_Thousands
AFG,1960,9035043.0,,,,,,,,,32.799,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1961,9214083.0,,,652230.0,652860.0,,,,,33.291,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1962,9404406.0,,,652230.0,652860.0,,,,,33.757,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1963,9604487.0,,,652230.0,652860.0,,,,,34.201,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1964,9814318.0,,,652230.0,652860.0,,,,,34.673,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1965,10036008.0,,,652230.0,652860.0,,,,,35.124,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1966,10266395.0,,,652230.0,652860.0,,,,,35.583,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1967,10505959.0,,,652230.0,652860.0,,,,,36.042,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1968,10756922.0,,,652230.0,652860.0,,,,,36.51,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1969,11017409.0,,,652230.0,652860.0,,,,,36.979,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1970,11290128.0,,,652230.0,652860.0,,,,,37.46,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1971,11567667.0,,,652230.0,652860.0,,,,,37.932,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1972,11853696.0,,,652230.0,652860.0,,,,,38.423,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1973,12157999.0,,,652230.0,652860.0,,,,,38.951,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1974,12469127.0,,,652230.0,652860.0,,,,,39.469,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1975,12773954.0,,,652230.0,652860.0,,,,,39.994,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1976,13059851.0,,,652230.0,652860.0,,,,,40.518,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1977,13340756.0,,,652230.0,652860.0,,,,,41.082,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1978,13611441.0,,,652230.0,652860.0,,,,,40.086,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1979,13655567.0,,,652230.0,652860.0,,,,,38.844,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1980,13169311.0,,,652230.0,652860.0,,,,,39.258,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1981,11937581.0,,,652230.0,652860.0,,,,,39.406,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1982,10991378.0,,,652230.0,652860.0,,,,,36.058,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1983,10917982.0,,,652230.0,652860.0,,,,,36.517,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1984,11190221.0,,,652230.0,652860.0,,,,,31.473,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1985,11426852.0,,,652230.0,652860.0,,,,,32.132,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1986,11420074.0,,,652230.0,652860.0,,,,,38.4,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1987,11387818.0,,,652230.0,652860.0,,,,,38.831,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1988,11523298.0,,,652230.0,652860.0,,,,,43.238,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1989,11874088.0,,,652230.0,652860.0,,,,,44.496,,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1990,12045660.0,,,652230.0,652860.0,0.0,,,,45.118,2974181.0,0.329910184,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1991,12238879.0,,,652230.0,652860.0,,,,,45.521,3009251.0,0.334045576,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1992,13278974.0,,,652230.0,652860.0,,,,,46.569,3248953.0,0.34022826,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1993,14943172.0,,,652230.0,652860.0,,,,,51.021,3636608.0,0.356374407,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1994,16250794.0,,,652230.0,652860.0,,,,,50.969,3930551.0,0.347560398,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1995,17065836.0,,,652230.0,652860.0,,,,,52.103,4100434.0,0.31,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1996,17763266.0,,,652230.0,652860.0,,,,,52.83,4239207.0,0.319,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1997,18452091.0,,,652230.0,652860.0,,,,,53.212,4372875.0,0.323,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1998,19159996.0,,,652230.0,652860.0,,,,,52.487,4509602.0,0.324,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,1999,19887785.0,,,652230.0,652860.0,,,,,54.532,4651589.0,0.332,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,2000,20130327.0,3521418059.92345,174.930991430166,652230.0,652860.0,,,,,55.005,4684205.0,0.335,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,400.0
AFG,2001,20284307.0,2813571753.87253,138.706821676113,652230.0,652860.0,0.00472257,,,,55.511,4702818.0,0.337,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,2002,21378117.0,3825701438.99963,178.954088379235,652230.0,652860.0,0.0045614,,9.44339085,16.70697403,56.225,4947295.0,0.362,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,120.0
AFG,2003,22733049.0,4520946818.54581,198.871115728727,652230.0,652860.0,0.0878913,,8.94125843,17.74602509,57.171,5259694.0,0.376,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,130.0
AFG,2004,23560654.0,5224896718.67782,221.763653873013,652230.0,652860.0,0.105809,,9.80847359,21.42300415,57.81,5459174.0,0.392,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,2.431,27.0
AFG,2005,24404567.0,6203256538.70967,254.184249149336,652230.0,652860.0,1.22415,,9.94828892,25.11388779,58.247,5672338.0,0.4,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,1.992,27.0
AFG,2006,25424094.0,6971758282.29351,274.218553561575,652230.0,652860.0,2.10712,,10.62276554,28.9412632,58.553,5937185.0,0.409,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,1.896,51.0
AFG,2007,25909852.0,9747886187.39393,376.223152003876,652230.0,652860.0,1.9,,9.90467453,32.70893097,58.956,6089849.0,0.424,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,2.566,51.0
AFG,2008,26482622.0,10109297047.5432,381.73323802844,652230.0,652860.0,1.84,,10.25649548,39.88624954,59.708,6273854.0,0.43,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,2.336,94.0
AFG,2009,27466101.0,12416152732.0567,452.053705477043,652230.0,652860.0,3.55,,9.81848717,43.13351822,60.248,6563683.0,0.44,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,2.087,255.7
AFG,2010,28284089.0,15856668555.8336,560.621505463146,652230.0,652860.0,4.0,,8.56967163,46.42438889,60.702,6823542.0,0.448,3.4794499874115,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,1.946,306.8
AFG,2011,29347708.0,17805098206.3141,606.694676337726,652230.0,652860.0,5.0,,8.56190777,52.18721771,61.25,7149401.0,0.456,3.4620099067688,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,1.821,340.4
AFG,2012,30560034.0,19907329777.5872,651.417134470046,652230.0,652860.0,5.45455,,7.89716864,52.45247269,61.735,7518518.0,0.466,2.60419988632202,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,1.175,338.2
AFG,2013,31622704.0,20146416757.5987,637.087099117099,652230.0,652860.0,5.9,,8.80596447,56.16043472,62.188,7857574.0,0.474,3.45445990562439,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,1.077,330.6
AFG,2014,32792523.0,20497128555.6972,625.054941813938,652230.0,652860.0,7.0,,9.52887821,60.04951096,62.26,8229616.0,0.479,3.69521999359131,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,1.298,308.8
AFG,2015,33831764.0,19134221644.7325,565.569730408751,652230.0,652860.0,8.26,,10.10534763,59.91960526,62.27,8575264.0,0.478,3.2558000087738,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,0.995,319.4
AFG,2016,34700612.0,18116572395.0772,522.082215583898,652230.0,652860.0,11.0,,11.81859016,61.37234497,62.646,8883595.0,0.481,4.54397010803223,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,0.957,323.0
AFG,2017,35688935.0,18753456497.8159,525.469770891619,652230.0,652860.0,13.5,,12.62081718,66.82388306,62.406,9223903.0,0.482,4.34319019317627,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,0.945,323.0
AFG,2018,36743039.0,18053222687.4126,491.337221382603,652230.0,652860.0,16.8,,14.20841885,71.22509003,62.443,9215046.0,0.483,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,1.007,272.9
AFG,2019,37856121.0,18799444490.1128,496.6025042585,652230.0,652860.0,17.6,,14.83131981,74.0642395,62.941,9192643.0,0.488,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,1.171,278.0
AFG,2020,39068979.0,19955929052.1496,510.787063366811,652230.0,652860.0,17.0485,,15.53361416,80.0892334,61.454,9060510.0,0.483,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,1.359,165.0
AFG,2021,40000412.0,14259995441.0759,356.496214115892,652230.0,652860.0,16.5143,,21.50844383,81.52112579,60.417,9128262.0,0.478,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,1.828,
AFG,2022,40578842.0,14497243872.1337,357.261152798144,652230.0,652860.0,17.1917,,23.0881691,80.6516037,65.617,8617545.0,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,2023,41454761.0,17152234636.8715,413.757894705303,652230.0,652870.0,17.7089,,14.9857626,59.06770706,66.035,8846502.0,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AFG,2024,42647492.0,,,,,,,,,,9145340.0,,,0.0,1884.0,,,,,,,,,,3.448,0.0,6100000.0,,
AGO,1999,,,,,,,,,,,,0.364,,,,,,,,,,,,,,,,,
AGO,2000,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,
AGO,2001,,,,,,,,,,,,0.386,,,,,,,,,,,,,,,,,
AGO,2002,,,,,,,,,,,,0.403,,,,,,,,,,,,,,,,,
AGO,2003,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,
AGO,2004,,,,,,,,,,,,0.433,,,,,,,,,,,,,,,,,
AGO,2005,,,,,,,,,,,,0.447,,,,,,,,,,,,,,,,,
AGO,2006,,,,,,,,,,,,0.459,,,,,,,,,,,,,,,,,
AGO,2007,,,,,,,,,,,,0.475,,,,,,,,,,,,,,,,,
AGO,2008,,,,,,,,,,,,0.486,,,,,,,,,,,,,,,,,
AGO,2009,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,
AGO,2010,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,
AGO,2011,,,,,,,,,,,,0.526,,,,,,,,,,,,,,,,,
AGO,2012,,,,,,,,,,,,0.541,,,,,,,,,,,,,,,,,
AGO,2013,,,,,,,,,,,,0.552,,,,,,,,,,,,,,,,,
AGO,2014,,,,,,,,,,,,0.563,,,,,,,,,,,,,,,,,
AGO,2015,,,,,,,,,,,,0.582,,,,,,,,,,,,,,,,,
AGO,2016,,,,,,,,,,,,0.596,,,,,,,,,,,,,,,,,
AGO,2017,,,,,,,,,,,,0.597,,,,,,,,,,,,,,,,,
AGO,2018,,,,,,,,,,,,0.595,,,,,,,,,,,,,,,,,
AGO,2019,,,,,,,,,,,,0.595,,,,,,,,,,,,,,,,,
AGO,2020,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,
AGO,2021,,,,,,,,,,,,0.586,,,,,,,,,,,,,,,,,
ALB,1990,,,,,,,,,,,,0.647,,362.0,,,,,,,,,,,,,,,
ALB,1991,,,,,,,,,,,,0.629,,362.0,,,,,,,,,,,,,,,
ALB,1992,,,,,,,,,,,,0.614,,362.0,,,,,,,,,,,,,,,
ALB,1993,,,,,,,,,,,,0.617,,362.0,,,,,,,,,,,,,,,
ALB,1994,,,,,,,,,,,,0.624,,362.0,,,,,,,,,,,,,,,
ALB,1995,,,,,,,,,,,,0.634,,362.0,,,,,,,,,,,,,,,
ALB,1996,,,,,,,,,,,,0.645,,362.0,,,,,,,,,,,,,,,
ALB,1997,,,,,,,,,,,,0.642,,362.0,,,,,,,,,,,,,,,
ALB,1998,,,,,,,,,,,,0.657,,362.0,,,,,,,,,,,,,,,
ALB,1999,,,,,,,,,,,,0.669,,362.0,,,,,,,,,,,,,,,
ALB,2000,,,,,,,,,,,,0.677,,362.0,,,,,,,,,,,,,,,
ALB,2001,,,,,,,,,,,,0.684,,362.0,,,,,,,,,,,,,,,
ALB,2002,,,,,,,,,,,,0.689,,362.0,,,,,,,,,,,,,,,
ALB,2003,,,,,,,,,,,,0.696,,362.0,,,,,,,,,,,,,,,
ALB,2004,,,,,,,,,,,,0.7,,362.0,,,,,,,,,,,,,,,
ALB,2005,,,,,,,,,,,,0.711,,362.0,,,,,,,,,,,,,,,
ALB,2006,,,,,,,,,,,,0.718,,362.0,,,,,,,,,,,,,,,
ALB,2007,,,,,,,,,,,,0.73,,362.0,,,,,,,,,,,,,,,
ALB,2008,,,,,,,,,,,,0.736,,362.0,,,,,,,,,,,,,,,
ALB,2009,,,,,,,,,,,,0.741,,362.0,,,,,,,,,,,,,,,
ALB,2010,,,,,,,,,,,,0.754,,362.0,,,,,,,,,,,,,,,
ALB,2011,,,,,,,,,,,,0.766,,362.0,,,,,,,,,,,,,,,
ALB,2012,,,,,,,,,,,,0.778,,362.0,,,,,,,,,,,,,,,
ALB,2013,,,,,,,,,,,,0.785,,362.0,,,,,,,,,,,,,,,
ALB,2014,,,,,,,,,,,,0.792,,362.0,,,,,,,,,,,,,,,
ALB,2015,,,,,,,,,,,,0.795,,362.0,,,,,,,,,,,,,,,
ALB,2016,,,,,,,,,,,,0.798,,362.0,,,,,,,,,,,,,,,
ALB,2017,,,,,,,,,,,,0.802,,362.0,,,,,,,,,,,,,,,
ALB,2018,,,,,,,,,,,,0.806,,362.0,,,,,,,,,,,,,,,
ALB,2019,,,,,,,,,,,,0.81,,362.0,,,,,,,,,,,,,,,
ALB,2020,,,,,,,,,,,,0.794,,362.0,,,,,,,,,,,,,,,
ALB,2021,,,,,,,,,,,,0.796,,362.0,,,,,,,,,,,,,,,
AND,2000,,,,,,,,,,,,0.818,,,1996.0,,,,,5.0,,,,,,,,,
AND,2001,,,,,,,,,,,,0.825,,,1996.0,,,,,5.0,,,,,,,,,
AND,2002,,,,,,,,,,,,0.832,,,1996.0,,,,,5.0,,,,,,,,,
AND,2003,,,,,,,,,,,,0.841,,,1996.0,,,,,5.0,,,,,,,,,
AND,2004,,,,,,,,,,,,0.833,,,1996.0,,,,,5.0,,,,,,,,,
AND,2005,,,,,,,,,,,,0.833,,,1996.0,,,,,5.0,,,,,,,,,
AND,2006,,,,,,,,,,,,0.848,,,1996.0,,,,,5.0,,,,,,,,,
AND,2007,,,,,,,,,,,,0.847,,,1996.0,,,,,5.0,,,,,,,,,
AND,2008,,,,,,,,,,,,0.85,,,1996.0,,,,,5.0,,,,,,,,,
AND,2009,,,,,,,,,,,,0.848,,,1996.0,,,,,5.0,,,,,,,,,
AND,2010,,,,,,,,,,,,0.848,,,1996.0,,,,,5.0,,,,,,,,,
AND,2011,,,,,,,,,,,,0.849,,,1996.0,,,,,5.0,,,,,,,,,
AND,2012,,,,,,,,,,,,0.869,,,1996.0,,,,,5.0,,,,,,,,,
AND,2013,,,,,,,,,,,,0.864,,,1996.0,,,,,5.0,,,,,,,,,
AND,2014,,,,,,,,,,,,0.871,,,1996.0,,,,,5.0,,,,,,,,,
AND,2015,,,,,,,,,,,,0.867,,,1996.0,,,,,5.0,,,,,,,,,
AND,2016,,,,,,,,,,,,0.871,,,1996.0,,,,,5.0,,,,,,,,,
AND,2017,,,,,,,,,,,,0.868,,,1996.0,,,,,5.0,,,,,,,,,
AND,2018,,,,,,,,,,,,0.872,,,1996.0,,,,,5.0,,,,,,,,,
AND,2019,,,,,,,,,,,,0.873,,,1996.0,,,,,5.0,,,,,,,,,
AND,2020,,,,,,,,,,,,0.848,,,1996.0,,,,,5.0,,,,,,,,,
AND,2021,,,,,,,,,,,,0.858,,,1996.0,,,,,5.0,,,,,,,,,
ARE,1960,131334.0,,,,,,,,,50.651,,,,,,,,,,,,,,,,,,,
ARE,1961,137989.0,,,71020.0,98647.9,,,,,51.596,,,,,,,,,,,,,,,,,,,
ARE,1962,144946.0,,,71020.0,98647.9,,,,,52.546,,,,,,,,,,,,,,,,,,,
ARE,1963,152211.0,,,71020.0,98647.9,,,,,53.509,,,,,,,,,,,,,,,,,,,
ARE,1964,159692.0,,,71020.0,98647.9,,,,,54.495,,,,,,,,,,,,,,,,,,,
ARE,1965,167103.0,,,71020.0,98647.9,,,,,55.512,,,,,,,,,,,,,,,,,,,
ARE,1966,173976.0,,,71020.0,98647.9,,,,,56.572,,,,,,,,,,,,,,,,,,,
ARE,1967,179700.0,,,71020.0,98647.9,,,,,57.648,,,,,,,,,,,,,,,,,,,
ARE,1968,199416.0,,,71020.0,98647.9,,,,,58.727,,,,,,,,,,,,,,,,,,,
ARE,1969,239660.0,,,71020.0,98647.9,,,,,59.764,,,,,,,,,,,,,,,,,,,
ARE,1970,286536.0,685986701.316701,2394.06811471055,71020.0,98647.9,,,,,60.78,,,,,,,,,,,,,,,,,,,
ARE,1971,335027.0,939893599.634201,2805.42642722587,71020.0,98647.9,,,,,61.753,,,,,,,,,,,,,,,,,,,
ARE,1972,385014.0,1415086929.3006,3675.41681419534,71020.0,98647.9,,,,,62.675,,,,,,,,,,,,,,,,,,,
ARE,1973,436399.0,4231243615.86089,9695.81418807304,71020.0,98647.9,,,,,63.542,,,,,,,,,,,,,,,,,,,
ARE,1974,489087.0,11651505689.4244,23822.9715560307,71020.0,98647.9,,,,,64.351,,,,,,,,,,,,,,,,,,,
ARE,1975,542856.0,14720728248.5355,27117.1880729614,71020.0,98647.9,,,,,65.105,,,,,,,,,,,,,,,,,,,
ARE,1976,615866.0,19213158778.7928,31196.9791785759,71020.0,98647.9,,,,,65.806,,,,,,,,,,,,,,,,,,,
ARE,1977,710209.0,24871775164.6043,35020.3604355962,71020.0,98647.9,,,,,66.471,,,,,,,,,,,,,,,,,,,
ARE,1978,809274.0,23775764224.6832,29379.1277424991,71020.0,98647.9,,,,,67.083,,,,,,,,,,,,,,,,,,,
ARE,1979,912010.0,31225659620.9951,34238.2864453187,71020.0,98647.9,,,,,67.645,,,,,,,,,,,,,,,,,,,
ARE,1980,1015700.0,43599160050.3322,42925.2338784407,71020.0,98647.9,,,,,68.157,,,,,,,,,,,,,,,,,,,
ARE,1981,1099855.0,49333424135.1131,44854.4800315615,71020.0,98647.9,,,,,68.622,,,,,,,,,,,,,,,,,,,
ARE,1982,1166370.0,46622718605.2847,39972.4946674594,71020.0,98647.9,,,,,69.056,,,,,,,,,,,,,,,,,,,
ARE,1983,1235305.0,42803323345.1376,34650.0041245988,71020.0,98647.9,,,,,69.448,,,,,,,,,,,,,,,,,,,
ARE,1984,1305996.0,41807954235.903,32012.3141540273,71020.0,98647.9,,,,,69.802,,,,,,,,,,,,,,,,,,,
ARE,1985,1377911.0,40603650231.5445,29467.5419758929,71020.0,98647.9,,,,,70.123,,,,,,,,,,,,,,,,,,,
ARE,1986,1467383.0,33943612094.7971,23132.0739675988,71020.0,98647.9,,,,,70.41,,,,,,,,,,,,,,,,,,,
ARE,1987,1574244.0,36384908744.2114,23112.623420646,71020.0,98647.9,,,,,70.623,,,,,,,,,,,,,,,,,,,
ARE,1988,1681788.0,36275674203.2144,21569.7068852997,71020.0,98647.9,,,,,70.808,,,,,,,,,,,,,,,,,,,
ARE,1989,1789851.0,41464995913.9199,23166.7305903787,71020.0,98647.9,,,,,70.96,,,,,,,,,,,,,,,,,,,
ARE,1990,1898220.0,50701443748.2975,26709.993440327,71020.0,98647.9,0.0,,,,71.074,993900.0,0.728,,,,,,,,,,,,,,,,,
ARE,1991,2006626.0,51552165622.4462,25690.9686321448,71020.0,98647.9,,,,,71.144,1065917.0,0.739,,,,,,,,,,,,,,,,,
ARE,1992,2114730.0,54239171887.769,25648.2727760844,71020.0,98647.9,,,,,71.166,1139611.0,0.742,,,,,,,,,,,,,,,,,
ARE,1993,2222093.0,55625170253.337,25032.7822702907,71020.0,98647.9,,,,,71.159,1217956.0,0.748,,,,,,,,,,,,,,,,,
ARE,1994,2328188.0,59305093979.842,25472.6396578979,71020.0,98647.9,,,,,71.204,1294180.0,0.755,,,,,,,,,,,,,,,,,
ARE,1995,2434662.0,65743666575.8649,27003.2006807782,71020.0,98647.9,0.103,,,,71.392,1373245.0,0.762,,,,,,,,,,,,,,,,,
ARE,1996,2597564.0,73571233996.1863,28323.1650870532,71020.0,98647.9,0.375,,,,71.82,1477735.0,0.767,,,,,,,,,,,,,,,,,
ARE,1997,2817410.0,78839008444.5655,27982.7957040564,71020.0,98647.9,3.3,,,,72.559,1607913.0,0.773,,,,,,,,,,,,,,,,,
ARE,1998,3040421.0,75674336283.1858,24889.4269192279,71020.0,98647.9,6.91,,,,73.66,1749621.0,0.779,,,,,,,,,,,,,,,,,
ARE,1999,3266009.0,84445473110.9598,25855.8605046587,71020.0,98647.9,14.9,,,,74.982,1901019.0,0.787,,,,,,,,,,,,,,,,,
ARE,2000,3493575.0,104337372362.151,29865.502347066,71020.0,98647.9,23.6253,,2.39504457,706.03112793,76.347,2060609.0,0.796,,,,,,,,,,,,,,,,8.324,66.0
ARE,2001,3723590.0,103311640571.818,27745.1708087672,71020.0,98647.9,26.2718,,2.48436403,689.29278564,77.621,2229575.0,0.8,,,,,,,,,,,,,,,,5.612,66.0
ARE,2002,3956826.0,109816201497.617,27753.6089526346,71020.0,98647.9,28.3165,,2.71770859,754.26220703,78.721,2406156.0,0.804,,,,,,,,,,,,,,,,4.876,41.5
ARE,2003,4192457.0,124346358066.712,29659.5428567811,71020.0,98647.9,29.478,,2.64634395,784.89343262,79.6,2586345.0,0.814,,,,,,,,,,,,,,,,4.692,50.5
ARE,2004,4428967.0,147824370319.946,33376.7152295209,71020.0,98647.9,30.1313,,2.46225643,821.74920654,80.272,2768037.0,0.818,,,,,,,,,,,,,,,,4.611,50.0
ARE,2005,4664790.0,180617467964.602,38719.3138307623,71020.0,98647.9,40.0,,2.3202107,898.36480713,80.779,2952666.0,0.822,,,,,,,,,,,,,,,,3.656,51.0
ARE,2006,5009100.0,222116541865.214,44342.6048322482,71020.0,98647.9,52.0,,2.3254137,1031.14904785,81.155,3202706.0,0.827,,,,,,,,,,,,,,,,3.226,51.0
ARE,2007,5624635.0,257916133424.098,45854.7325158162,71020.0,98647.9,61.0,,2.56602693,1176.49328613,81.438,3609902.0,0.831,,,,,,,,,,,,,,,,3.281,51.0
ARE,2008,6302664.0,315474615738.598,50054.1700681803,71020.0,98647.9,63.0,,2.92857623,1465.82446289,81.591,4037891.0,0.834,,,,,,,,,,,,,,,,3.668,51.0
ARE,2009,6707058.0,253547358747.447,37803.0663738777,71020.0,98647.9,64.0,,4.05000162,1531.02209473,81.679,4270876.0,0.833,,,,,,,,,,,,,,,,5.457,51.0
ARE,2010,6869838.0,307736419332.88,44795.2949302268,71020.0,98647.9,68.0,,3.74433136,1619.98864746,81.886,4376792.0,0.835,,,,,,,,,,,,,,,,6.039,51.0
ARE,2011,7104538.0,368881143635.126,51921.904511613,71020.0,98647.9,78.0,,3.56666398,1787.59997559,81.898,4542648.0,0.84,,,,,,,,,,,,,,,,5.466,51.0
ARE,2012,7391448.0,392793464942.138,53141.6124340099,71020.0,98647.9,85.0,,3.33596373,1711.38525391,81.913,4738061.0,0.846,,,,,,,,,,,,,,,,5.076,51.0
ARE,2013,7693031.0,409632675289.313,53247.2409495441,71020.0,98647.9,88.0,,3.50222182,1789.68579102,81.95,4948156.0,0.852,,,,,,,,,,,,,,,,6.035,63.0
ARE,2014,8059440.0,424935874744.724,52725.2358407934,71020.0,98647.9,90.4,,3.53405499,1776.7310791,81.99,5205610.0,0.859,,,,,,,,,,,,,,,,5.644,63.0
ARE,2015,8505237.0,381973042886.317,44910.334995523,71020.0,98647.9,90.5,,3.46609354,1479.49743652,82.076,5517279.0,0.865,,,,,,,,,,,,,,,,,63.0
ARE,2016,8935095.0,381717086453.37,42721.0999383185,71020.0,98647.9,90.6,,3.89580107,1592.91906738,82.195,5830903.0,0.87,,,,,,,,,,,,,,,,,63.0
ARE,2017,9223225.0,403365010211.028,43733.6192287435,71020.0,98647.9,94.8199,,4.00854969,1695.203125,82.388,6046380.0,0.897,,,,,,,,,,,,,,,,,63.0
ARE,2018,9346701.0,440560108917.631,47135.3591943971,71020.0,98647.9,98.45,,4.09854221,1872.58422852,82.449,6158515.0,0.909,,,,,,,,,,,,,,,,,63.0
ARE,2019,9445785.0,433926208304.969,45938.6073581994,71020.0,98647.9,99.15,,4.40291262,1962.46728516,82.596,6256531.0,0.92,3.86020994186401,,,,,,,,,,,,,,,,63.0
ARE,2020,9401038.0,357161878829.135,37991.7492971665,71020.0,98647.9,100.0,,5.82477045,2154.41113281,81.936,6178311.0,0.912,3.98417997360229,,,,,,,,,,,,,,,,63.0
ARE,2021,9575152.0,422441388699.796,44118.5047192771,71020.0,98647.9,100.0,,5.30494308,2249.96313477,79.083,6160044.0,0.911,3.89403009414673,,,,,,,,,,,,,,,,
ARE,2022,10074977.0,511403403675.97,50759.7589231191,71020.0,98647.9,100.0,,4.56536388,2240.9050293,80.487,6499963.0,,,,,,,,,,,,,,,,,,
ARE,2023,10483751.0,522622191967.325,49850.6872175164,71020.0,98647.9,100.0,,4.97095108,2401.52026367,82.909,6873426.0,,,,,,,,,,,,,,,,,,
