Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg
1976,FIN,4,2,0,6,87,71,99,257,5.666666666666667
1980,FIN,3,1,4,8,91,73,99,263,6.0
1984,FIN,4,2,6,12,94,74,103,271,7.333333333333333
1988,FIN,1,1,2,4,98,76,109,283,8.666666666666666
1992,FIN,1,2,2,5,99,77,111,287,8.0
1996,FIN,1,2,1,4,100,79,113,292,7.0
2000,FIN,2,1,1,4,101,81,114,296,4.333333333333333
2004,FIN,0,2,0,2,103,82,115,300,4.333333333333333
2008,FIN,1,1,2,4,103,84,115,302,3.3333333333333335
2012,FIN,0,1,2,3,104,85,117,306,3.3333333333333335
2016,FIN,0,0,1,1,104,86,119,309,3.0
2020,FIN,0,0,2,2,104,86,120,310,2.6666666666666665
2024,FIN,0,0,0,0,104,86,122,312,2.0
1896,FRA,5,4,2,11,0,0,0,0,0.0
1900,FRA,28,40,34,102,5,4,2,11,11.0
1904,FRA,0,2,0,2,33,44,36,113,56.5
1906,FRA,15,10,16,41,33,46,36,115,38.333333333333336
1908,FRA,5,5,9,19,48,56,52,156,48.333333333333336
1912,FRA,7,5,3,15,53,61,61,175,20.666666666666668
1920,FRA,9,20,13,42,60,66,64,190,25.0
1924,FRA,14,14,12,40,69,86,77,232,25.333333333333332
1928,FRA,7,12,6,25,83,100,89,272,32.333333333333336
1932,FRA,11,5,4,20,90,112,95,297,35.666666666666664
1936,FRA,7,6,6,19,101,117,99,317,28.333333333333332
1948,FRA,11,6,15,32,108,123,105,336,21.333333333333332
1952,FRA,6,6,6,18,119,129,120,368,23.666666666666668
1956,FRA,4,4,6,14,125,135,126,386,23.0
1960,FRA,0,2,3,5,129,139,132,400,21.333333333333332
1964,FRA,1,8,6,15,129,141,135,405,12.333333333333334
1968,FRA,7,3,5,15,130,149,141,420,11.333333333333334
1972,FRA,2,4,7,13,137,152,146,435,11.666666666666666
1976,FRA,2,3,4,9,139,156,153,448,14.333333333333334
1980,FRA,6,5,3,14,141,159,157,457,12.333333333333334
1984,FRA,5,7,16,28,147,164,160,471,12.0
1988,FRA,6,4,6,16,152,171,176,499,17.0
1992,FRA,8,5,16,29,158,175,182,515,19.333333333333332
1996,FRA,15,7,15,37,166,180,198,544,24.333333333333332
2000,FRA,13,14,11,38,181,187,213,581,27.333333333333332
2004,FRA,11,9,13,33,194,201,224,619,34.666666666666664
2008,FRA,7,16,18,41,205,210,237,652,36.0
2012,FRA,11,11,13,35,212,226,255,693,37.333333333333336
2016,FRA,10,18,14,42,223,237,268,728,36.333333333333336
2020,FRA,10,12,11,33,233,255,282,770,39.333333333333336
2024,FRA,16,26,22,64,243,267,293,803,36.666666666666664
1968,FRG,5,11,10,26,0,0,0,0,0.0
1972,FRG,13,11,16,40,5,11,10,26,26.0
1976,FRG,10,12,17,39,18,22,26,66,33.0
1984,FRG,17,19,23,59,28,34,43,105,35.0
1988,FRG,11,14,15,40,45,53,66,164,46.0
2000,FSM,0,0,0,0,0,0,0,0,0.0
2004,FSM,0,0,0,0,0,0,0,0,0.0
2008,FSM,0,0,0,0,0,0,0,0,0.0
2012,FSM,0,0,0,0,0,0,0,0,0.0
2016,FSM,0,0,0,0,0,0,0,0,0.0
2020,FSM,0,0,0,0,0,0,0,0,0.0
2024,FSM,0,0,0,0,0,0,0,0,0.0
1972,GAB,0,0,0,0,0,0,0,0,0.0
1984,GAB,0,0,0,0,0,0,0,0,0.0
1988,GAB,0,0,0,0,0,0,0,0,0.0
1992,GAB,0,0,0,0,0,0,0,0,0.0
1996,GAB,0,0,0,0,0,0,0,0,0.0
2000,GAB,0,0,0,0,0,0,0,0,0.0
2004,GAB,0,0,0,0,0,0,0,0,0.0
2008,GAB,0,0,0,0,0,0,0,0,0.0
2012,GAB,0,1,0,1,0,0,0,0,0.0
2016,GAB,0,0,0,0,0,1,0,1,0.3333333333333333
2020,GAB,0,0,0,0,0,1,0,1,0.3333333333333333
2024,GAB,0,0,0,0,0,1,0,1,0.3333333333333333
1984,GAM,0,0,0,0,0,0,0,0,0.0
1988,GAM,0,0,0,0,0,0,0,0,0.0
1992,GAM,0,0,0,0,0,0,0,0,0.0
1996,GAM,0,0,0,0,0,0,0,0,0.0
2000,GAM,0,0,0,0,0,0,0,0,0.0
2004,GAM,0,0,0,0,0,0,0,0,0.0
2008,GAM,0,0,0,0,0,0,0,0,0.0
2012,GAM,0,0,0,0,0,0,0,0,0.0
2016,GAM,0,0,0,0,0,0,0,0,0.0
2020,GAM,0,0,0,0,0,0,0,0,0.0
2024,GAM,0,0,0,0,0,0,0,0,0.0
1896,GBR,3,3,3,9,0,0,0,0,0.0
1900,GBR,19,11,12,42,3,3,3,9,9.0
1904,GBR,1,1,0,2,22,14,15,51,25.5
1906,GBR,8,12,5,25,23,15,15,53,17.666666666666668
1908,GBR,56,50,37,143,31,27,20,78,23.0
1912,GBR,10,15,16,41,87,77,57,221,56.666666666666664
1920,GBR,14,16,13,43,97,92,73,262,69.66666666666667
1924,GBR,9,14,12,35,111,108,86,305,75.66666666666667
1928,GBR,4,11,7,22,120,122,98,340,39.666666666666664
1932,GBR,5,7,5,17,124,133,105,362,33.333333333333336
1936,GBR,4,7,3,14,129,140,110,379,24.666666666666668
1948,GBR,4,16,7,27,133,147,113,393,17.666666666666668
1952,GBR,1,2,8,11,137,163,120,420,19.333333333333332
1956,GBR,6,7,11,24,138,165,128,431,17.333333333333332
1960,GBR,2,6,12,20,144,172,139,455,20.666666666666668
1964,GBR,4,12,2,18,146,178,151,475,18.333333333333332
1968,GBR,5,5,3,13,150,190,153,493,20.666666666666668
1972,GBR,4,5,9,18,155,195,156,506,17.0
1976,GBR,3,5,5,13,159,200,165,524,16.333333333333332
1980,GBR,5,7,9,21,162,205,170,537,14.666666666666666
1984,GBR,5,11,21,37,167,212,179,558,17.333333333333332
1988,GBR,5,10,9,24,172,223,200,595,23.666666666666668
1992,GBR,5,3,12,20,177,233,209,619,27.333333333333332
1996,GBR,1,8,6,15,182,236,221,639,27.0
2000,GBR,11,10,7,28,183,244,227,654,19.666666666666668
2004,GBR,9,9,12,30,194,254,234,682,21.0
2008,GBR,19,13,16,48,203,263,246,712,24.333333333333332
2012,GBR,29,17,19,65,222,276,262,760,35.333333333333336
2016,GBR,27,23,17,67,251,293,281,825,47.666666666666664
2020,GBR,22,20,22,64,278,316,298,892,60.0
2024,GBR,14,22,29,65,300,336,320,956,65.33333333333333
1996,GBS,0,0,0,0,0,0,0,0,0.0
2000,GBS,0,0,0,0,0,0,0,0,0.0
2004,GBS,0,0,0,0,0,0,0,0,0.0
2008,GBS,0,0,0,0,0,0,0,0,0.0
2012,GBS,0,0,0,0,0,0,0,0,0.0
2016,GBS,0,0,0,0,0,0,0,0,0.0
2020,GBS,0,0,0,0,0,0,0,0,0.0
2024,GBS,0,0,0,0,0,0,0,0,0.0
1968,GDR,9,9,7,25,0,0,0,0,0.0
1972,GDR,20,23,23,66,9,9,7,25,25.0
1976,GDR,40,25,25,90,29,32,30,91,45.5
1980,GDR,47,37,42,126,69,57,55,181,60.333333333333336
1988,GDR,37,35,30,102,116,94,97,307,94.0
1996,GEO,0,0,2,2,0,0,0,0,0.0
2000,GEO,0,0,6,6,0,0,2,2,2.0
2004,GEO,2,2,0,4,0,0,8,8,4.0
2008,GEO,3,0,3,6,2,2,8,12,4.0
2012,GEO,1,3,3,7,5,2,11,18,5.333333333333333
2016,GEO,2,1,4,7,6,5,14,25,5.666666666666667
2020,GEO,2,5,1,8,8,6,18,32,6.666666666666667
2024,GEO,3,3,1,7,10,11,19,40,7.333333333333333
1984,GEQ,0,0,0,0,0,0,0,0,0.0
1988,GEQ,0,0,0,0,0,0,0,0,0.0
1992,GEQ,0,0,0,0,0,0,0,0,0.0
1996,GEQ,0,0,0,0,0,0,0,0,0.0
2000,GEQ,0,0,0,0,0,0,0,0,0.0
2004,GEQ,0,0,0,0,0,0,0,0,0.0
2008,GEQ,0,0,0,0,0,0,0,0,0.0
2012,GEQ,0,0,0,0,0,0,0,0,0.0
2016,GEQ,0,0,0,0,0,0,0,0,0.0
2020,GEQ,0,0,0,0,0,0,0,0,0.0
2024,GEQ,0,0,0,0,0,0,0,0,0.0
1896,GER,7,5,2,14,0,0,0,0,0.0
1900,GER,4,3,1,8,7,5,2,14,14.0
1904,GER,4,5,7,16,11,8,3,22,11.0
1906,GER,4,6,4,14,15,13,10,38,12.666666666666666
1908,GER,3,5,5,13,19,19,14,52,12.666666666666666
1912,GER,6,13,7,26,22,24,19,65,14.333333333333334
1928,GER,11,9,19,39,28,37,26,91,17.666666666666668
1932,GER,5,12,7,24,39,46,45,130,26.0
1936,GER,38,31,32,101,44,58,52,154,29.666666666666668
1952,GER,0,7,17,24,82,89,84,255,54.666666666666664
1956,GER,6,13,7,26,82,96,101,279,49.666666666666664
1960,GER,12,19,11,42,88,109,108,305,50.333333333333336
1964,GER,10,22,18,50,100,128,119,347,30.666666666666668
1992,GER,33,21,28,82,110,150,137,397,39.333333333333336
1996,GER,20,18,27,65,143,171,165,479,58.0
2000,GER,13,17,26,56,163,189,192,544,65.66666666666667
2004,GER,13,16,20,49,176,206,218,600,67.66666666666667
2008,GER,16,10,15,41,189,222,238,649,56.666666666666664
2012,GER,11,19,14,44,205,232,253,690,48.666666666666664
2016,GER,17,10,15,42,216,251,267,734,44.666666666666664
2020,GER,10,11,16,37,233,261,282,776,42.333333333333336
2024,GER,12,13,8,33,243,272,298,813,41.0
1952,GHA,0,0,0,0,0,0,0,0,0.0
1960,GHA,0,1,0,1,0,0,0,0,0.0
1964,GHA,0,0,1,1,0,1,0,1,0.5
1968,GHA,0,0,0,0,0,1,1,2,0.6666666666666666
1972,GHA,0,0,1,1,0,1,1,2,0.6666666666666666
1984,GHA,0,0,0,0,0,1,2,3,0.6666666666666666
1988,GHA,0,0,0,0,0,1,2,3,0.3333333333333333
1992,GHA,0,0,1,1,0,1,2,3,0.3333333333333333
1996,GHA,0,0,0,0,0,1,3,4,0.3333333333333333
2000,GHA,0,0,0,0,0,1,3,4,0.3333333333333333
2004,GHA,0,0,0,0,0,1,3,4,0.3333333333333333
2008,GHA,0,0,0,0,0,1,3,4,0.0
2012,GHA,0,0,0,0,0,1,3,4,0.0
2016,GHA,0,0,0,0,0,1,3,4,0.0
2020,GHA,0,0,1,1,0,1,3,4,0.0
2024,GHA,0,0,0,0,0,1,4,5,0.3333333333333333
1896,GRE,10,17,17,44,0,0,0,0,0.0
1900,GRE,0,0,0,0,10,17,17,44,44.0
1904,GRE,1,0,1,2,10,17,17,44,22.0
1906,GRE,8,14,13,35,11,17,18,46,15.333333333333334
1908,GRE,0,3,1,4,19,31,31,81,12.333333333333334
1912,GRE,1,0,1,2,19,34,32,85,13.666666666666666
1920,GRE,0,1,0,1,20,34,33,87,13.666666666666666
1924,GRE,1,0,0,1,20,35,33,88,2.3333333333333335
1928,GRE,0,0,0,0,21,35,33,89,1.3333333333333333
1932,GRE,0,0,0,0,21,35,33,89,0.6666666666666666
1936,GRE,0,0,0,0,21,35,33,89,0.3333333333333333
1948,GRE,0,0,0,0,21,35,33,89,0.0
1952,GRE,0,0,0,0,21,35,33,89,0.0
1956,GRE,0,0,1,1,21,35,33,89,0.0
1960,GRE,1,0,0,1,21,35,34,90,0.3333333333333333
1964,GRE,0,0,0,0,22,35,34,91,0.6666666666666666
1968,GRE,0,0,1,1,22,35,34,91,0.6666666666666666
1972,GRE,0,2,0,2,22,35,35,92,0.6666666666666666
1976,GRE,0,0,0,0,22,37,35,94,1.0
1980,GRE,1,0,2,3,22,37,35,94,1.0
1984,GRE,0,1,1,2,23,37,37,97,1.6666666666666667
1988,GRE,0,0,1,1,23,38,38,99,1.6666666666666667
1992,GRE,2,0,0,2,23,38,39,100,2.0
1996,GRE,4,4,0,8,25,38,39,102,1.6666666666666667
2000,GRE,4,6,3,13,29,42,39,110,3.6666666666666665
2004,GRE,6,6,4,16,33,48,42,123,7.666666666666667
2008,GRE,0,2,2,4,39,54,46,139,12.333333333333334
2012,GRE,0,0,2,2,39,56,48,143,11.0
2016,GRE,3,1,2,6,39,56,50,145,7.333333333333333
2020,GRE,2,1,1,4,42,57,52,151,4.0
2024,GRE,1,1,6,8,44,58,53,155,4.0
1984,GRN,0,0,0,0,0,0,0,0,0.0
1988,GRN,0,0,0,0,0,0,0,0,0.0
1992,GRN,0,0,0,0,0,0,0,0,0.0
1996,GRN,0,0,0,0,0,0,0,0,0.0
2000,GRN,0,0,0,0,0,0,0,0,0.0
2004,GRN,0,0,0,0,0,0,0,0,0.0
2008,GRN,0,0,0,0,0,0,0,0,0.0
2012,GRN,1,0,0,1,0,0,0,0,0.0
2016,GRN,0,1,0,1,1,0,0,1,0.3333333333333333
2020,GRN,0,0,1,1,1,1,0,2,0.6666666666666666
2024,GRN,0,0,2,2,1,1,1,3,1.0
1932,GUA,0,0,0,0,0,0,0,0,0.0
1952,GUA,0,0,0,0,0,0,0,0,0.0
1968,GUA,0,0,0,0,0,0,0,0,0.0
1972,GUA,0,0,0,0,0,0,0,0,0.0
1976,GUA,0,0,0,0,0,0,0,0,0.0
1980,GUA,0,0,0,0,0,0,0,0,0.0
1984,GUA,0,0,0,0,0,0,0,0,0.0
1988,GUA,0,0,0,0,0,0,0,0,0.0
1992,GUA,0,0,0,0,0,0,0,0,0.0
1996,GUA,0,0,0,0,0,0,0,0,0.0
2000,GUA,0,0,0,0,0,0,0,0,0.0
2004,GUA,0,0,0,0,0,0,0,0,0.0
2008,GUA,0,0,0,0,0,0,0,0,0.0
2012,GUA,0,1,0,1,0,0,0,0,0.0
2016,GUA,0,0,0,0,0,1,0,1,0.3333333333333333
2020,GUA,0,0,0,0,0,1,0,1,0.3333333333333333
2024,GUA,1,0,1,2,0,1,0,1,0.3333333333333333
1968,GUI,0,0,0,0,0,0,0,0,0.0
1980,GUI,0,0,0,0,0,0,0,0,0.0
1984,GUI,0,0,0,0,0,0,0,0,0.0
1988,GUI,0,0,0,0,0,0,0,0,0.0
1992,GUI,0,0,0,0,0,0,0,0,0.0
1996,GUI,0,0,0,0,0,0,0,0,0.0
2000,GUI,0,0,0,0,0,0,0,0,0.0
2004,GUI,0,0,0,0,0,0,0,0,0.0
2008,GUI,0,0,0,0,0,0,0,0,0.0
2012,GUI,0,0,0,0,0,0,0,0,0.0
2016,GUI,0,0,0,0,0,0,0,0,0.0
2020,GUI,0,0,0,0,0,0,0,0,0.0
2024,GUI,0,0,0,0,0,0,0,0,0.0
1988,GUM,0,0,0,0,0,0,0,0,0.0
1992,GUM,0,0,0,0,0,0,0,0,0.0
1996,GUM,0,0,0,0,0,0,0,0,0.0
2000,GUM,0,0,0,0,0,0,0,0,0.0
2004,GUM,0,0,0,0,0,0,0,0,0.0
2008,GUM,0,0,0,0,0,0,0,0,0.0
2012,GUM,0,0,0,0,0,0,0,0,0.0
2016,GUM,0,0,0,0,0,0,0,0,0.0
2020,GUM,0,0,0,0,0,0,0,0,0.0
2024,GUM,0,0,0,0,0,0,0,0,0.0
1948,GUY,0,0,0,0,0,0,0,0,0.0
1952,GUY,0,0,0,0,0,0,0,0,0.0
1956,GUY,0,0,0,0,0,0,0,0,0.0
1960,GUY,0,0,0,0,0,0,0,0,0.0
1964,GUY,0,0,0,0,0,0,0,0,0.0
1968,GUY,0,0,0,0,0,0,0,0,0.0
1972,GUY,0,0,0,0,0,0,0,0,0.0
1980,GUY,0,0,1,1,0,0,0,0,0.0
1984,GUY,0,0,0,0,0,0,1,1,0.3333333333333333
1988,GUY,0,0,0,0,0,0,1,1,0.3333333333333333
1992,GUY,0,0,0,0,0,0,1,1,0.3333333333333333
1996,GUY,0,0,0,0,0,0,1,1,0.0
2000,GUY,0,0,0,0,0,0,1,1,0.0
2004,GUY,0,0,0,0,0,0,1,1,0.0
2008,GUY,0,0,0,0,0,0,1,1,0.0
2012,GUY,0,0,0,0,0,0,1,1,0.0
2016,GUY,0,0,0,0,0,0,1,1,0.0
2020,GUY,0,0,0,0,0,0,1,1,0.0
2024,GUY,0,0,0,0,0,0,1,1,0.0
1900,HAI,1,0,0,1,0,0,0,0,0.0
1924,HAI,0,0,1,1,1,0,0,1,1.0
1928,HAI,0,1,0,1,1,0,1,2,1.0
1932,HAI,0,0,0,0,1,1,1,3,1.0
1960,HAI,0,0,0,0,1,1,1,3,0.6666666666666666
1972,HAI,0,0,0,0,1,1,1,3,0.3333333333333333
1976,HAI,0,0,0,0,1,1,1,3,0.0
1984,HAI,0,0,0,0,1,1,1,3,0.0
1988,HAI,0,0,0,0,1,1,1,3,0.0
1992,HAI,0,0,0,0,1,1,1,3,0.0
1996,HAI,0,0,0,0,1,1,1,3,0.0
2000,HAI,0,0,0,0,1,1,1,3,0.0
2004,HAI,0,0,0,0,1,1,1,3,0.0
2008,HAI,0,0,0,0,1,1,1,3,0.0
2012,HAI,0,0,0,0,1,1,1,3,0.0
2016,HAI,0,0,0,0,1,1,1,3,0.0
2020,HAI,0,0,0,0,1,1,1,3,0.0
2024,HAI,0,0,0,0,1,1,1,3,0.0
1952,HKG,0,0,0,0,0,0,0,0,0.0
1956,HKG,0,0,0,0,0,0,0,0,0.0
1960,HKG,0,0,0,0,0,0,0,0,0.0
1964,HKG,0,0,0,0,0,0,0,0,0.0
1968,HKG,0,0,0,0,0,0,0,0,0.0
1972,HKG,0,0,0,0,0,0,0,0,0.0
1976,HKG,0,0,0,0,0,0,0,0,0.0
1984,HKG,0,0,0,0,0,0,0,0,0.0
1988,HKG,0,0,0,0,0,0,0,0,0.0
1992,HKG,0,0,0,0,0,0,0,0,0.0
1996,HKG,1,0,0,1,0,0,0,0,0.0
2000,HKG,0,0,0,0,1,0,0,1,0.3333333333333333
2004,HKG,0,1,0,1,1,0,0,1,0.3333333333333333
2008,HKG,0,0,0,0,1,1,0,2,0.6666666666666666
2012,HKG,0,0,1,1,1,1,0,2,0.3333333333333333
2016,HKG,0,0,0,0,1,1,1,3,0.6666666666666666
2020,HKG,1,2,3,6,1,1,1,3,0.3333333333333333
2024,HKG,2,0,2,4,2,3,4,9,2.3333333333333335
1968,HON,0,0,0,0,0,0,0,0,0.0
1976,HON,0,0,0,0,0,0,0,0,0.0
1984,HON,0,0,0,0,0,0,0,0,0.0
1988,HON,0,0,0,0,0,0,0,0,0.0
1992,HON,0,0,0,0,0,0,0,0,0.0
1996,HON,0,0,0,0,0,0,0,0,0.0
2000,HON,0,0,0,0,0,0,0,0,0.0
2004,HON,0,0,0,0,0,0,0,0,0.0
2008,HON,0,0,0,0,0,0,0,0,0.0
2012,HON,0,0,0,0,0,0,0,0,0.0
2016,HON,0,0,0,0,0,0,0,0,0.0
2020,HON,0,0,0,0,0,0,0,0,0.0
2024,HON,0,0,0,0,0,0,0,0,0.0
1896,HUN,2,1,3,6,0,0,0,0,0.0
1900,HUN,1,2,2,5,2,1,3,6,6.0
1904,HUN,2,1,1,4,3,3,5,11,5.5
1906,HUN,2,5,3,10,5,4,6,15,5.0
1908,HUN,3,4,2,9,7,9,9,25,6.333333333333333
1912,HUN,3,2,3,8,10,13,11,34,7.666666666666667
1924,HUN,2,4,4,10,13,15,14,42,9.0
1928,HUN,5,5,0,10,15,19,18,52,9.0
1932,HUN,6,5,5,16,20,24,18,62,9.333333333333334
1936,HUN,10,1,5,16,26,29,23,78,12.0
1948,HUN,10,5,12,27,36,30,28,94,14.0
1952,HUN,16,10,16,42,46,35,40,121,19.666666666666668
1956,HUN,9,10,7,26,62,45,56,163,28.333333333333332
1960,HUN,6,8,7,21,71,55,63,189,31.666666666666668
1964,HUN,10,7,5,22,77,63,70,210,29.666666666666668
1968,HUN,10,10,12,32,87,70,75,232,23.0
1972,HUN,6,13,16,35,97,80,87,264,25.0
1976,HUN,4,5,13,22,103,93,103,299,29.666666666666668
1980,HUN,7,10,15,32,107,98,116,321,29.666666666666668
1988,HUN,11,6,6,23,114,108,131,353,29.666666666666668
1992,HUN,11,12,7,30,125,114,137,376,25.666666666666668
1996,HUN,7,4,10,21,136,126,144,406,28.333333333333332
2000,HUN,8,6,3,17,143,130,154,427,24.666666666666668
2004,HUN,8,6,3,17,151,136,157,444,22.666666666666668
2008,HUN,3,5,2,10,159,142,160,461,18.333333333333332
2012,HUN,8,4,6,18,162,147,162,471,14.666666666666666
2016,HUN,8,3,4,15,170,151,168,489,15.0
2020,HUN,6,7,7,20,178,154,172,504,14.333333333333334
2024,HUN,6,7,6,19,184,161,179,524,17.666666666666668
1952,INA,0,0,0,0,0,0,0,0,0.0
1956,INA,0,0,0,0,0,0,0,0,0.0
1960,INA,0,0,0,0,0,0,0,0,0.0
1968,INA,0,0,0,0,0,0,0,0,0.0
1972,INA,0,0,0,0,0,0,0,0,0.0
1976,INA,0,0,0,0,0,0,0,0,0.0
1984,INA,0,0,0,0,0,0,0,0,0.0
1988,INA,0,1,0,1,0,0,0,0,0.0
1992,INA,2,2,1,5,0,1,0,1,0.3333333333333333
1996,INA,1,1,2,4,2,3,1,6,2.0
2000,INA,1,3,2,6,3,4,3,10,3.3333333333333335
2004,INA,1,1,2,4,4,7,5,16,5.0
2008,INA,1,1,3,5,5,8,7,20,4.666666666666667
2012,INA,0,1,1,2,6,9,10,25,5.0
2016,INA,1,2,0,3,6,10,11,27,3.6666666666666665
2020,INA,1,1,3,5,7,12,11,30,3.3333333333333335
2024,INA,2,0,1,3,8,13,14,35,3.3333333333333335
1900,IND,0,2,0,2,0,0,0,0,0.0
1920,IND,0,0,0,0,0,2,0,2,2.0
1924,IND,0,0,0,0,0,2,0,2,1.0
1928,IND,1,0,0,1,0,2,0,2,0.6666666666666666
1932,IND,1,0,0,1,1,2,0,3,0.3333333333333333
1936,IND,1,0,0,1,2,2,0,4,0.6666666666666666
1948,IND,1,0,0,1,3,2,0,5,1.0
1952,IND,1,0,1,2,4,2,0,6,1.0
1956,IND,1,0,0,1,5,2,1,8,1.3333333333333333
1960,IND,0,1,0,1,6,2,1,9,1.3333333333333333
1964,IND,1,0,0,1,6,3,1,10,1.3333333333333333
1968,IND,0,0,1,1,7,3,1,11,1.0
1972,IND,0,0,1,1,7,3,2,12,1.0
1976,IND,0,0,0,0,7,3,3,13,1.0
1980,IND,1,0,0,1,7,3,3,13,0.6666666666666666
1984,IND,0,0,0,0,8,3,3,14,0.6666666666666666
1988,IND,0,0,0,0,8,3,3,14,0.3333333333333333
1992,IND,0,0,0,0,8,3,3,14,0.3333333333333333
1996,IND,0,0,1,1,8,3,3,14,0.0
2000,IND,0,0,1,1,8,3,4,15,0.3333333333333333
2004,IND,0,1,0,1,8,3,5,16,0.6666666666666666
2008,IND,1,0,2,3,8,4,5,17,1.0
2012,IND,0,2,4,6,9,4,7,20,1.6666666666666667
2016,IND,0,1,1,2,9,6,11,26,3.3333333333333335
2020,IND,1,2,4,7,9,7,12,28,3.6666666666666665
2024,IND,0,1,5,6,10,9,16,35,5.0
1992,IOA,0,1,2,3,0,0,0,0,0.0
2000,IOA,0,0,0,0,0,1,2,3,3.0
2012,IOA,0,0,0,0,0,1,2,3,1.5
2016,IOA,1,0,1,2,0,1,2,3,1.0
1900,IRI,0,0,0,0,0,0,0,0,0.0
1948,IRI,0,0,1,1,0,0,0,0,0.0
1952,IRI,0,3,4,7,0,0,1,1,0.5
1956,IRI,2,2,1,5,0,3,5,8,2.6666666666666665
1960,IRI,0,1,3,4,2,5,6,13,4.333333333333333
1964,IRI,0,0,2,2,2,6,9,17,5.333333333333333
1968,IRI,2,1,2,5,2,6,11,19,3.6666666666666665
1972,IRI,0,2,1,3,4,7,13,24,3.6666666666666665
1976,IRI,0,1,1,2,4,9,14,27,3.3333333333333335
1988,IRI,0,1,0,1,4,10,15,29,3.3333333333333335
1992,IRI,0,1,2,3,4,11,15,30,2.0
1996,IRI,1,1,1,3,4,12,17,33,2.0
2000,IRI,3,0,1,4,5,13,18,36,2.3333333333333335
2004,IRI,2,2,2,6,8,13,19,40,3.3333333333333335
2008,IRI,1,0,1,2,10,15,21,46,4.333333333333333
2012,IRI,4,5,3,12,11,15,22,48,4.0
2016,IRI,3,1,4,8,15,20,25,60,6.666666666666667
2020,IRI,3,2,2,7,18,21,29,68,7.333333333333333
2024,IRI,3,6,3,12,21,23,31,75,9.0
1924,IRL,0,1,1,2,0,0,0,0,0.0
1928,IRL,1,0,0,1,0,1,1,2,2.0
1932,IRL,2,0,0,2,1,1,1,3,1.5
1948,IRL,0,0,1,1,3,1,1,5,1.6666666666666667
1952,IRL,0,1,0,1,3,1,2,6,1.3333333333333333
1956,IRL,1,1,3,5,3,2,2,7,1.3333333333333333
1960,IRL,0,0,0,0,4,3,5,12,2.3333333333333335
1964,IRL,0,0,1,1,4,3,5,12,2.0
1968,IRL,0,0,0,0,4,3,6,13,2.0
1972,IRL,0,0,0,0,4,3,6,13,0.3333333333333333
1976,IRL,0,0,0,0,4,3,6,13,0.3333333333333333
1980,IRL,0,1,1,2,4,3,6,13,0.0
1984,IRL,0,1,0,1,4,4,7,15,0.6666666666666666
1988,IRL,0,0,0,0,4,5,7,16,1.0
1992,IRL,1,1,0,2,4,5,7,16,1.0
1996,IRL,3,0,1,4,5,6,7,18,1.0
2000,IRL,0,1,0,1,8,6,8,22,2.0
2004,IRL,0,0,0,0,8,7,8,23,2.3333333333333335
2008,IRL,0,1,2,3,8,7,8,23,1.6666666666666667
2012,IRL,1,1,3,5,8,8,10,26,1.3333333333333333
2016,IRL,0,2,0,2,9,9,13,31,2.6666666666666665
2020,IRL,2,0,2,4,9,11,13,33,3.3333333333333335
2024,IRL,4,0,3,7,11,11,15,37,3.6666666666666665
1948,IRQ,0,0,0,0,0,0,0,0,0.0
1960,IRQ,0,0,1,1,0,0,0,0,0.0
1964,IRQ,0,0,0,0,0,0,1,1,0.5
1968,IRQ,0,0,0,0,0,0,1,1,0.3333333333333333
1980,IRQ,0,0,0,0,0,0,1,1,0.3333333333333333
1984,IRQ,0,0,0,0,0,0,1,1,0.0
1988,IRQ,0,0,0,0,0,0,1,1,0.0
1992,IRQ,0,0,0,0,0,0,1,1,0.0
1996,IRQ,0,0,0,0,0,0,1,1,0.0
2000,IRQ,0,0,0,0,0,0,1,1,0.0
2004,IRQ,0,0,0,0,0,0,1,1,0.0
2008,IRQ,0,0,0,0,0,0,1,1,0.0
2012,IRQ,0,0,0,0,0,0,1,1,0.0
2016,IRQ,0,0,0,0,0,0,1,1,0.0
2020,IRQ,0,0,0,0,0,0,1,1,0.0
2024,IRQ,0,0,0,0,0,0,1,1,0.0
1908,ISL,0,0,0,0,0,0,0,0,0.0
1912,ISL,0,0,0,0,0,0,0,0,0.0
1936,ISL,0,0,0,0,0,0,0,0,0.0
1948,ISL,0,0,0,0,0,0,0,0,0.0
1952,ISL,0,0,0,0,0,0,0,0,0.0
1956,ISL,0,1,0,1,0,0,0,0,0.0
1960,ISL,0,0,0,0,0,1,0,1,0.3333333333333333
1964,ISL,0,0,0,0,0,1,0,1,0.3333333333333333
1968,ISL,0,0,0,0,0,1,0,1,0.3333333333333333
1972,ISL,0,0,0,0,0,1,0,1,0.0
1976,ISL,0,0,0,0,0,1,0,1,0.0
1980,ISL,0,0,0,0,0,1,0,1,0.0
1984,ISL,0,0,1,1,0,1,0,1,0.0
1988,ISL,0,0,0,0,0,1,1,2,0.3333333333333333
1992,ISL,0,0,0,0,0,1,1,2,0.3333333333333333
1996,ISL,0,0,0,0,0,1,1,2,0.3333333333333333
2000,ISL,0,0,1,1,0,1,1,2,0.0
2004,ISL,0,0,0,0,0,1,2,3,0.3333333333333333
2008,ISL,0,1,0,1,0,1,2,3,0.3333333333333333
2012,ISL,0,0,0,0,0,2,2,4,0.6666666666666666
