Year,Country,Gold,Silver,Bronze,Total
2010,TUR,0,0,0,0
2010,UKR,0,0,0,0
2010,USA,9,15,13,37
2010,UZB,0,0,0,0
2014,ALB,0,0,0,0
2014,AND,0,0,0,0
2014,ARG,0,0,0,0
2014,ARM,0,0,0,0
2014,AUS,0,2,1,3
2014,AUT,4,8,5,17
2014,AZE,0,0,0,0
2014,BEL,0,0,0,0
2014,BER,0,0,0,0
2014,BIH,0,0,0,0
2014,BLR,5,0,1,6
2014,BRA,0,0,0,0
2014,BUL,0,0,0,0
2014,CAN,10,10,5,25
2014,CAY,0,0,0,0
2014,CHI,0,0,0,0
2014,CHN,3,4,2,9
2014,CRO,0,1,0,1
2014,CYP,0,0,0,0
2014,CZE,2,4,2,8
2014,DEN,0,0,0,0
2014,DMA,0,0,0,0
2014,ESP,0,0,0,0
2014,EST,0,0,0,0
2014,FIN,1,3,1,5
2014,FRA,4,4,7,15
2014,GBR,1,1,2,4
2014,GEO,0,0,0,0
2014,GER,8,6,5,19
2014,GRE,0,0,0,0
2014,HKG,0,0,0,0
2014,HUN,0,0,0,0
2014,IND,0,0,0,0
2014,IOA,0,0,0,0
2014,IRI,0,0,0,0
2014,IRL,0,0,0,0
2014,ISL,0,0,0,0
2014,ISR,0,0,0,0
2014,ISV,0,0,0,0
2014,ITA,0,2,6,8
2014,IVB,0,0,0,0
2014,JAM,0,0,0,0
2014,JPN,1,4,3,8
2014,KAZ,0,0,1,1
2014,KGZ,0,0,0,0
2014,KOR,3,3,2,8
2014,LAT,0,2,2,4
2014,LIB,0,0,0,0
2014,LIE,0,0,0,0
2014,LTU,0,0,0,0
2014,LUX,0,0,0,0
2014,MAR,0,0,0,0
2014,MDA,0,0,0,0
2014,MEX,0,0,0,0
2014,MGL,0,0,0,0
2014,MKD,0,0,0,0
2014,MLT,0,0,0,0
2014,MNE,0,0,0,0
2014,MON,0,0,0,0
2014,NED,8,7,9,24
2014,NEP,0,0,0,0
2014,NOR,11,5,10,26
2014,NZL,0,0,0,0
2014,PAK,0,0,0,0
2014,PAR,0,0,0,0
2014,PER,0,0,0,0
2014,PHI,0,0,0,0
2014,POL,4,1,1,6
2014,POR,0,0,0,0
2014,ROU,0,0,0,0
2014,RUS,13,11,9,33
2014,SLO,2,2,4,8
2014,SMR,0,0,0,0
2014,SRB,0,0,0,0
2014,SUI,6,3,2,11
2014,SVK,1,0,0,1
2014,SWE,2,7,6,15
2014,TGA,0,0,0,0
2014,THA,0,0,0,0
2014,TJK,0,0,0,0
2014,TLS,0,0,0,0
2014,TOG,0,0,0,0
2014,TPE,0,0,0,0
2014,TUR,0,0,0,0
2014,UKR,1,0,1,2
2014,USA,9,7,12,28
2014,UZB,0,0,0,0
2014,VEN,0,0,0,0
2014,ZIM,0,0,0,0
2018,ALB,0,0,0,0
2018,AND,0,0,0,0
2018,ARG,0,0,0,0
2018,ARM,0,0,0,0
2018,AUS,0,2,1,3
2018,AUT,5,3,6,14
2018,AZE,0,0,0,0
2018,BEL,0,1,0,1
2018,BER,0,0,0,0
2018,BIH,0,0,0,0
2018,BLR,2,1,0,3
2018,BOL,0,0,0,0
2018,BRA,0,0,0,0
2018,BUL,0,0,0,0
2018,CAN,11,8,10,29
2018,CHI,0,0,0,0
2018,CHN,1,6,2,9
2018,COL,0,0,0,0
2018,COR,0,0,0,0
2018,CRO,0,0,0,0
2018,CYP,0,0,0,0
2018,CZE,2,2,3,7
2018,DEN,0,0,0,0
2018,ECU,0,0,0,0
2018,ERI,0,0,0,0
2018,ESP,0,0,2,2
2018,EST,0,0,0,0
2018,FIN,1,1,4,6
2018,FRA,5,4,6,15
2018,GBR,1,0,4,5
2018,GEO,0,0,0,0
2018,GER,14,10,7,31
2018,GHA,0,0,0,0
2018,GRE,0,0,0,0
2018,HKG,0,0,0,0
2018,HUN,1,0,0,1
2018,IND,0,0,0,0
2018,IRI,0,0,0,0
2018,IRL,0,0,0,0
2018,ISL,0,0,0,0
2018,ISR,0,0,0,0
2018,ITA,3,2,5,10
2018,JAM,0,0,0,0
2018,JPN,4,5,4,13
2018,KAZ,0,0,1,1
2018,KEN,0,0,0,0
2018,KGZ,0,0,0,0
2018,KOR,5,8,4,17
2018,KOS,0,0,0,0
2018,LAT,0,0,1,1
2018,LBN,0,0,0,0
2018,LIE,0,0,1,1
2018,LTU,0,0,0,0
2018,LUX,0,0,0,0
2018,MAD,0,0,0,0
2018,MAR,0,0,0,0
2018,MAS,0,0,0,0
2018,MDA,0,0,0,0
2018,MEX,0,0,0,0
2018,MGL,0,0,0,0
2018,MKD,0,0,0,0
2018,MLT,0,0,0,0
2018,MNE,0,0,0,0
2018,MON,0,0,0,0
2018,NED,8,6,6,20
2018,NGR,0,0,0,0
2018,NOR,14,14,11,39
2018,NZL,0,0,2,2
2018,OAR,2,6,9,17
2018,PAK,0,0,0,0
2018,PHI,0,0,0,0
2018,POL,1,0,1,2
2018,POR,0,0,0,0
2018,PRK,0,0,0,0
2018,PUR,0,0,0,0
2018,ROC,2,6,9,17
2018,ROU,0,0,0,0
2018,RSA,0,0,0,0
2018,SGP,0,0,0,0
2018,SLO,0,1,1,2
2018,SMR,0,0,0,0
2018,SRB,0,0,0,0
2018,SUI,5,6,4,15
2018,SVK,1,2,0,3
2018,SWE,7,6,1,14
2018,TGA,0,0,0,0
2018,THA,0,0,0,0
2018,TLS,0,0,0,0
2018,TOG,0,0,0,0
2018,TPE,0,0,0,0
2018,TUR,0,0,0,0
2018,UKR,1,0,0,1
2018,USA,9,8,6,23
2018,UZB,0,0,0,0
2022,ALB,0,0,0,0
2022,AND,0,0,0,0
2022,ARG,0,0,0,0
2022,ARM,0,0,0,0
2022,ASA,0,0,0,0
2022,AUS,1,2,1,4
2022,AUT,7,7,4,18
2022,AZE,0,0,0,0
2022,BEL,1,0,1,2
2022,BIH,0,0,0,0
2022,BLR,0,2,0,2
2022,BOL,0,0,0,0
2022,BRA,0,0,0,0
2022,BUL,0,0,0,0
2022,CAN,4,8,14,26
2022,CHI,0,0,0,0
2022,CHN,9,4,2,15
2022,COL,0,0,0,0
2022,CRO,0,0,0,0
2022,CYP,0,0,0,0
2022,CZE,1,0,1,2
2022,DEN,0,0,0,0
2022,ECU,0,0,0,0
2022,ERI,0,0,0,0
2022,ESP,0,1,0,1
2022,EST,0,0,1,1
2022,FIN,2,2,4,8
2022,FRA,5,7,2,14
2022,GBR,1,1,0,2
2022,GEO,0,0,0,0
2022,GER,12,10,5,27
2022,GHA,0,0,0,0
2022,GRE,0,0,0,0
2022,HAI,0,0,0,0
2022,HKG,0,0,0,0
2022,HUN,1,0,2,3
2022,IND,0,0,0,0
2022,IRI,0,0,0,0
2022,IRL,0,0,0,0
2022,ISL,0,0,0,0
2022,ISR,0,0,0,0
2022,ISV,0,0,0,0
2022,ITA,2,7,8,17
2022,JAM,0,0,0,0
2022,JPN,3,7,8,18
2022,KAZ,0,0,0,0
2022,KGZ,0,0,0,0
2022,KOR,2,5,2,9
2022,KOS,0,0,0,0
2022,KSA,0,0,0,0
2022,LAT,0,0,1,1
2022,LBN,0,0,0,0
2022,LIE,0,0,0,0
2022,LTU,0,0,0,0
2022,LUX,0,0,0,0
2022,MAD,0,0,0,0
2022,MAR,0,0,0,0
2022,MAS,0,0,0,0
2022,MDA,0,0,0,0
2022,MEX,0,0,0,0
2022,MGL,0,0,0,0
2022,MKD,0,0,0,0
2022,MLT,0,0,0,0
2022,MNE,0,0,0,0
2022,MON,0,0,0,0
2022,NED,8,5,4,17
2022,NGR,0,0,0,0
2022,NOR,16,8,13,37
2022,NZL,2,1,0,3
2022,PAK,0,0,0,0
2022,PER,0,0,0,0
2022,PHI,0,0,0,0
2022,POL,0,0,1,1
2022,POR,0,0,0,0
2022,PUR,0,0,0,0
2022,ROC,5,12,15,32
2022,ROU,0,0,0,0
2022,SLO,2,3,2,7
2022,SMR,0,0,0,0
2022,SRB,0,0,0,0
2022,SUI,7,2,6,15
2022,SVK,1,0,1,2
2022,SWE,8,5,5,18
2022,THA,0,0,0,0
2022,TLS,0,0,0,0
2022,TPE,0,0,0,0
2022,TTO,0,0,0,0
2022,TUR,0,0,0,0
2022,UKR,0,1,0,1
2022,USA,9,9,7,25
2022,UZB,0,0,0,0
2026,AIN,0,1,0,1
2026,ALB,0,0,0,0
2026,AND,0,0,0,0
2026,ARG,0,0,0,0
2026,ARM,0,0,0,0
2026,AUS,3,2,1,6
2026,AUT,5,8,5,18
2026,AZE,0,0,0,0
2026,BEL,0,0,1,1
2026,BEN,0,0,0,0
2026,BIH,0,0,0,0
2026,BOL,0,0,0,0
2026,BRA,1,0,0,1
2026,BUL,0,0,2,2
2026,CAN,3,6,7,16
2026,CHI,0,0,0,0
2026,CHN,4,3,6,13
2026,COL,0,0,0,0
2026,CRO,0,0,0,0
2026,CYP,0,0,0,0
2026,CZE,2,2,1,5
2026,DEN,0,1,0,1
2026,ECU,0,0,0,0
2026,ERI,0,0,0,0
2026,ESP,1,0,2,3
2026,EST,0,0,0,0
2026,FIN,0,1,4,5
2026,FRA,8,9,6,23
2026,GBR,3,0,0,3
2026,GBS,0,0,0,0
2026,GEO,0,1,0,1
2026,GER,7,9,8,24
2026,GHA,0,0,0,0
2026,GRE,0,0,0,0
2026,HAI,0,0,0,0
2026,HKG,0,0,0,0
2026,HUN,0,0,0,0
2026,IND,0,0,0,0
2026,IRI,0,0,0,0
2026,IRL,0,0,0,0
2026,ISL,0,0,0,0
2026,ISR,0,0,0,0
2026,ITA,10,6,14,30
2026,JAM,0,0,0,0
2026,JPN,4,7,11,22
2026,KAZ,1,0,0,1
2026,KEN,0,0,0,0
2026,KGZ,0,0,0,0
2026,KOR,3,4,3,10
2026,KOS,0,0,0,0
2026,KSA,0,0,0,0
2026,LAT,0,1,1,2
2026,LBN,0,0,0,0
2026,LIE,0,0,0,0
2026,LTU,0,0,0,0
2026,LUX,0,0,0,0
2026,MAD,0,0,0,0
2026,MAR,0,0,0,0
2026,MAS,0,0,0,0
2026,MDA,0,0,0,0
2026,MEX,0,0,0,0
2026,MGL,0,0,0,0
2026,MKD,0,0,0,0
2026,MLT,0,0,0,0
2026,MNE,0,0,0,0
2026,MON,0,0,0,0
2026,NED,10,7,3,20
2026,NGR,0,0,0,0
2026,NOR,18,11,11,40
2026,NZL,0,1,1,2
2026,PAK,0,0,0,0
2026,PHI,0,0,0,0
2026,POL,0,3,1,4
2026,POR,0,0,0,0
2026,PUR,0,0,0,0
2026,ROU,0,0,0,0
2026,RSA,0,0,0,0
2026,SGP,0,0,0,0
2026,SLO,2,1,1,4
2026,SMR,0,0,0,0
2026,SRB,0,0,0,0
2026,SUI,6,7,6,19
2026,SVK,0,0,0,0
2026,SWE,6,7,3,16
2026,THA,0,0,0,0
2026,TPE,0,0,0,0
2026,TTO,0,0,0,0
2026,TUR,0,0,0,0
2026,UAE,0,0,0,0
2026,UKR,0,0,0,0
2026,URU,0,0,0,0
2026,USA,10,12,9,31
2026,UZB,0,0,0,0
2026,VEN,0,0,0,0
