Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI,Land_Area_SqKm,Surface_Area_SqKm,Internet_Users_Pct,Vehicles_Per_1000,Healthcare_Spending_Pct_GDP,Healthcare_Spending_Per_Capita_USD,Life_Expectancy_Years,Labor_Force_Total,Coastline_Length_Km,Average_Elevation_Meters,Avg_Temperature_C,Avg_Snowfall_Cm_Per_Year,Sunshine_Days_Per_Year,Number_of_Universities,Number_of_Ski_Resorts,Professional_Sports_Stadiums,Avg_Work_Hours_Per_Year,Global_Peace_Index_Score,Military_Expenditure_Pct_GDP,Active_Military_Personnel_Thousands,Healthcare_Spending_USD,Military_Expenditure_USD,Education_Spending_USD,Medals_Per_Million,Medals_Per_Billion_GDP,Medals_Per_GDP_Per_Capita,Medals_Per_HDI,Medals_Per_1000_SqKm,Medals_Per_1000_Km_Coastline,Medals_Per_100m_Elevation,Medals_Per_Degree_Temp,Medals_Per_100_Sunshine_Days,Medals_Per_100_Cm_Snowfall,Medals_Per_Million_Internet_Users,Medals_Per_1000_Vehicles,Medals_Per_University,Medals_Per_Stadium,Medals_Per_Ski_Resort,Medals_Per_Pct_Healthcare_Spending,Medals_Per_Year_Life_Expectancy,Medals_Per_100_Work_Hours,Medals_Per_Peace_Index_Point,Medals_Per_Pct_Military_Spending,Medals_Per_1000_Military_Personnel,Medals_Per_Pct_Education_Spending,Total_Athletes,Individual_Medalists,Gold_Medalists,Silver_Medalists,Bronze_Medalists,Total_Medals_Awarded,Gold_Awarded,Silver_Awarded,Bronze_Awarded
1980,MGL,0,0,0,0,0,0,0,0,0.0,MNG,1701335.0,2101394100.0,1235.14422497627,,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547438.742,1564120.0,,,,,55.1848780487805,,0.0,,,60.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,NED,1,2,1,4,9,13,9,31,8.0,NLD,14149800.0,195439301706.939,13812.1600098191,,3.0,Temperate,12.0,4.0,5.88414001464844,0.2826895079789113,0.0204667125039056,2.8959988858776544,0.0,0.0706723769947278,0.0051166781259764,0.7239997214694136,0.0,33760.0,41530.0,,,,,75.7431707317073,,451.0,30.0,10.1,,160.0,13.0,,8.0,,1.49,,,,,11499922156.08749,0.2826895079789113,0.0204667125039056,2.8959988858776544,0.0,0.1184834123222748,8.869179600886918,13.333333333333334,0.396039603960396,2.5,0.0,0.0,0.0,0.3076923076923077,0.5,0.0,0.0,0.0528100416362096,0.0,2.684563758389262,0.0,0.0,0.6797934770488272,29.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0
1980,NOR,1,3,6,10,50,50,41,141,11.0,NOR,4085620.0,64439382896.0156,15772.2409073814,,1.0,Arctic/Subarctic,-5.0,10.0,5.78014993667603,2.447608930835467,0.1551846021886457,6.340253143939746,0.0,0.2447608930835467,0.0155184602188645,0.6340253143939746,0.0,365244.0,385178.0,,,,,75.6717073170732,,25148.0,460.0,1.5,200.0,180.0,8.0,220.0,4.0,,1.465,,,,,3724692949.65847,2.447608930835467,0.1551846021886457,6.340253143939746,0.0,0.0273789576283251,0.3976459360585335,2.173913043478261,6.666666666666667,5.555555555555555,5.0,0.0,0.0,1.25,2.5,0.0454545454545454,0.0,0.132149786948758,0.0,6.8259385665529,0.0,0.0,1.7300589274593563,63.0,12.0,1.0,4.0,7.0,15.0,1.0,5.0,9.0
1980,NZL,0,0,0,0,0,0,0,0,0.0,NZL,3112900.0,23244547384.6748,7467.16803773805,,3.0,Temperate,12.0,4.0,4.23264980316162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263310.0,267710.0,,,,,72.8292682926829,,15134.0,388.0,10.9,200.0,230.0,8.0,27.0,,,1.313,,,,,983860289.1232476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,POL,0,0,0,0,1,1,2,4,0.3333333333333333,POL,35574150.0,,,,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306290.0,312690.0,,,,,70.0975609756098,,440.0,173.0,8.5,60.0,190.0,400.0,100.0,15.0,,1.654,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,ROU,0,0,0,0,0,0,1,1,0.3333333333333333,ROU,,,,,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,225.0,414.0,9.7,60.0,,,30.0,,,1.607,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,SUI,1,1,3,5,16,17,15,48,7.0,CHE,6319408.0,122557843886.137,19393.8805480097,,2.0,Continental,5.0,7.0,4.23401021957397,0.7912133541622886,0.040797062362204,2.578132822682114,0.0,0.1582426708324577,0.0081594124724408,0.5156265645364229,0.0,39528.71,41290.7,,,,,75.4592682926829,,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,,1.35,,,,,5189111635.028552,0.7912133541622886,0.040797062362204,2.578132822682114,0.0,0.1264903408181041,0.0,0.3703703703703703,0.8333333333333334,2.631578947368421,3.571428571428572,0.0,0.0,0.4166666666666667,0.8333333333333334,0.025,0.0,0.0662609128491223,0.0,3.7037037037037033,0.0,0.0,1.1809135407573732,44.0,7.0,2.0,2.0,3.0,9.0,2.0,4.0,3.0
1980,SWE,3,0,1,4,22,22,25,69,4.666666666666667,SWE,8310531.0,141886067003.972,17073.0446711494,,1.0,Arctic/Subarctic,-5.0,10.0,6.54646015167236,0.4813170181303698,0.0281916335018858,2.342874441580612,0.0,0.3609877635977773,0.0211437251264144,1.7571558311854594,0.0,407339.7,447420.11,,,,,75.7409756097561,,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,,1.339,,,,,9288514837.19017,0.4813170181303698,0.0281916335018858,2.342874441580612,0.0,0.0098198137819613,1.2430080795525171,1.25,1.9047619047619049,2.0,2.2222222222222223,0.0,0.0,0.0833333333333333,0.5,0.02,0.0,0.0528115721747418,0.0,2.9873039581777445,0.0,0.0,0.611017237915694,61.0,22.0,2.0,0.0,20.0,23.0,3.0,0.0,20.0
1980,USA,6,4,2,12,30,34,28,92,7.666666666666667,USA,227225000.0,2857307000000.0,12574.7915062163,,2.0,Continental,5.0,7.0,,0.052811090328969,0.0041997587238613,9.542901760293876,0.0,0.0264055451644845,0.0020998793619306,4.771450880146938,0.0,9158960.0,9629090.0,,,,,73.609756097561,,19924.0,760.0,8.5,70.0,260.0,4000.0,470.0,120.0,,1.953,,,,,,0.052811090328969,0.0041997587238613,9.542901760293876,0.0,0.0013101924235939,0.6022886970487854,1.5789473684210529,1.411764705882353,4.615384615384615,17.142857142857142,0.0,0.0,0.003,0.1,0.025531914893617,0.0,0.1630218687872763,0.0,6.1443932411674345,0.0,0.0,0.0,101.0,25.0,20.0,3.0,2.0,30.0,24.0,4.0,2.0
1984,AND,0,0,0,0,0,0,0,0,0.0,AND,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1996.0,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,ARG,0,0,0,0,0,0,0,0,0.0,ARG,29863093.0,116915052107.031,3915.03492645691,,3.0,Temperate,12.0,4.0,2.56972002983093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2736690.0,2780400.0,,,,,69.353,,4989.0,595.0,14.9,50.0,260.0,130.0,20.0,25.0,,,,,,,3004389511.8816447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,AUS,0,0,0,0,1,0,0,1,0.0,AUS,15579391.0,193749932078.26,12436.2969052038,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7682300.0,7741220.0,,,,,75.3878048780488,,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,,1.525,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,AUT,0,0,1,1,25,33,29,87,6.0,AUT,7561434.0,67719055773.3306,8955.84829191534,,2.0,Continental,5.0,7.0,5.31528997421265,0.1322500467503915,0.0147668922518235,1.1165888114727491,0.0,0.0,0.0,0.0,0.0,82520.0,83879.0,,,,,73.6121951219512,,0.0,910.0,6.5,130.0,200.0,22.0,400.0,5.0,,1.313,,,,,3599464182.1513143,0.1322500467503915,0.0147668922518235,1.1165888114727491,0.0,0.0121182743577314,0.0,0.1098901098901098,0.1538461538461538,0.5,0.7692307692307692,0.0,0.0,0.0454545454545454,0.2,0.0025,0.0,0.0135847056094894,0.0,0.7616146230007617,0.0,0.0,0.1881364901729805,65.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1984,BEL,0,0,0,0,1,1,2,4,0.0,BEL,9855372.0,83349530159.1734,8457.26880316374,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33120.0,,,,,74.4048780487805,,66.0,181.0,10.5,,170.0,11.0,,6.0,,1.495,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,BUL,0,0,0,0,0,0,1,1,0.3333333333333333,BGR,8960679.0,17594944444.4444,1963.57267618274,,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110630.0,110990.0,,,,,71.499756097561,,354.0,472.0,10.9,70.0,,,35.0,,,1.683,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,CAN,2,1,1,4,11,9,14,34,2.0,CAN,25607053.0,356718400123.543,13930.4745502555,,1.0,Arctic/Subarctic,-5.0,10.0,6.61841011047363,0.1562069637611169,0.0112133268107691,2.8714025394968585,0.0,0.0781034818805584,0.0056066634053845,1.4357012697484293,0.0,8965590.0,15640500.0,,,,,76.3319512195122,,202080.0,487.0,-5.4,230.0,220.0,100.0,280.0,15.0,,1.35,,,,,23609086659.69635,0.1562069637611169,0.0112133268107691,2.8714025394968585,0.0,0.0004461502254731,0.0197941409342834,0.8213552361396304,-0.7407407407407407,1.818181818181818,1.7391304347826089,0.0,0.0,0.04,0.2666666666666666,0.0142857142857142,0.0,0.0524026955435341,0.0,2.962962962962963,0.0,0.0,0.6043747566609694,67.0,2.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0
1984,CHI,0,0,0,0,0,0,0,0,0.0,CHL,,19974595028.1582,1636.22476246476,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743532.0,756096.0,,,,,71.215,,6435.0,1871.0,8.9,150.0,280.0,60.0,18.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,CHN,0,0,0,0,0,0,0,0,0.0,CHN,1036825000.0,260442857142.857,251.192686463827,,2.0,Continental,5.0,7.0,1.99863004684448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9388250.0,9562950.0,,,,,66.148,,14500.0,1840.0,6.0,30.0,220.0,2956.0,700.0,80.0,,1.888,,,,,5205289197.717384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,CRC,0,0,0,0,0,0,0,0,0.0,CRI,2667595.0,3660477856.22977,1372.20149843952,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51060.0,51100.0,,,,,74.581,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,CYP,0,0,0,0,0,0,0,0,0.0,CYP,719334.0,2278248953.14058,4258.74365234375,,3.0,Temperate,12.0,4.0,3.60191011428833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9240.0,9250.0,,,,,74.0,,,,,,,,,,,,,,,,82060479.47183855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,EGY,0,0,0,0,0,0,0,0,0.0,EGY,49247334.0,33971188991.6147,689.807675510205,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995450.0,1001450.0,,,,,58.697,,2450.0,321.0,22.1,,350.0,50.0,,8.0,,2.85,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,ESP,0,0,0,0,1,0,0,1,0.3333333333333333,ESP,38330364.0,171979977230.387,4486.78173863382,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499440.0,505990.0,,,,,76.2953658536586,,4964.0,660.0,14.1,,300.0,83.0,35.0,25.0,,1.471,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,FIN,4,3,6,13,24,40,26,90,7.0,FIN,4881803.0,52870993272.6553,10830.2185222663,,1.0,Arctic/Subarctic,-5.0,10.0,4.70050001144409,2.6629505533099147,0.2458815164103141,12.00345124456423,0.0,0.8193694010184353,0.0756558512031735,3.693369613712071,0.0,304590.0,338150.0,,,,,74.5190243902439,,1250.0,164.0,1.7,120.0,180.0,13.0,75.0,4.0,,1.439,,,,,2485201044.831766,2.6629505533099147,0.2458815164103141,12.00345124456423,0.0,0.0426803243704652,10.4,7.926829268292684,7.647058823529412,7.222222222222222,10.833333333333334,0.0,0.0,1.0,3.25,0.1733333333333333,0.0,0.1744520960435704,0.0,9.034051424600417,0.0,0.0,2.7656632205828107,45.0,12.0,2.0,2.0,8.0,19.0,4.0,3.0,12.0
1984,FRA,0,1,2,3,12,9,15,36,1.6666666666666667,FRA,56383085.0,525033325827.516,9311.89426452129,,2.0,Continental,5.0,7.0,4.91992998123169,0.0532074468787935,0.0057139230072141,3.2216860659921007,0.0,0.0,0.0,0.0,0.0,538950.0,549086.0,,,,,75.0,,3427.0,375.0,12.4,40.0,230.0,83.0,350.0,20.0,,1.653,,,,,25831272008.845825,0.0532074468787935,0.0057139230072141,3.2216860659921007,0.0,0.0055663790704146,0.8754012255617157,0.8,0.2419354838709677,1.3043478260869563,7.5,0.0,0.0,0.036144578313253,0.15,0.0085714285714285,0.0,0.04,0.0,1.8148820326678765,0.0,0.0,0.6097647754021407,32.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0
1984,FRG,2,1,1,4,7,10,10,27,6.666666666666667,DEU,77858685.0,727767760978.627,9347.29068412377,,2.0,Continental,5.0,7.0,,0.0513751291843678,0.0054962588540899,4.279314867990506,0.0,0.0256875645921839,0.0027481294270449,2.139657433995253,0.0,349130.0,356970.0,,,,,74.0722926829268,,2389.0,263.0,9.3,30.0,180.0,400.0,500.0,35.0,,1.458,,,,,,0.0513751291843678,0.0054962588540899,4.279314867990506,0.0,0.011457050382379,1.674340728338217,1.5209125475285172,0.4301075268817204,2.2222222222222223,13.333333333333334,0.0,0.0,0.01,0.1142857142857142,0.008,0.0,0.0540012986653776,0.0,2.7434842249657065,0.0,0.0,0.0,84.0,6.0,3.0,0.0,3.0,8.0,3.0,1.0,4.0
1984,GBR,1,0,0,1,7,2,6,15,0.6666666666666666,GBR,56422072.0,461487097632.349,8179.19444064991,,3.0,Temperate,12.0,4.0,4.89905977249146,0.0177235603825396,0.0021669078185077,1.2226142895320888,0.0,0.0177235603825396,0.0021669078185077,1.2226142895320888,0.0,241930.0,243610.0,,,,,74.7780487804878,,12429.0,162.0,9.7,20.0,160.0,160.0,,30.0,,1.693,,,,,22608528755.3448,0.0177235603825396,0.0021669078185077,1.2226142895320888,0.0,0.0041334270243458,0.0804569957357792,0.6172839506172839,0.1030927835051546,0.625,5.0,0.0,0.0,0.00625,0.0333333333333333,0.0,0.0,0.0133729084445024,0.0,0.5906674542232723,0.0,0.0,0.2041207999982088,50.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
1984,GDR,9,9,6,24,21,17,23,61,18.666666666666668,DEU,77858685.0,727767760978.627,9347.29068412377,,2.0,Continental,5.0,7.0,,0.3082507751062068,0.0329775531245397,25.67588920794304,0.0,0.1155940406648275,0.0123665824217023,9.62845845297864,0.0,349130.0,356970.0,,,,,74.0722926829268,,2389.0,263.0,9.3,30.0,180.0,400.0,500.0,35.0,,1.458,,,,,,0.3082507751062068,0.0329775531245397,25.67588920794304,0.0,0.0687423022942743,10.046044370029302,9.125475285171104,2.5806451612903225,13.333333333333332,80.0,0.0,0.0,0.06,0.6857142857142857,0.048,0.0,0.3240077919922661,0.0,16.46090534979424,0.0,0.0,0.0,56.0,22.0,10.0,6.0,6.0,33.0,13.0,13.0,7.0
1984,GRE,0,0,0,0,0,0,0,0,0.0,GRC,9895801.0,47352146311.971,4785.07463033775,,3.0,Temperate,12.0,4.0,1.83555996417999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128900.0,131960.0,,,,,75.7576097560976,,13676.0,498.0,16.4,,300.0,24.0,20.0,10.0,,1.802,,,,,869177039.8824714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,HUN,0,0,0,0,0,2,4,6,0.3333333333333333,HUN,10668095.0,21242726264.4854,1991.23894795513,,,,,,4.77393007278442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89880.0,93030.0,,,,,69.0258536585366,,0.0,143.0,10.7,,,28.0,,,,1.411,,,,,1014112897.419543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,ISL,0,0,0,0,0,0,0,0,0.0,ISL,239511.0,2964568005.62888,12377.5860216394,,1.0,Arctic/Subarctic,-5.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100250.0,103000.0,,,,,77.5765853658537,,4970.0,500.0,1.9,150.0,,,,,,1.112,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,ITA,2,0,0,2,10,9,7,26,3.6666666666666665,ITA,56576718.0,438896930791.272,7757.55374836822,,2.0,Continental,5.0,7.0,4.76358985900879,0.0353502301070203,0.0045568785281643,2.5781323144821195,0.0,0.0353502301070203,0.0045568785281643,2.5781323144821195,0.0,294110.0,301340.0,,,,,75.389512195122,,7600.0,538.0,13.5,60.0,270.0,97.0,350.0,30.0,,1.537,,,,,20907249686.67386,0.0353502301070203,0.0045568785281643,2.5781323144821195,0.0,0.0068001768045969,0.2631578947368421,0.3717472118959108,0.1481481481481481,0.7407407407407407,3.333333333333333,0.0,0.0,0.0206185567010309,0.0666666666666666,0.0057142857142857,0.0,0.0265288889895404,0.0,1.3012361743656475,0.0,0.0,0.4198514270110066,74.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
1984,IVB,0,0,0,0,0,0,0,0,0.0,VGB,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,JPN,0,1,0,1,1,3,1,5,1.3333333333333333,JPN,120083000.0,1345824500836.76,11207.4523524293,,2.0,Continental,5.0,7.0,,0.0083275734283787,0.0007430389321774,0.892263440926646,0.0,0.0,0.0,0.0,0.0,364700.0,377800.0,,,,,77.2912195121951,,29751.0,438.0,11.1,380.0,200.0,780.0,500.0,40.0,,1.336,,,,,,0.0083275734283787,0.0007430389321774,0.892263440926646,0.0,0.0027419797093501,0.0336123155524184,0.228310502283105,0.0900900900900901,0.5,0.2631578947368421,0.0,0.0,0.0012820512820512,0.025,0.002,0.0,0.0129380802413425,0.0,0.748502994011976,0.0,0.0,0.0,39.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1984,KOR,0,0,0,0,0,0,0,0,0.0,KOR,40405956.0,99749645088.5994,2468.68667303898,,2.0,Continental,5.0,7.0,4.00532007217407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96460.0,99260.0,,,,,68.1951219512195,,2413.0,282.0,11.5,40.0,220.0,400.0,18.0,20.0,,1.769,,,,,3995292556.656068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,LIB,0,0,0,0,0,0,0,0,0.0,LBN,,,,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,LIE,0,0,2,2,2,2,2,6,2.0,LIE,26596.0,502620991.852944,18898.3678693391,,,,,,,75.19927808693036,3.97914140558848,1.058292448230315,0.0,0.0,0.0,0.0,0.0,160.0,160.0,,,,,76.0926341463415,,,1600.0,,,,,9.0,,,,,,,,,75.19927808693036,3.97914140558848,1.058292448230315,0.0,12.5,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0262837529865715,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
1984,MAR,0,0,0,0,0,0,0,0,0.0,MAR,21593778.0,14824667954.3674,681.909729003906,,4.0,Mediterranean/Subtropical,18.0,2.0,5.19013023376465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446300.0,446550.0,,,,,58.438,,1835.0,,,,,,,,,,,,,,769419573.5548419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,MEX,0,0,0,0,0,0,0,0,0.0,MEX,73506846.0,184230754105.394,2506.30742754755,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943950.0,1964380.0,,,,,66.215,,9330.0,1111.0,19.4,,280.0,3000.0,,30.0,,2.557,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,MGL,0,0,0,0,0,0,0,0,0.0,MNG,1874349.0,2098734600.0,1119.71388466075,,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547438.742,1564120.0,,,,,56.1206097560976,,0.0,,,60.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,MON,0,0,0,0,0,0,0,0,0.0,MCO,28356.0,1037329604.35108,36582.3672009832,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,2.027,,,,,76.394,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
