Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI,Land_Area_SqKm,Surface_Area_SqKm,Internet_Users_Pct,Vehicles_Per_1000,Healthcare_Spending_Pct_GDP,Healthcare_Spending_Per_Capita_USD,Life_Expectancy_Years,Labor_Force_Total,Coastline_Length_Km,Average_Elevation_Meters,Avg_Temperature_C,Avg_Snowfall_Cm_Per_Year,Sunshine_Days_Per_Year,Number_of_Universities,Number_of_Ski_Resorts,Professional_Sports_Stadiums,Avg_Work_Hours_Per_Year,Global_Peace_Index_Score,Military_Expenditure_Pct_GDP,Active_Military_Personnel_Thousands,Healthcare_Spending_USD,Military_Expenditure_USD,Education_Spending_USD,Medals_Per_Million,Medals_Per_Billion_GDP,Medals_Per_GDP_Per_Capita,Medals_Per_HDI,Medals_Per_1000_SqKm,Medals_Per_1000_Km_Coastline,Medals_Per_100m_Elevation,Medals_Per_Degree_Temp,Medals_Per_100_Sunshine_Days,Medals_Per_100_Cm_Snowfall,Medals_Per_Million_Internet_Users,Medals_Per_1000_Vehicles,Medals_Per_University,Medals_Per_Stadium,Medals_Per_Ski_Resort,Medals_Per_Pct_Healthcare_Spending,Medals_Per_Year_Life_Expectancy,Medals_Per_100_Work_Hours,Medals_Per_Peace_Index_Point,Medals_Per_Pct_Military_Spending,Medals_Per_1000_Military_Personnel,Medals_Per_Pct_Education_Spending,Total_Athletes,Individual_Medalists,Gold_Medalists,Silver_Medalists,Bronze_Medalists,Total_Medals_Awarded,Gold_Awarded,Silver_Awarded,Bronze_Awarded
2006,GBR,0,1,0,1,9,2,10,21,1.6666666666666667,GBR,60846820.0,2719558417663.29,44695.161023424,0.894,3.0,Temperate,12.0,4.0,4.97649002075195,0.0164347126111109,0.0003677067547088,0.2237378671655118,1.1185682326621924,0.0,0.0,0.0,0.0,241930.0,243610.0,68.82,,8.53970814,3802.56347656,79.2487804878049,30976247.0,12429.0,162.0,9.7,20.0,160.0,160.0,,30.0,1504.5,1.693,2.37,181.0,231373895396.82053,64453534498.61998,135338553263.53323,0.0164347126111109,0.0003677067547088,0.2237378671655118,1.1185682326621924,0.0041334270243458,0.0804569957357792,0.6172839506172839,0.1030927835051546,0.625,5.0,14530.659691950015,0.0,0.00625,0.0333333333333333,0.0,0.1171000207039862,0.0126184907054044,0.0664672648720505,0.5906674542232723,0.4219409282700421,5.524861878453039,0.2009448418122015,39.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2006,GEO,0,0,0,0,0,0,0,0,0.0,GEO,3880347.0,7745250733.95067,1996.02013272284,0.742,2.0,Continental,5.0,7.0,3.00364995002747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69490.0,69700.0,7.52688,,7.63208008,152.0617218,70.983,2177951.0,310.0,1432.0,,100.0,,,8.0,,,,5.218,33.0,590052246.0014646,404147183.297546,232640219.7998116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,GER,11,12,6,29,57,53,40,150,29.666666666666668,DEU,82376451.0,3046308753670.58,36980.3349948954,0.917,2.0,Continental,5.0,7.0,,0.3520423573479755,0.0095197179094394,7.8420057590076,31.624863685932382,0.1335333079595769,0.0036109274828908,2.97455390858909,11.995637949836423,348720.0,357100.0,72.16,,9.96236897,3681.3659668,79.1317073170732,41693194.0,2389.0,263.0,9.3,30.0,180.0,400.0,500.0,35.0,1452.4,1.458,1.179,246.0,303257863177.16785,35915980205.77614,,0.3520423573479755,0.0095197179094394,7.8420057590076,31.624863685932382,0.0831612755219086,12.138970280452073,11.02661596958175,3.118279569892473,16.11111111111111,96.66666666666669,401884.7006651885,0.0,0.0725,0.8285714285714286,0.058,2.910954220560253,0.3664776229811366,1.996695125309832,19.89026063100137,24.59711620016964,117.88617886178862,0.0,155.0,38.0,18.0,18.0,2.0,54.0,23.0,25.0,6.0
2006,GRE,0,0,0,0,0,0,0,0,0.0,GRC,11020362.0,269073415333.676,24416.0232970275,0.863,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128900.0,131960.0,32.25,,,2052.87548828,79.4390243902439,4920904.0,13676.0,498.0,16.4,,300.0,24.0,20.0,10.0,2014.7,1.802,2.83,161.0,22623431021.77236,7614777653.943031,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,HKG,0,0,0,0,0,0,0,0,0.0,HKG,,,,0.887,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,HUN,0,0,0,0,0,2,4,6,0.0,HUN,10071370.0,115604111412.139,11478.4891640501,0.814,,,,,5.28974008560181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89610.0,93030.0,47.06,,7.78556442,893.20300293,73.0975609756098,4468587.0,0.0,143.0,10.7,,,28.0,,,1817.9,1.411,1.22,44.0,8995777927.619114,1410370159.2280958,6115157021.971694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,IND,0,0,0,0,1,0,0,1,0.0,IND,1172878890.0,940259888787.721,801.668353659022,0.543,4.0,Mediterranean/Subtropical,18.0,2.0,3.14284992218018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973190.0,3287260.0,2.8055,,3.66901541,29.37600899,65.373,457611460.0,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,2.68,2589.0,34454500816.82122,25198965019.51092,29550957183.05633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,IRI,0,0,0,0,0,0,0,0,0.0,IRN,73392747.0,265602187403.643,3618.91601364428,0.727,3.0,Temperate,12.0,4.0,4.28998994827271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628760.0,1745150.0,8.76,,5.15990877,192.07597351,72.895,24828699.0,2440.0,1305.0,,,,500.0,,,,2.571,3.315,585.0,14096983328.598131,8804712512.430765,11394307142.008732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,IRL,0,0,0,0,0,0,0,0,0.0,IRL,4273591.0,232180617162.279,54329.1618599624,0.891,3.0,Temperate,12.0,4.0,4.54742002487183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68890.0,70280.0,54.82,,7.51646996,4147.1328125,79.2414634146342,2248503.0,1448.0,118.0,9.8,,140.0,7.0,,,,1.303,0.513,10.0,17723149463.304688,1191086566.0424912,10558227878.708475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,ISL,0,0,0,0,0,0,0,0,0.0,ISL,303782.0,17671649843.2602,58172.1426656622,0.903,1.0,Arctic/Subarctic,-5.0,10.0,7.19521999359131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100250.0,103000.0,89.51,,8.55709076,4918.23339844,81.1585365853659,183267.0,4970.0,500.0,1.9,150.0,,,,,1588.3,1.112,,0.1,1494070778.2449002,,1271514082.719705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,ISR,0,0,0,0,0,0,0,0,0.0,ISR,7053700.0,158900547825.306,22527.2619795719,0.874,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21640.0,22070.0,27.8811,,6.70000744,1555.56396484,80.5536585365854,3167871.0,,,,,320.0,,,,1945.0,3.38,5.856,185.0,10972481538.791908,9305216080.64992,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,ITA,5,0,6,11,31,31,28,90,14.333333333333334,ITA,58399861.0,1958563654385.64,33537.1286994269,0.873,2.0,Continental,5.0,7.0,4.50463008880615,0.1883566126981021,0.0056163607321971,3.2799468608616973,12.600229095074456,0.0856166421355009,0.0025528912419077,1.490884936755317,5.72737686139748,295718.0,302069.0,37.99,,8.39791012,2821.77392578,81.2829268292683,24525284.0,7600.0,538.0,13.5,60.0,270.0,97.0,350.0,30.0,1781.1,1.537,1.514,440.0,164791205038.97632,29652653727.39859,88226047683.87682,0.1883566126981021,0.0056163607321971,3.2799468608616973,12.600229095074456,0.0371976004166131,1.4473684210526316,2.044609665427509,0.8148148148148148,4.0740740740740735,18.333333333333336,289549.8815477757,0.0,0.1134020618556701,0.3666666666666666,0.0314285714285714,1.3098496938902695,0.1353297725499609,0.6175958677221941,7.156798959011061,7.265521796565389,25.0,2.4419319196341163,179.0,21.0,9.0,0.0,12.0,25.0,11.0,0.0,14.0
2006,JPN,1,0,0,1,8,10,13,31,5.666666666666667,JPN,127854000.0,4601663122649.92,35991.546002862,0.892,2.0,Continental,5.0,7.0,,0.0078214213086802,0.0002173127352756,0.2778430245592899,1.1210762331838564,0.0078214213086802,0.0002173127352756,0.2778430245592899,1.1210762331838564,364500.0,377920.0,68.6853,,7.68688869,2763.53344727,82.3219512195122,66694003.0,29751.0,438.0,11.1,380.0,200.0,780.0,500.0,40.0,1786.0,1.336,0.903,252.0,353328805367.2586,41553017997.52878,,0.0078214213086802,0.0002173127352756,0.2778430245592899,1.1210762331838564,0.0027434842249657,0.0336123155524184,0.228310502283105,0.0900900900900901,0.5,0.2631578947368421,14559.156034842972,0.0,0.0012820512820512,0.025,0.002,0.1300916457006742,0.0121474283005451,0.0559910414333706,0.748502994011976,1.1074197120708749,3.968253968253968,0.0,110.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2006,KAZ,0,0,0,0,1,2,2,5,1.6666666666666667,KAZ,16103716.0,81003864630.018,5030.13494711519,0.752,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699700.0,2724902.0,3.26837,,3.39824843,170.9365387,65.722,8453665.0,0.0,,,80.0,,,,,,,0.979,81.0,2752713473.2478094,793027834.7278763,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,KEN,0,0,0,0,0,0,0,0,0.0,KEN,36904008.0,25825512284.2891,699.80237063381,0.525,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569140.0,580370.0,3.6,18.7,5.0134387,40.3040123,59.059,15091974.0,,,,,,,,,,,1.455,,1487379592.3512983,375761203.7364065,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,KGZ,0,0,0,0,0,0,0,0,0.0,KGZ,5218373.0,2834168889.42019,543.113512472219,0.65,2.0,Continental,5.0,7.0,5.54986000061035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191800.0,199950.0,12.3069,,8.3118391,44.5950737,67.6951219512195,2299928.0,0.0,2988.0,,150.0,,,,,,,3.169,21.0,232713728.5290901,89814812.10572582,157292405.5436737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,KOR,6,3,2,11,11,5,4,20,5.333333333333333,KOR,48438292.0,1095175538508.19,22609.7059431449,0.866,2.0,Continental,5.0,7.0,,0.2270930610022335,0.0100440519471278,4.865167210781492,12.702078521939956,0.1238689423648546,0.0054785737893424,2.6537275695171774,6.928406466512702,96880.0,99680.0,78.1,,4.95851803,1130.53796387,78.6682926829268,24205394.0,2413.0,282.0,11.5,40.0,220.0,400.0,18.0,20.0,,1.769,2.299,692.0,54761328011.02052,25178085630.303288,,0.2270930610022335,0.0100440519471278,4.865167210781492,12.702078521939956,0.1135425268373245,4.558640696228761,3.900709219858156,0.9565217391304348,5.0,27.5,140845.0704225352,0.0,0.0275,0.55,0.6111111111111112,2.218404759939937,0.1398276182799033,0.0,6.218202374222725,4.784688995215311,15.895953757225437,0.0,40.0,11.0,10.0,0.0,1.0,19.0,14.0,3.0,2.0
2006,LAT,0,0,1,1,0,0,0,0,0.0,LVA,2218357.0,20434922247.3037,9211.7374468148,0.815,1.0,Arctic/Subarctic,-5.0,10.0,,0.450784071274371,0.0489358358156682,1.0855715393253813,1.2269938650306749,0.0,0.0,0.0,0.0,62227.0,64594.0,53.63,,6.02127075,552.30163574,70.8658536585366,1119868.0,498.0,87.0,6.3,70.0,,,,,1829.0,,1.8,17.0,1225202199.7552793,367828600.4514666,,0.450784071274371,0.0489358358156682,1.0855715393253813,1.2269938650306749,0.0160701946100567,2.0080321285140563,1.1494252873563218,0.1587301587301587,0.0,1.4285714285714286,18646.28006712661,0.0,0.0,0.0,0.0,0.1660778997523072,0.0141111684735845,0.0546746856205576,0.0,0.5555555555555556,58.8235294117647,0.0,57.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2006,LIB,0,0,0,0,0,0,0,0,0.0,LBN,,,,0.734,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,LIE,0,0,0,0,2,2,5,9,0.0,LIE,35037.0,4000102086.14635,114167.939211301,0.905,,,,,2.05380988121033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,64.2142,,,,80.9487804878049,,,1600.0,,,,,9.0,,,,,,,,82154491.90377428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,LTU,0,0,0,0,0,0,0,0,0.0,LTU,3269909.0,30116192746.8942,9210.10118229413,0.823,1.0,Arctic/Subarctic,-5.0,10.0,4.83653020858765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62680.0,65300.0,43.9,,5.85725737,536.05737305,71.0560975609756,1509125.0,90.0,110.0,6.8,60.0,,,,,1681.0,,1.168,24.0,1752858828.6525526,351757131.28372425,1456578759.8800206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,LUX,0,0,0,0,0,2,0,2,0.6666666666666666,LUX,472637.0,42910146296.0646,90788.8004876145,0.885,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2574.46,2590.0,72.51,,6.6364212,6070.73583984,79.2878048780488,212749.0,,325.0,9.3,,,,,,1567.0,,0.521,1.5,2869254375.134458,223561862.20249656,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,MAD,0,0,0,0,0,0,0,0,0.0,MDG,,,,0.475,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,MDA,0,0,0,0,0,0,0,0,0.0,MDA,2880967.0,3408255450.5509,1183.02481442894,0.704,,,,,7.49899005889893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32890.0,33850.0,19.6206,,10.54445267,100.10816193,68.423,1358271.0,,,,,,,,,,,0.483,8.0,288408310.95098627,16461873.826160848,255584737.4186929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,MGL,0,0,0,0,0,0,0,0,0.0,MNG,2567168.0,3414055661.61598,1329.89179579053,0.669,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1557459.093,1564120.0,,,3.74971509,49.52784348,65.9021951219512,1077494.0,0.0,,,60.0,,,,,,,0.962,16.0,127146294.89086464,32843215.46474573,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,MKD,0,0,0,0,0,0,0,0,0.0,MKD,1994287.0,6861226971.55617,3440.4411057968,0.707,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25430.0,25710.0,28.62,,7.38314581,242.60142517,73.8951219512195,841182.0,,,,,,,,,,,1.837,19.0,483816868.3980038,126040739.46748686,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,MON,0,0,0,0,0,0,0,0,0.0,MCO,32057.0,4586826512.71356,143083.461107202,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,2.027,61.476,,4.29611254,6146.87744141,84.194,,,,,,,,,,,,,,197050450.1392804,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,NED,3,2,4,9,22,28,19,69,7.666666666666667,NLD,16346101.0,737593995289.411,45123.5432406426,0.906,3.0,Temperate,12.0,4.0,5.01913976669312,0.5505900153192494,0.0122018346915482,1.994524222533512,9.933774834437086,0.1835300051064165,0.004067278230516,0.6648414075111707,3.3112582781456954,33760.0,41540.0,83.7,,9.03575516,4080.21972656,79.6975609756098,8970173.0,451.0,30.0,10.1,,160.0,13.0,,8.0,1449.1,1.49,1.387,46.0,66695683752.54214,10230428714.664131,37020873534.3114,0.5505900153192494,0.0122018346915482,1.994524222533512,9.933774834437086,0.2665876777251185,19.955654101995563,30.0,0.8910891089108911,5.625,0.0,107526.8817204301,0.0,0.6923076923076923,1.125,0.0,0.9960429250940438,0.1129269188395151,0.6210751500931613,6.040268456375839,6.488824801730353,195.65217391304347,1.7931359592183036,33.0,9.0,3.0,2.0,4.0,13.0,3.0,2.0,8.0
2006,NEP,0,0,0,0,1,0,0,1,0.5,NPL,26565425.0,9043715355.8881,340.431796437968,0.505,3.0,Temperate,12.0,4.0,3.60536003112793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143350.0,147180.0,1.14139,,3.54402447,13.68047714,65.891,6709291.0,0.0,3265.0,,,,,,,,,1.53,131.0,363427689.4268845,138368844.94508794,326058498.77016854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,NOR,2,8,9,19,89,87,75,251,23.0,NOR,4660677.0,346915160681.708,74434.4996835671,0.937,1.0,Arctic/Subarctic,-5.0,10.0,6.35822010040283,4.076660965778148,0.0547684337653734,2.552579795762989,20.277481323372463,0.4291222069240156,0.0057650982910919,0.2686926100803146,2.134471718249733,365244.0,385178.0,82.55,,7.8822999,5892.98730469,80.3439024390244,2559325.0,25148.0,460.0,1.5,200.0,180.0,8.0,220.0,4.0,1426.0,1.465,1.445,16.0,27465310392.26068,5012924071.850681,22057629477.80913,4.076660965778148,0.0547684337653734,2.552579795762989,20.277481323372463,0.0520200194938178,0.7555272785112136,4.130434782608696,12.666666666666666,10.555555555555555,9.5,230163.53725015145,0.0,2.375,4.75,0.0863636363636363,2.4104639814580007,0.2364834097325521,1.3323983169705471,12.969283276450511,13.14878892733564,1187.5,2.9882576727402435,67.0,16.0,2.0,8.0,6.0,23.0,2.0,9.0,12.0
2006,NZL,0,0,0,0,0,1,0,1,0.0,NZL,4184600.0,111538810712.665,26654.5932018985,0.913,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263310.0,267710.0,69.0,,8.63846684,2304.06518555,80.0487804878049,2231752.0,15134.0,388.0,10.9,200.0,230.0,8.0,27.0,,,1.313,1.241,9.0,9641591175.45253,1384196640.9441726,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,POL,0,1,1,2,1,2,3,6,0.6666666666666666,POL,38141267.0,345897630736.173,9068.85528307627,0.82,2.0,Continental,5.0,7.0,5.18850994110107,0.0524366429673141,0.0057820575288226,2.205350000161845,2.4390243902439024,0.0,0.0,0.0,0.0,306320.0,312680.0,44.58,,5.78148365,524.09747314,75.1439024390244,17355521.0,440.0,173.0,8.5,60.0,190.0,400.0,100.0,15.0,1857.3,1.654,1.914,148.0,19989741657.05807,6620480652.290351,17946932956.779404,0.0524366429673141,0.0057820575288226,2.205350000161845,2.4390243902439024,0.0065291198746408,4.545454545454546,1.1560693641618498,0.2352941176470588,1.0526315789473684,3.333333333333333,44863.16733961418,0.0,0.005,0.1333333333333333,0.02,0.3459319650588305,0.0266155993378558,0.1076831960372583,1.2091898428053205,1.044932079414838,13.513513513513514,0.3854671230668537,45.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
2006,POR,0,0,0,0,0,0,0,0,0.0,PRT,10522288.0,208756449275.848,19839.4540499032,0.811,3.0,Temperate,12.0,4.0,4.90767002105713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91470.0,92090.0,38.01,,9.35422611,1857.64526367,78.419512195122,5497103.0,1793.0,,15.7,,290.0,31.0,,8.0,1748.3,1.372,1.512,91.0,19546678466.17168,3156397513.050822,10245077678.134125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,PRK,0,0,0,0,0,1,1,2,0.3333333333333333,PRK,24524507.0,,,,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120410.0,120540.0,0.0,,,,69.061,15411979.0,,,,,,,,,,,,1295.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,ROU,0,0,0,0,0,0,1,1,0.0,ROU,,,,0.77,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,225.0,414.0,9.7,60.0,,,30.0,,1836.1,1.607,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,RSA,0,0,0,0,0,0,0,0,0.0,ZAF,49998277.0,303858675363.643,6077.38293388876,0.637,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213090.0,1219090.0,7.60714,150.0,6.87650871,417.91174316,54.22,19425615.0,2798.0,1034.0,18.5,,300.0,26.0,,10.0,,2.407,1.154,103.0,20894867096.066536,3506529113.69644,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,RUS,8,6,8,22,25,18,11,54,18.0,RUS,143049637.0,989932071352.543,6920.19970703125,0.775,1.0,Arctic/Subarctic,-5.0,10.0,3.86626005172729,0.1537927705471912,0.0222237471000827,31.79099004562969,28.387096774193548,0.0559246438353422,0.0080813625818482,11.560360016592616,10.32258064516129,16377740.0,17098240.0,18.0233,,4.76654387,350.84014893,66.7275609756098,74495825.0,37653.0,600.0,-5.0,100.0,180.0,1200.0,300.0,30.0,,3.093,3.246,1446.0,50187555949.46244,32133195036.103542,38273348213.939865,0.1537927705471912,0.0222237471000827,31.79099004562969,28.387096774193548,0.0013432866805798,0.58428279287175,3.6666666666666665,-4.4,12.22222222222222,22.0,1220642.1687482316,0.0,0.0183333333333333,0.7333333333333333,0.0733333333333333,4.61550351785601,0.3296988482471496,0.0,7.112835434852894,6.777572396796057,15.21438450899032,5.690253553992386,174.0,35.0,15.0,10.0,10.0,41.0,16.0,12.0,13.0
