WB_Code,Year,Land_Area_SqKm,Surface_Area_SqKm,Internet_Users_Pct,Healthcare_Spending_Pct_GDP,Healthcare_Spending_Per_Capita_USD,Life_Expectancy_Years,Labor_Force_Total
BGR,1988,110630.0,110990.0,,,,71.6043902439024,
BGR,1989,110630.0,110990.0,,,,71.7224390243903,
BGR,1990,110630.0,110990.0,0.0,,,71.6414634146342,3491632.0
BGR,1991,110630.0,110990.0,,,,71.5609756097561,3470217.0
BGR,1992,110630.0,110990.0,,,,71.4943902439024,3450609.0
BGR,1993,110630.0,110990.0,0.00234,,,71.3468292682927,3433418.0
BGR,1994,110630.0,110990.0,0.0195,,,71.2087804878049,3432780.0
BGR,1995,110630.0,110990.0,0.12,,,71.0534146341463,3427355.0
BGR,1996,110630.0,110990.0,0.725,,,70.8973170731707,3413411.0
BGR,1997,110630.0,110990.0,1.22,,,70.3512195121951,3450756.0
BGR,1998,110630.0,110990.0,1.84,,,71.0609756097561,3432014.0
BGR,1999,110630.0,110990.0,2.91,,,71.4121951219512,3458070.0
BGR,2000,110630.0,110990.0,5.37092,5.82970953,94.51976013,71.6634146341463,3441466.0
BGR,2001,110630.0,110990.0,7.6123,6.85958815,119.82997894,71.7682926829268,3494894.0
BGR,2002,108800.0,110990.0,9.08,7.0809865,148.1479187,71.8658536585366,3404016.0
BGR,2003,108770.0,110990.0,12.04,7.19987392,195.74369812,72.0658536585366,3340007.0
BGR,2004,108760.0,111000.0,18.13,6.89090872,233.11332703,72.5634146341463,3379275.0
BGR,2005,108640.0,111000.0,19.97,6.89011478,267.74139404,72.5609756097561,3314525.0
BGR,2006,108630.0,111000.0,27.09,6.52544546,294.10891724,72.6121951219512,3421452.0
BGR,2007,108610.0,111000.0,33.64,6.15651751,361.23498535,72.6634146341463,3500732.0
BGR,2008,108610.0,111000.0,39.67,6.28281593,455.54058838,72.9634146341463,3562863.0
BGR,2009,108560.0,111000.0,45.0,6.59577608,459.30020142,73.4121951219512,3489069.0
BGR,2010,108560.0,111000.0,46.23,7.09477949,484.75228882,73.5121951219512,3424396.0
BGR,2011,108560.0,111000.0,47.98,7.10250568,555.86419678,74.1634146341463,3339707.0
BGR,2012,108560.0,111000.0,51.9,7.53903675,558.64794922,74.3146341463415,3358087.0
BGR,2013,108560.0,111000.0,53.0615,7.14167452,553.68725586,74.8609756097561,3333973.0
BGR,2014,108560.0,111000.0,55.4904,7.68306208,616.16296387,74.4658536585366,3290417.0
BGR,2015,108560.0,111000.0,56.6563,7.39363575,534.21466064,74.6146341463415,3259536.0
BGR,2016,108560.0,111000.0,59.8255,7.45975018,579.76715088,74.8121951219512,3159813.0
BGR,2017,108560.0,111000.0,63.4101,7.49624491,647.56402588,74.8146341463415,3235284.0
BGR,2018,108560.0,111000.0,64.782,7.34086275,719.78033447,74.9634146341464,3181267.0
BGR,2019,108560.0,111000.0,67.947,7.11813641,733.06878662,75.1121951219512,3209606.0
BGR,2020,108560.0,111000.0,70.1625,8.44060898,906.54833984,73.3560975609756,3132138.0
BGR,2021,108560.0,111000.0,75.2714,8.58048916,1109.10290527,71.2121951219512,3082471.0
BGR,2022,108560.0,111000.0,79.1269,7.63849449,1066.69189453,74.1609756097561,3134677.0
BGR,2023,108560.0,110996.758,80.3896,7.91853094,1257.87597656,75.7073170731707,3134615.0
BGR,2024,,,82.439,,,,3100224.0
BHR,1960,,,,,,50.634,
BHR,1961,690.0,690.0,,,,52.278,
BHR,1962,690.0,690.0,,,,53.893,
BHR,1963,690.0,690.0,,,,55.449,
BHR,1964,690.0,690.0,,,,56.946,
BHR,1965,690.0,690.0,,,,58.379,
BHR,1966,690.0,690.0,,,,59.745,
BHR,1967,690.0,690.0,,,,61.036,
BHR,1968,690.0,690.0,,,,62.253,
BHR,1969,690.0,690.0,,,,63.35,
BHR,1970,690.0,690.0,,,,64.359,
BHR,1971,690.0,690.0,,,,65.279,
BHR,1972,690.0,690.0,,,,66.095,
BHR,1973,690.0,690.0,,,,66.922,
BHR,1974,690.0,690.0,,,,67.633,
BHR,1975,690.0,690.0,,,,68.276,
BHR,1976,690.0,690.0,,,,68.858,
BHR,1977,690.0,690.0,,,,69.383,
BHR,1978,690.0,690.0,,,,69.85,
BHR,1979,690.0,690.0,,,,70.296,
BHR,1980,690.0,690.0,,,,70.684,
BHR,1981,690.0,690.0,,,,71.037,
BHR,1982,690.0,690.0,,,,71.354,
BHR,1983,690.0,690.0,,,,71.637,
BHR,1984,690.0,690.0,,,,71.884,
BHR,1985,690.0,690.0,,,,72.092,
BHR,1986,690.0,690.0,,,,72.257,
BHR,1987,690.0,690.0,,,,72.377,
BHR,1988,690.0,690.0,,,,72.46,
BHR,1989,690.0,690.0,,,,72.524,
BHR,1990,690.0,690.0,0.0,,,72.587,228153.0
BHR,1991,690.0,690.0,,,,72.668,221644.0
BHR,1992,710.0,710.0,,,,72.785,227938.0
BHR,1993,710.0,710.0,,,,72.939,234206.0
BHR,1994,710.0,710.0,,,,73.134,240964.0
BHR,1995,710.0,710.0,0.346,,,73.361,248109.0
BHR,1996,710.0,710.0,0.843,,,73.61,255751.0
BHR,1997,710.0,710.0,1.65,,,73.872,264086.0
BHR,1998,710.0,710.0,3.22,,,74.138,273175.0
BHR,1999,710.0,710.0,4.72,,,74.405,282954.0
BHR,2000,710.0,710.0,6.15373,3.20020556,451.50253296,74.673,293400.0
BHR,2001,710.0,710.0,15.0386,3.3434751,457.59741211,74.942,307924.0
BHR,2002,710.0,710.0,18.0507,3.52897096,469.15478516,75.209,335569.0
BHR,2003,720.0,720.0,21.5549,3.72810912,530.5446167,75.486,366810.0
BHR,2004,730.0,730.0,21.4587,3.35499287,527.82989502,75.787,401712.0
BHR,2005,740.0,740.0,21.3037,3.12594414,557.9574585,76.125,445275.0
BHR,2006,740.0,740.0,28.244,2.98138189,578.29705811,76.51,494758.0
BHR,2007,750.0,750.0,32.91,3.16071057,677.16290283,76.952,551013.0
BHR,2008,760.0,760.0,51.95,3.07321215,734.99511719,77.457,602188.0
BHR,2009,760.0,760.0,53.0,4.15054226,838.52880859,78.016,661715.0
BHR,2010,762.0,762.0,55.0,3.92259479,866.67224121,78.593,701770.0
BHR,2011,767.0,767.0,77.0,3.7181015,921.72064209,79.141,677360.0
BHR,2012,770.0,770.0,88.0,3.95061135,1038.1661377,79.622,693460.0
BHR,2013,770.0,770.0,90.0,4.14491081,1115.16906738,79.998,719472.0
BHR,2014,771.0,771.0,90.5031,4.2369051,1122.16040039,80.214,745356.0
BHR,2015,778.0,778.0,93.4783,4.75126362,1128.24291992,80.338,777303.0
BHR,2016,779.0,779.0,98.0,4.62360859,1095.92541504,80.407,818900.0
BHR,2017,780.0,780.0,95.8781,4.30236721,1080.08898926,80.407,871711.0
BHR,2018,778.0,780.0,98.6447,3.94324946,1041.8560791,80.412,868320.0
BHR,2019,780.0,783.0,99.7015,3.78430986,1030.26379395,80.471,846623.0
BHR,2020,785.0,785.0,99.671,4.55685711,1101.14025879,78.683,816393.0
BHR,2021,790.0,790.0,100.0,4.32771444,1176.92102051,78.083,837039.0
BHR,2022,790.0,790.0,100.0,3.89098358,1178.80664063,80.992,867174.0
BHR,2023,800.0,800.0,100.0,3.99562383,1175.81628418,81.284,903224.0
BHR,2024,,,100.0,,,,911274.0
BHS,1960,,,,,,62.454,
BHS,1961,10010.0,13880.0,,,,62.813,
BHS,1962,10010.0,13880.0,,,,63.187,
BHS,1963,10010.0,13880.0,,,,63.532,
BHS,1964,10010.0,13880.0,,,,63.897,
BHS,1965,10010.0,13880.0,,,,64.272,
BHS,1966,10010.0,13880.0,,,,64.589,
BHS,1967,10010.0,13880.0,,,,65.03,
BHS,1968,10010.0,13880.0,,,,65.399,
BHS,1969,10010.0,13880.0,,,,65.773,
BHS,1970,10010.0,13880.0,,,,66.163,
BHS,1971,10010.0,13880.0,,,,66.526,
BHS,1972,10010.0,13880.0,,,,66.781,
BHS,1973,10010.0,13880.0,,,,67.147,
BHS,1974,10010.0,13880.0,,,,67.585,
BHS,1975,10010.0,13880.0,,,,68.14,
BHS,1976,10010.0,13880.0,,,,68.529,
BHS,1977,10010.0,13880.0,,,,68.762,
BHS,1978,10010.0,13880.0,,,,68.873,
BHS,1979,10010.0,13880.0,,,,68.96,
BHS,1980,10010.0,13880.0,,,,69.091,
BHS,1981,10010.0,13880.0,,,,69.368,
BHS,1982,10010.0,13880.0,,,,69.682,
BHS,1983,10010.0,13880.0,,,,70.003,
BHS,1984,10010.0,13880.0,,,,70.192,
BHS,1985,10010.0,13880.0,,,,70.289,
BHS,1986,10010.0,13880.0,,,,70.316,
BHS,1987,10010.0,13880.0,,,,70.383,
BHS,1988,10010.0,13880.0,,,,70.508,
BHS,1989,10010.0,13880.0,,,,70.719,
BHS,1990,10010.0,13880.0,0.0,,,70.945,140803.0
BHS,1991,10010.0,13880.0,,,,71.183,144678.0
BHS,1992,10010.0,13880.0,,,,71.298,148521.0
BHS,1993,10010.0,13880.0,,,,71.42,152275.0
BHS,1994,10010.0,13880.0,,,,71.429,155918.0
BHS,1995,10010.0,13880.0,0.96,,,71.422,159055.0
BHS,1996,10010.0,13880.0,1.75,,,71.464,162113.0
BHS,1997,10010.0,13880.0,1.36,,,71.597,165102.0
BHS,1998,10010.0,13880.0,2.34,,,71.84,168035.0
BHS,1999,10010.0,13880.0,3.76,,,72.147,170893.0
BHS,2000,10010.0,13880.0,8.0,3.80487037,948.88244629,72.481,173823.0
BHS,2001,10010.0,13880.0,11.8,3.92440891,995.71844482,72.765,176723.0
BHS,2002,10010.0,13880.0,18.0,3.81251931,1021.03601074,73.023,179578.0
BHS,2003,10010.0,13880.0,20.0,4.01998568,1062.43786621,73.213,182667.0
BHS,2004,10010.0,13880.0,22.0,4.04628181,1078.31152344,73.235,185918.0
BHS,2005,10010.0,13880.0,25.0,4.03196478,1153.21594238,73.413,189152.0
BHS,2006,10010.0,13880.0,26.0,4.30935764,1257.64587402,73.456,192637.0
BHS,2007,10010.0,13880.0,27.0,4.49598694,1351.08203125,73.463,196607.0
BHS,2008,10010.0,13880.0,31.54,4.86261654,1429.23681641,73.445,200608.0
BHS,2009,10010.0,13880.0,33.88,5.1500144,1416.92468262,73.455,204367.0
BHS,2010,10010.0,13880.0,43.0,5.25594234,1444.0065918,73.449,208102.0
BHS,2011,10010.0,13880.0,65.0,5.32398558,1442.24768066,73.571,211745.0
BHS,2012,10010.0,13880.0,71.7482,5.3190918,1518.64953613,73.707,215079.0
BHS,2013,10010.0,13880.0,72.0,5.68411207,1559.34985352,73.93,218257.0
BHS,2014,10010.0,13880.0,76.92,5.64133978,1619.36669922,74.029,221339.0
BHS,2015,10010.0,13880.0,78.0,5.244627,1588.57775879,73.805,224301.0
BHS,2016,10010.0,13880.0,80.0,5.65515327,1711.60510254,74.042,227165.0
BHS,2017,10010.0,13880.0,80.6,6.6036396,2069.44555664,74.031,230010.0
BHS,2018,10010.0,13880.0,83.0,5.83890343,1875.74035645,74.062,232799.0
BHS,2019,10010.0,13880.0,90.6933,5.70484161,1881.40393066,71.408,235355.0
BHS,2020,10010.0,13880.0,92.4437,7.3983264,1861.0637207,72.994,216992.0
BHS,2021,10010.0,13880.0,94.3479,6.78537178,1946.21960449,70.752,223263.0
BHS,2022,10010.0,13880.0,94.7326,7.04287481,2327.20117188,74.491,239500.0
BHS,2023,10010.0,13880.0,94.8186,6.30260801,2262.33447266,74.552,241834.0
BHS,2024,,,,,,,243754.0
BIH,1960,,,,,,58.53,
BIH,1961,,51210.0,,,,59.285,
BIH,1962,,51210.0,,,,60.122,
BIH,1963,,51210.0,,,,60.511,
BIH,1964,,51210.0,,,,61.511,
BIH,1965,,51210.0,,,,62.213,
BIH,1966,,51210.0,,,,63.129,
BIH,1967,,51210.0,,,,63.734,
BIH,1968,,51210.0,,,,64.006,
BIH,1969,,51210.0,,,,64.448,
BIH,1970,,51210.0,,,,64.844,
BIH,1971,,51210.0,,,,65.181,
BIH,1972,,51210.0,,,,65.682,
BIH,1973,,51210.0,,,,66.586,
BIH,1974,,51210.0,,,,67.635,
BIH,1975,,51210.0,,,,68.329,
BIH,1976,,51210.0,,,,68.574,
BIH,1977,,51210.0,,,,68.779,
BIH,1978,,51210.0,,,,68.844,
BIH,1979,,51210.0,,,,69.083,
BIH,1980,,51210.0,,,,69.603,
BIH,1981,,51210.0,,,,70.055,
BIH,1982,,51210.0,,,,70.076,
BIH,1983,,51210.0,,,,70.097,
BIH,1984,,51210.0,,,,70.229,
BIH,1985,,51210.0,,,,70.582,
BIH,1986,,51210.0,,,,70.751,
BIH,1987,,51210.0,,,,70.876,
BIH,1988,,51210.0,,,,70.97,
BIH,1989,,51210.0,,,,71.445,
BIH,1990,,51210.0,0.0,,,71.509,1825158.0
BIH,1991,,51210.0,,,,71.813,1852103.0
BIH,1992,51200.0,51210.0,,,,51.967,1756129.0
BIH,1993,51200.0,51210.0,,,,50.894,1591188.0
BIH,1994,51200.0,51210.0,,,,66.603,1506562.0
BIH,1995,51200.0,51210.0,,,,70.188,1503812.0
BIH,1996,51200.0,51210.0,0.0151,,,73.454,1586917.0
BIH,1997,51200.0,51210.0,0.0594,,,73.895,1665533.0
BIH,1998,51200.0,51210.0,0.144,,,74.472,1706529.0
BIH,1999,51200.0,51210.0,0.194,,,74.946,1737464.0
BIH,2000,51200.0,51210.0,1.08296,7.96239424,106.5786972,75.292,1760409.0
BIH,2001,51200.0,51210.0,1.20053,7.5734477,105.10999298,75.573,1779186.0
BIH,2002,51200.0,51210.0,2.64827,7.39934349,118.87058258,75.994,1792171.0
BIH,2003,51200.0,51210.0,3.96504,8.28056145,168.42216492,76.449,1792383.0
BIH,2004,51200.0,51210.0,15.469,9.06270218,222.27758789,76.489,1779371.0
BIH,2005,51200.0,51210.0,21.3267,8.82041836,241.64047241,76.424,1760240.0
BIH,2006,51200.0,51210.0,25.1224,8.88362694,281.26403809,76.028,1749717.0
BIH,2007,51200.0,51210.0,27.92,9.25501442,363.86224365,76.162,1732512.0
BIH,2008,51200.0,51210.0,34.66,9.48630238,459.29174805,76.3,1707270.0
BIH,2009,51200.0,51210.0,37.74,9.0152092,409.29098511,76.701,1678662.0
BIH,2010,51200.0,51210.0,42.75,9.01212692,406.13046265,76.827,1646045.0
BIH,2011,51200.0,51210.0,43.8877,9.1712122,456.96905518,76.963,1611361.0
BIH,2012,51200.0,51210.0,45.0645,9.4791584,444.93655396,77.037,1578701.0
BIH,2013,51200.0,51210.0,48.5213,9.43616295,475.07409668,77.129,1549763.0
BIH,2014,51200.0,51210.0,49.9177,9.4710331,493.07333374,77.089,1526206.0
BIH,2015,51200.0,51210.0,52.6,9.24086571,430.83413696,77.073,1503962.0
BIH,2016,51200.0,51210.0,60.2565,9.13943481,450.44155884,77.124,1480171.0
BIH,2017,51200.0,51210.0,64.892,8.81797314,471.32647705,77.385,1457512.0
BIH,2018,51200.0,51210.0,70.1201,8.76100445,529.85546875,77.942,1434054.0
BIH,2019,51200.0,51210.0,69.9463,8.92544365,546.4508667,77.394,1409096.0
BIH,2020,51200.0,51210.0,73.2118,9.70311832,594.8225708,76.04,1353715.0
BIH,2021,51200.0,51210.0,75.6762,9.55514336,697.07427979,74.567,1339593.0
BIH,2022,51200.0,51210.0,78.8455,8.71644783,667.29681396,76.777,1355798.0
BIH,2023,51200.0,51210.0,83.3772,8.9216938,772.88568115,77.85,1366194.0
BIH,2024,,,86.1009,,,,1354967.0
BLR,1960,,,,,,69.2546097560976,
BLR,1961,,207600.0,,,,69.7383902439024,
BLR,1962,,207600.0,,,,69.4623170731708,
BLR,1963,,207600.0,,,,69.7097804878049,
BLR,1964,,207600.0,,,,70.619243902439,
BLR,1965,,207600.0,,,,70.5974878048781,
BLR,1966,,207600.0,,,,70.7689268292683,
BLR,1967,,207600.0,,,,70.9297804878049,
BLR,1968,,207600.0,,,,70.8127804878049,
BLR,1969,,207600.0,,,,70.9780243902439,
BLR,1970,,207600.0,,,,70.7444878048781,
BLR,1971,,207600.0,,,,71.0117073170732,
BLR,1972,,207600.0,,,,70.8493170731708,
BLR,1973,,207600.0,,,,71.0006585365854,
BLR,1974,,207600.0,,,,70.8546829268293,
BLR,1975,,207600.0,,,,70.4570975609756,
BLR,1976,,207600.0,,,,70.3968292682927,
BLR,1977,,207600.0,,,,70.2890243902439,
BLR,1978,,207600.0,,,,70.0817317073171,
BLR,1979,,207600.0,,,,69.9336341463415,
BLR,1980,,207600.0,,,,69.9277073170732,
BLR,1981,,207600.0,,,,69.907512195122,
BLR,1982,,207600.0,,,,70.0769024390244,
BLR,1983,,207600.0,,,,69.7948536585366,
BLR,1984,,207600.0,,,,69.5631951219512,
BLR,1985,,207600.0,,,,70.9926829268293,
BLR,1986,,207600.0,,,,71.549512195122,
BLR,1987,,207600.0,,,,70.990243902439,
BLR,1988,,207600.0,,,,71.3414634146341,
BLR,1989,,207600.0,,,,71.4829268292683,
BLR,1990,,207600.0,0.0,,,70.8365853658537,4646286.0
BLR,1991,,207600.0,,,,70.3780487804878,4639406.0
BLR,1992,202928.0,207600.0,,,,70.0219512195122,4663584.0
BLR,1993,202892.0,207600.0,,,,68.9707317073171,4687143.0
BLR,1994,202878.0,207600.0,0.000486,,,68.7682926829268,4719999.0
BLR,1995,202868.0,207600.0,0.00292,,,68.4609756097561,4754039.0
BLR,1996,202854.0,207600.0,0.0293,,,68.5121951219512,4745323.0
BLR,1997,202855.0,207600.0,0.049,,,68.4609756097561,4716116.0
BLR,1998,202829.0,207600.0,0.0739,,,68.4073170731707,4721707.0
BLR,1999,202835.0,207600.0,0.495,,,67.9073170731707,4752493.0
BLR,2000,202848.0,207600.0,1.8604,5.28088045,57.02944183,68.9121951219512,4815953.0
BLR,2001,202844.0,207600.0,4.30062,5.7064805,73.3659668,68.5073170731707,4871194.0
BLR,2002,202829.0,207600.0,8.95097,5.62404203,85.97066498,68.0560975609756,4907156.0
BLR,2003,202826.0,207600.0,,5.77103186,108.51013947,68.5536585365854,4931485.0
BLR,2004,202815.0,207600.0,,5.73650646,140.99655151,68.9560975609756,4948132.0
BLR,2005,202833.0,207600.0,,6.07036304,196.13806152,68.8512195121951,4959928.0
BLR,2006,202904.0,207600.0,16.2,5.57366323,221.70170593,69.4048780487805,4973237.0
BLR,2007,202901.0,207600.0,19.7,5.6917243,278.63424683,70.2073170731707,4990775.0
BLR,2008,202902.0,207600.0,23.0,5.29448891,348.92633057,70.4560975609756,5018075.0
BLR,2009,202898.0,207600.0,27.43,5.3906498,288.44775391,70.4073170731707,5048840.0
BLR,2010,202902.0,207600.0,31.8,5.65694332,341.13800049,70.4048780487805,5073617.0
BLR,2011,202910.0,207600.0,39.6489,4.87452745,317.82492065,70.5536585365854,5090448.0
BLR,2012,202899.0,207600.0,46.91,5.24538946,364.09957886,71.9658536585366,5096141.0
BLR,2013,202908.0,207600.0,54.17,5.69563103,454.51959229,72.4707317073171,5097773.0
BLR,2014,202973.0,207600.0,59.0163,5.38792181,448.27426147,72.9707317073171,5098253.0
BLR,2015,202978.0,207600.0,62.2304,6.06528044,360.91937256,73.6243902439025,5097379.0
BLR,2016,202988.0,207600.0,71.113,5.91054153,296.94720459,73.8268292682927,5092675.0
BLR,2017,202988.0,207600.0,74.4364,5.75974846,331.94082642,74.1292682926829,5079681.0
BLR,2018,202980.0,207600.0,79.1299,5.52699471,349.99176025,74.1756097560976,5054114.0
BLR,2019,202965.0,207600.0,82.7892,5.86133814,400.11621094,74.2268292682927,5025008.0
BLR,2020,202980.0,207610.0,85.0879,6.40607214,420.43655396,72.1385609756098,4982156.0
BLR,2021,202950.0,207630.0,86.8884,6.56549978,484.03930664,72.0714634146342,4938726.0
BLR,2022,202990.0,207630.0,89.5073,6.57784128,529.01873779,74.1033658536585,4907541.0
BLR,2023,202983.0,207629.0,91.5125,7.08167362,558.22644043,74.1837804878049,4861854.0
BLR,2024,,,94.2618,,,,4835456.0
BLZ,1960,,,,,,57.389,
BLZ,1961,22810.0,22970.0,,,,52.944,
BLZ,1962,22810.0,22970.0,,,,58.741,
BLZ,1963,22810.0,22970.0,,,,59.316,
BLZ,1964,22810.0,22970.0,,,,59.84,
BLZ,1965,22810.0,22970.0,,,,60.356,
BLZ,1966,22810.0,22970.0,,,,60.86,
BLZ,1967,22810.0,22970.0,,,,61.437,
BLZ,1968,22810.0,22970.0,,,,61.961,
BLZ,1969,22810.0,22970.0,,,,62.497,
BLZ,1970,22810.0,22970.0,,,,63.044,
BLZ,1971,22810.0,22970.0,,,,63.546,
BLZ,1972,22810.0,22970.0,,,,64.025,
BLZ,1973,22810.0,22970.0,,,,64.487,
BLZ,1974,22810.0,22970.0,,,,64.936,
BLZ,1975,22810.0,22970.0,,,,65.377,
BLZ,1976,22810.0,22970.0,,,,65.765,
BLZ,1977,22810.0,22970.0,,,,66.135,
BLZ,1978,22810.0,22970.0,,,,66.338,
BLZ,1979,22810.0,22970.0,,,,66.677,
BLZ,1980,22810.0,22970.0,,,,66.884,
BLZ,1981,22810.0,22970.0,,,,67.095,
BLZ,1982,22810.0,22970.0,,,,67.339,
BLZ,1983,22810.0,22970.0,,,,67.601,
BLZ,1984,22810.0,22970.0,,,,67.952,
BLZ,1985,22810.0,22970.0,,,,68.347,
BLZ,1986,22810.0,22970.0,,,,68.743,
BLZ,1987,22810.0,22970.0,,,,69.108,
BLZ,1988,22810.0,22970.0,,,,69.401,
BLZ,1989,22810.0,22970.0,,,,69.534,
BLZ,1990,22810.0,22970.0,0.0,,,69.569,56410.0
BLZ,1991,22810.0,22970.0,,,,69.645,58218.0
BLZ,1992,22810.0,22970.0,,,,69.601,60104.0
BLZ,1993,22810.0,22970.0,,,,69.595,61794.0
BLZ,1994,22810.0,22970.0,,,,69.585,63461.0
BLZ,1995,22810.0,22970.0,0.0454,,,69.484,66725.0
BLZ,1996,22810.0,22970.0,0.883,,,69.363,70561.0
BLZ,1997,22810.0,22970.0,1.29,,,69.183,74916.0
BLZ,1998,22810.0,22970.0,2.09,,,68.906,78094.0
BLZ,1999,22810.0,22970.0,4.08,,,68.976,82388.0
BLZ,2000,22810.0,22970.0,5.96384,2.93866777,139.00151062,68.911,86164.0
BLZ,2001,22810.0,22970.0,,3.45384741,163.11247253,68.944,89869.0
BLZ,2002,22810.0,22970.0,5.68425,3.55506229,172.81750488,69.528,93582.0
BLZ,2003,22810.0,22970.0,,3.5292151,175.13619995,69.819,97414.0
BLZ,2004,22810.0,22970.0,9.8,3.41825557,176.26716614,70.152,101380.0
BLZ,2005,22810.0,22970.0,17.0,3.43729496,181.24623108,70.335,105467.0
BLZ,2006,22810.0,22970.0,24.0,3.54883528,196.13124084,70.535,109679.0
BLZ,2007,22810.0,22970.0,24.6,4.05345058,233.67915344,70.652,114014.0
BLZ,2008,22810.0,22970.0,26.3,4.51286459,257.84707642,70.665,118461.0
BLZ,2009,22810.0,22970.0,27.2,4.50473404,243.3110199,70.806,123041.0
BLZ,2010,22810.0,22970.0,28.2,4.47716761,244.02867126,70.875,127831.0
BLZ,2011,22810.0,22970.0,30.7,4.52904415,252.81436157,70.975,132775.0
BLZ,2012,22810.0,22970.0,31.0,4.34283972,247.97563171,71.134,137751.0
BLZ,2013,22810.0,22970.0,33.6,4.42128754,263.10794067,71.276,142809.0
BLZ,2014,22810.0,22970.0,38.7,4.87071466,298.51965332,71.437,149447.0
BLZ,2015,22810.0,22970.0,41.59,4.65988731,286.78604126,71.647,155137.0
BLZ,2016,22810.0,22970.0,44.5757,4.77207184,293.09829712,71.843,161442.0
BLZ,2017,22810.0,22970.0,48.8771,4.62228823,280.71743774,72.062,166282.0
BLZ,2018,22810.0,22970.0,53.5936,4.75529861,286.83633423,72.322,179388.0
BLZ,2019,22810.0,22970.0,58.7652,4.81608105,298.14306641,72.577,189886.0
BLZ,2020,22810.0,22970.0,64.4359,5.33901167,279.10131836,71.58,151949.0
BLZ,2021,22810.0,22970.0,70.6537,5.04598379,308.93920898,70.917,171060.0
BLZ,2022,22810.0,22970.0,71.8096,4.21643019,298.01553345,72.19,170023.0
BLZ,2023,22810.0,22966.0,72.3595,4.14735794,309.40835571,73.566,172940.0
BLZ,2024,,,,,,,174087.0
BMU,1960,,,,,,66.482,
BMU,1961,54.0,54.0,,,,67.528,
BMU,1962,54.0,54.0,,,,67.884,
BMU,1963,54.0,54.0,,,,67.689,
BMU,1964,54.0,54.0,,,,67.5,
BMU,1965,54.0,54.0,,,,67.582,
BMU,1966,54.0,54.0,,,,67.718,
BMU,1967,54.0,54.0,,,,67.792,
BMU,1968,54.0,54.0,,,,67.898,
BMU,1969,54.0,54.0,,,,68.088,
BMU,1970,54.0,54.0,,,,68.404,
BMU,1971,54.0,54.0,,,,68.98,
BMU,1972,54.0,54.0,,,,69.643,
BMU,1973,54.0,54.0,,,,70.374,
BMU,1974,54.0,54.0,,,,70.864,
BMU,1975,54.0,54.0,,,,71.171,
BMU,1976,54.0,54.0,,,,71.331,
BMU,1977,54.0,54.0,,,,71.616,
BMU,1978,54.0,54.0,,,,71.968,
BMU,1979,54.0,54.0,,,,72.402,
BMU,1980,54.0,54.0,,,,72.666,
BMU,1981,54.0,54.0,,,,72.892,
BMU,1982,54.0,54.0,,,,73.041,
BMU,1983,54.0,54.0,,,,73.24,
BMU,1984,54.0,54.0,,,,73.365,
BMU,1985,54.0,54.0,,,,73.373,
BMU,1986,54.0,54.0,,,,73.368,
BMU,1987,54.0,54.0,,,,73.454,
BMU,1988,54.0,54.0,,,,73.555,
BMU,1989,54.0,54.0,,,,73.733,
BMU,1990,54.0,54.0,0.0,,,73.952,
BMU,1991,54.0,54.0,,,,74.204,
BMU,1992,54.0,54.0,,,,74.446,
BMU,1993,54.0,54.0,,,,74.766,
BMU,1994,54.0,54.0,,,,75.276,
BMU,1995,54.0,54.0,6.84,,,75.92,
BMU,1996,54.0,54.0,16.2,,,76.52,
BMU,1997,54.0,54.0,24.2,,,76.972,
BMU,1998,54.0,54.0,32.1,,,77.389,
BMU,1999,54.0,54.0,39.9,,,77.854,
BMU,2000,54.0,54.0,42.9499,,,78.251,
BMU,2001,54.0,54.0,47.5097,,,78.637,
BMU,2002,54.0,54.0,52.0316,,,78.841,
BMU,2003,54.0,54.0,56.522,,,78.715,
BMU,2004,54.0,54.0,60.9909,,,78.898,
BMU,2005,54.0,54.0,65.4471,,,78.874,
BMU,2006,54.0,54.0,69.8997,,,78.87,
BMU,2007,54.0,54.0,74.3506,,,79.006,
BMU,2008,54.0,54.0,82.3,,,79.101,
BMU,2009,54.0,54.0,83.25,,,79.229,
BMU,2010,54.0,54.0,84.21,,,79.414,
BMU,2011,54.0,54.0,88.336,,,79.651,
BMU,2012,54.0,54.0,91.2993,,,79.847,
BMU,2013,54.0,4290.0,95.3,,,80.016,
BMU,2014,54.0,4290.0,96.8,,,80.199,
BMU,2015,54.0,4290.0,98.3236,,,80.338,
BMU,2016,54.0,4290.0,98.0,,,80.476,
BMU,2017,54.0,4290.0,98.37,,,80.686,
BMU,2018,54.0,4290.0,,,,80.986,
BMU,2019,54.0,4290.0,,,,81.251,
BMU,2020,54.0,4290.0,,,,81.456,
BMU,2021,54.0,4290.0,,,,81.745,
BMU,2022,54.0,4290.0,,,,82.062,
BMU,2023,54.0,4290.0,,,,82.309,
BOL,1960,,,,,,43.338,
BOL,1961,1083300.0,1098580.0,,,,43.628,
BOL,1962,1083300.0,1098580.0,,,,44.002,
BOL,1963,1083300.0,1098580.0,,,,44.335,
BOL,1964,1083300.0,1098580.0,,,,44.674,
BOL,1965,1083300.0,1098580.0,,,,45.09,
BOL,1966,1083300.0,1098580.0,,,,45.479,
BOL,1967,1083300.0,1098580.0,,,,45.904,
BOL,1968,1083300.0,1098580.0,,,,46.342,
BOL,1969,1083300.0,1098580.0,,,,46.705,
