WB_Code,Year,Land_Area_SqKm,Surface_Area_SqKm,Internet_Users_Pct,Healthcare_Spending_Pct_GDP,Healthcare_Spending_Per_Capita_USD,Life_Expectancy_Years,Labor_Force_Total
ABW,1960,,,,,,64.049,
ABW,1961,180.0,180.0,,,,64.215,
ABW,1962,180.0,180.0,,,,64.602,
ABW,1963,180.0,180.0,,,,64.944,
ABW,1964,180.0,180.0,,,,65.303,
ABW,1965,180.0,180.0,,,,65.615,
ABW,1966,180.0,180.0,,,,66.126,
ABW,1967,180.0,180.0,,,,66.385,
ABW,1968,180.0,180.0,,,,66.744,
ABW,1969,180.0,180.0,,,,67.098,
ABW,1970,180.0,180.0,,,,67.44,
ABW,1971,180.0,180.0,,,,67.783,
ABW,1972,180.0,180.0,,,,68.335,
ABW,1973,180.0,180.0,,,,68.862,
ABW,1974,180.0,180.0,,,,69.278,
ABW,1975,180.0,180.0,,,,69.564,
ABW,1976,180.0,180.0,,,,69.808,
ABW,1977,180.0,180.0,,,,70.054,
ABW,1978,180.0,180.0,,,,70.271,
ABW,1979,180.0,180.0,,,,70.507,
ABW,1980,180.0,180.0,,,,70.771,
ABW,1981,180.0,180.0,,,,71.344,
ABW,1982,180.0,180.0,,,,71.485,
ABW,1983,180.0,180.0,,,,71.606,
ABW,1984,180.0,180.0,,,,71.711,
ABW,1985,180.0,180.0,,,,71.792,
ABW,1986,180.0,180.0,,,,71.831,
ABW,1987,180.0,180.0,,,,72.448,
ABW,1988,180.0,180.0,,,,72.519,
ABW,1989,180.0,180.0,,,,72.531,
ABW,1990,180.0,180.0,0.0,,,72.546,
ABW,1991,180.0,180.0,,,,72.592,
ABW,1992,180.0,180.0,,,,72.717,
ABW,1993,180.0,180.0,,,,72.777,
ABW,1994,180.0,180.0,,,,72.796,
ABW,1995,180.0,180.0,,,,72.832,
ABW,1996,180.0,180.0,2.77,,,72.856,
ABW,1997,180.0,180.0,,,,72.904,
ABW,1998,180.0,180.0,,,,72.94,
ABW,1999,180.0,180.0,4.51,,,72.857,
ABW,2000,180.0,180.0,15.4428,,,72.939,
ABW,2001,180.0,180.0,17.1,,,73.044,
ABW,2002,180.0,180.0,18.8,,,73.135,
ABW,2003,180.0,180.0,20.8,,,73.236,
ABW,2004,180.0,180.0,23.0,,,73.223,
ABW,2005,180.0,180.0,25.4,,,73.415,
ABW,2006,180.0,180.0,28.0,,,73.498,
ABW,2007,180.0,180.0,30.9,,,73.642,
ABW,2008,180.0,180.0,52.0,,,73.783,
ABW,2009,180.0,180.0,58.0,,,73.974,
ABW,2010,180.0,180.0,62.0,,,74.297,
ABW,2011,180.0,180.0,69.0,,,74.578,
ABW,2012,180.0,180.0,74.0,,,74.841,
ABW,2013,180.0,180.0,78.9,,,75.072,
ABW,2014,180.0,180.0,83.78,,,75.261,
ABW,2015,180.0,180.0,88.6612,,,75.405,
ABW,2016,180.0,180.0,93.5425,,,75.54,
ABW,2017,180.0,180.0,97.17,,,75.62,
ABW,2018,180.0,180.0,,,,75.88,
ABW,2019,180.0,180.0,,,,76.019,
ABW,2020,180.0,180.0,,,,75.406,
ABW,2021,180.0,180.0,,,,73.655,
ABW,2022,180.0,180.0,,,,76.226,
ABW,2023,180.0,180.0,,,,76.353,
AFG,1960,,,,,,32.799,
AFG,1961,652230.0,652860.0,,,,33.291,
AFG,1962,652230.0,652860.0,,,,33.757,
AFG,1963,652230.0,652860.0,,,,34.201,
AFG,1964,652230.0,652860.0,,,,34.673,
AFG,1965,652230.0,652860.0,,,,35.124,
AFG,1966,652230.0,652860.0,,,,35.583,
AFG,1967,652230.0,652860.0,,,,36.042,
AFG,1968,652230.0,652860.0,,,,36.51,
AFG,1969,652230.0,652860.0,,,,36.979,
AFG,1970,652230.0,652860.0,,,,37.46,
AFG,1971,652230.0,652860.0,,,,37.932,
AFG,1972,652230.0,652860.0,,,,38.423,
AFG,1973,652230.0,652860.0,,,,38.951,
AFG,1974,652230.0,652860.0,,,,39.469,
AFG,1975,652230.0,652860.0,,,,39.994,
AFG,1976,652230.0,652860.0,,,,40.518,
AFG,1977,652230.0,652860.0,,,,41.082,
AFG,1978,652230.0,652860.0,,,,40.086,
AFG,1979,652230.0,652860.0,,,,38.844,
AFG,1980,652230.0,652860.0,,,,39.258,
AFG,1981,652230.0,652860.0,,,,39.406,
AFG,1982,652230.0,652860.0,,,,36.058,
AFG,1983,652230.0,652860.0,,,,36.517,
AFG,1984,652230.0,652860.0,,,,31.473,
AFG,1985,652230.0,652860.0,,,,32.132,
AFG,1986,652230.0,652860.0,,,,38.4,
AFG,1987,652230.0,652860.0,,,,38.831,
AFG,1988,652230.0,652860.0,,,,43.238,
AFG,1989,652230.0,652860.0,,,,44.496,
AFG,1990,652230.0,652860.0,0.0,,,45.118,2974181.0
AFG,1991,652230.0,652860.0,,,,45.521,3009251.0
AFG,1992,652230.0,652860.0,,,,46.569,3248953.0
AFG,1993,652230.0,652860.0,,,,51.021,3636608.0
AFG,1994,652230.0,652860.0,,,,50.969,3930551.0
AFG,1995,652230.0,652860.0,,,,52.103,4100434.0
AFG,1996,652230.0,652860.0,,,,52.83,4239207.0
AFG,1997,652230.0,652860.0,,,,53.212,4372875.0
AFG,1998,652230.0,652860.0,,,,52.487,4509602.0
AFG,1999,652230.0,652860.0,,,,54.532,4651589.0
AFG,2000,652230.0,652860.0,,,,55.005,4684205.0
AFG,2001,652230.0,652860.0,0.00472257,,,55.511,4702818.0
AFG,2002,652230.0,652860.0,0.0045614,9.44339085,16.70697403,56.225,4947295.0
AFG,2003,652230.0,652860.0,0.0878913,8.94125843,17.74602509,57.171,5259694.0
AFG,2004,652230.0,652860.0,0.105809,9.80847359,21.42300415,57.81,5459174.0
AFG,2005,652230.0,652860.0,1.22415,9.94828892,25.11388779,58.247,5672338.0
AFG,2006,652230.0,652860.0,2.10712,10.62276554,28.9412632,58.553,5937185.0
AFG,2007,652230.0,652860.0,1.9,9.90467453,32.70893097,58.956,6089849.0
AFG,2008,652230.0,652860.0,1.84,10.25649548,39.88624954,59.708,6273854.0
AFG,2009,652230.0,652860.0,3.55,9.81848717,43.13351822,60.248,6563683.0
AFG,2010,652230.0,652860.0,4.0,8.56967163,46.42438889,60.702,6823542.0
AFG,2011,652230.0,652860.0,5.0,8.56190777,52.18721771,61.25,7149401.0
AFG,2012,652230.0,652860.0,5.45455,7.89716864,52.45247269,61.735,7518518.0
AFG,2013,652230.0,652860.0,5.9,8.80596447,56.16043472,62.188,7857574.0
AFG,2014,652230.0,652860.0,7.0,9.52887821,60.04951096,62.26,8229616.0
AFG,2015,652230.0,652860.0,8.26,10.10534763,59.91960526,62.27,8575264.0
AFG,2016,652230.0,652860.0,11.0,11.81859016,61.37234497,62.646,8883595.0
AFG,2017,652230.0,652860.0,13.5,12.62081718,66.82388306,62.406,9223903.0
AFG,2018,652230.0,652860.0,16.8,14.20841885,71.22509003,62.443,9215046.0
AFG,2019,652230.0,652860.0,17.6,14.83131981,74.0642395,62.941,9192643.0
AFG,2020,652230.0,652860.0,17.0485,15.53361416,80.0892334,61.454,9060510.0
AFG,2021,652230.0,652860.0,16.5143,21.50844383,81.52112579,60.417,9128262.0
AFG,2022,652230.0,652860.0,17.1917,23.0881691,80.6516037,65.617,8617545.0
AFG,2023,652230.0,652870.0,17.7089,14.9857626,59.06770706,66.035,8846502.0
AFG,2024,,,,,,,9145340.0
AGO,1960,,,,,,37.933,
AGO,1961,1246700.0,1246700.0,,,,36.902,
AGO,1962,1246700.0,1246700.0,,,,37.168,
AGO,1963,1246700.0,1246700.0,,,,37.419,
AGO,1964,1246700.0,1246700.0,,,,37.704,
AGO,1965,1246700.0,1246700.0,,,,37.968,
AGO,1966,1246700.0,1246700.0,,,,38.258,
AGO,1967,1246700.0,1246700.0,,,,38.616,
AGO,1968,1246700.0,1246700.0,,,,38.968,
AGO,1969,1246700.0,1246700.0,,,,39.329,
AGO,1970,1246700.0,1246700.0,,,,39.688,
AGO,1971,1246700.0,1246700.0,,,,40.076,
AGO,1972,1246700.0,1246700.0,,,,40.469,
AGO,1973,1246700.0,1246700.0,,,,40.871,
AGO,1974,1246700.0,1246700.0,,,,41.26,
AGO,1975,1246700.0,1246700.0,,,,40.817,
AGO,1976,1246700.0,1246700.0,,,,40.812,
AGO,1977,1246700.0,1246700.0,,,,41.215,
AGO,1978,1246700.0,1246700.0,,,,41.573,
AGO,1979,1246700.0,1246700.0,,,,41.913,
AGO,1980,1246700.0,1246700.0,,,,42.242,
AGO,1981,1246700.0,1246700.0,,,,42.556,
AGO,1982,1246700.0,1246700.0,,,,42.857,
AGO,1983,1246700.0,1246700.0,,,,41.972,
AGO,1984,1246700.0,1246700.0,,,,42.245,
AGO,1985,1246700.0,1246700.0,,,,42.495,
AGO,1986,1246700.0,1246700.0,,,,42.739,
AGO,1987,1246700.0,1246700.0,,,,40.786,
AGO,1988,1246700.0,1246700.0,,,,41.471,
AGO,1989,1246700.0,1246700.0,,,,41.698,
AGO,1990,1246700.0,1246700.0,0.0,,,41.854,4924638.0
AGO,1991,1246700.0,1246700.0,,,,43.812,5078829.0
AGO,1992,1246700.0,1246700.0,,,,42.267,5234382.0
AGO,1993,1246700.0,1246700.0,,,,42.19,5391763.0
AGO,1994,1246700.0,1246700.0,,,,43.567,5558037.0
AGO,1995,1246700.0,1246700.0,,,,46.139,5741253.0
AGO,1996,1246700.0,1246700.0,0.000776,,,46.418,5938382.0
AGO,1997,1246700.0,1246700.0,0.00567,,,46.688,6147010.0
AGO,1998,1246700.0,1246700.0,0.0185,,,45.452,6362468.0
AGO,1999,1246700.0,1246700.0,0.072,,,45.808,6582797.0
AGO,2000,1246700.0,1246700.0,0.105046,1.68525279,13.15998554,46.501,6813281.0
AGO,2001,1246700.0,1246700.0,0.136014,3.95882654,29.26095772,47.032,7055911.0
AGO,2002,1246700.0,1246700.0,0.270377,2.9398222,29.37077141,47.874,7311174.0
AGO,2003,1246700.0,1246700.0,0.370682,3.10680342,35.2206955,50.218,7582160.0
AGO,2004,1246700.0,1246700.0,0.464815,3.46084046,50.23310852,51.123,7870095.0
AGO,2005,1246700.0,1246700.0,1.14337,2.54726577,54.66142273,52.13,8170696.0
AGO,2006,1246700.0,1246700.0,1.5,2.39833426,70.28185272,52.965,8483347.0
AGO,2007,1246700.0,1246700.0,1.7,2.65790844,93.42698669,54.2,8810729.0
AGO,2008,1246700.0,1246700.0,1.9,2.97807598,136.34094238,55.281,9150465.0
AGO,2009,1246700.0,1246700.0,2.3,3.30655909,120.5289917,56.225,9502781.0
AGO,2010,1246700.0,1246700.0,2.8,2.36373854,96.95197296,57.242,9873442.0
AGO,2011,1246700.0,1246700.0,4.7,2.35561895,122.11888123,58.093,10270426.0
AGO,2012,1246700.0,1246700.0,7.7,2.13677311,121.84848022,58.916,10636117.0
AGO,2013,1246700.0,1246700.0,13.0,2.4297719,142.78450012,59.705,11009075.0
AGO,2014,1246700.0,1246700.0,21.3623,2.15680027,130.5861969,60.396,11376942.0
AGO,2015,1246700.0,1246700.0,22.0,2.29966879,107.52857208,61.042,11740075.0
AGO,2016,1246700.0,1246700.0,23.2,2.39068723,94.01481628,61.619,12119717.0
AGO,2017,1246700.0,1246700.0,26.0,2.4379425,112.75364685,62.122,12515803.0
AGO,2018,1246700.0,1246700.0,29.0,2.29887486,83.87555695,62.622,12917977.0
AGO,2019,1246700.0,1246700.0,32.1294,2.20394278,64.4466095,63.051,13331298.0
AGO,2020,1246700.0,1246700.0,36.6347,2.81688905,56.01641846,63.116,13484525.0
AGO,2021,1246700.0,1246700.0,39.3876,2.73987103,66.94487,62.958,14529142.0
AGO,2022,1246700.0,1246700.0,42.0719,2.60041046,103.94506073,64.246,14812783.0
AGO,2023,1246700.0,1246700.0,44.7581,2.54692864,76.07118225,64.617,15255232.0
AGO,2024,,,,,,,15787244.0
ALB,1960,,,,,,56.413,
ALB,1961,27400.0,28750.0,,,,57.488,
ALB,1962,27400.0,28750.0,,,,58.494,
ALB,1963,27400.0,28750.0,,,,59.479,
ALB,1964,27400.0,28750.0,,,,60.404,
ALB,1965,27400.0,28750.0,,,,61.273,
ALB,1966,27400.0,28750.0,,,,62.149,
ALB,1967,27400.0,28750.0,,,,62.976,
ALB,1968,27400.0,28750.0,,,,63.788,
ALB,1969,27400.0,28750.0,,,,64.538,
ALB,1970,27400.0,28750.0,,,,65.234,
ALB,1971,27400.0,28750.0,,,,65.896,
ALB,1972,27400.0,28750.0,,,,66.526,
ALB,1973,27400.0,28750.0,,,,67.107,
ALB,1974,27400.0,28750.0,,,,67.633,
ALB,1975,27400.0,28750.0,,,,68.12,
ALB,1976,27400.0,28750.0,,,,68.57,
ALB,1977,27400.0,28750.0,,,,68.992,
ALB,1978,27400.0,28750.0,,,,69.367,
ALB,1979,27400.0,28750.0,,,,69.617,
ALB,1980,27400.0,28750.0,,,,69.903,
ALB,1981,27400.0,28750.0,,,,70.145,
ALB,1982,27400.0,28750.0,,,,70.425,
ALB,1983,27400.0,28750.0,,,,70.705,
ALB,1984,27400.0,28750.0,,,,70.984,
ALB,1985,27400.0,28750.0,,,,71.282,
ALB,1986,27400.0,28750.0,,,,71.665,
ALB,1987,27400.0,28750.0,,,,71.981,
ALB,1988,27400.0,28750.0,,,,72.217,
ALB,1989,27400.0,28750.0,,,,72.457,
ALB,1990,27400.0,28750.0,0.0,,,72.71,1408834.0
ALB,1991,27400.0,28750.0,,,,73.001,1508188.0
ALB,1992,27400.0,28750.0,,,,73.303,1527908.0
ALB,1993,27400.0,28750.0,,,,73.638,1491699.0
ALB,1994,27400.0,28750.0,,,,73.837,1460475.0
ALB,1995,27400.0,28750.0,0.0112,,,74.022,1416048.0
ALB,1996,27400.0,28750.0,0.0322,,,74.113,1384852.0
ALB,1997,27400.0,28750.0,0.0486,,,73.383,1414713.0
ALB,1998,27400.0,28750.0,0.065,,,74.357,1386216.0
ALB,1999,27400.0,28750.0,0.0814,,,74.568,1349592.0
ALB,2000,27400.0,28750.0,0.114097,5.87429667,65.47674561,74.826,1329781.0
ALB,2001,27400.0,28750.0,0.325798,5.8561573,73.92171478,75.083,1305821.0
ALB,2002,27400.0,28750.0,0.390081,5.59802675,78.72909546,75.299,1304298.0
ALB,2003,27400.0,28750.0,0.9719,5.84188986,105.43667603,75.557,1290479.0
ALB,2004,27400.0,28750.0,2.42039,5.82433939,136.50724792,75.951,1275726.0
ALB,2005,27400.0,28750.0,6.04389,5.6621623,149.97515869,76.427,1259700.0
ALB,2006,27400.0,28750.0,9.60999,5.56553745,164.22090149,76.994,1241897.0
ALB,2007,27400.0,28750.0,15.0361,5.85639858,209.31910706,77.691,1222005.0
ALB,2008,27400.0,28750.0,23.86,5.44421673,237.10340881,78.248,1201455.0
ALB,2009,27400.0,28750.0,41.2,5.75751925,236.94244385,78.509,1247208.0
ALB,2010,27400.0,28750.0,45.0,6.16333199,253.98246765,78.414,1259163.0
ALB,2011,27400.0,28750.0,47.0,6.11026192,273.75292969,78.303,1376922.0
ALB,2012,27400.0,28750.0,49.4,6.08504725,260.68319702,78.084,1299606.0
ALB,2013,27400.0,28750.0,51.8,6.20897436,276.0765686,77.995,1184290.0
ALB,2014,27400.0,28750.0,54.3,6.35884142,293.1267395,78.029,1194487.0
ALB,2015,27400.0,28750.0,56.9,6.38810158,253.93347168,78.358,1227883.0
ALB,2016,27400.0,28750.0,59.6,6.65018797,275.43676758,78.643,1254637.0
ALB,2017,27400.0,28750.0,62.4,6.50111914,295.52346802,78.9,1256406.0
ALB,2018,27400.0,28750.0,65.4,6.59002447,349.21127319,79.238,1267869.0
ALB,2019,27400.0,28750.0,68.5504,6.78144073,366.34014893,79.467,1273761.0
ALB,2020,27400.0,28750.0,72.2377,7.46513748,396.17477417,77.824,1238064.0
ALB,2021,27400.0,28750.0,79.3237,7.35750389,465.57043457,76.844,1227911.0
ALB,2022,27400.0,28750.0,82.6137,7.53646231,506.86920166,78.769,1261497.0
ALB,2023,27400.0,28750.0,83.1356,7.05240345,590.62799072,79.602,1279356.0
ALB,2024,,,,,,,1265271.0
AND,1960,,,,,,72.094,
AND,1961,470.0,470.0,,,,72.573,
AND,1962,470.0,470.0,,,,72.993,
AND,1963,470.0,470.0,,,,73.298,
AND,1964,470.0,470.0,,,,73.624,
AND,1965,470.0,470.0,,,,73.856,
AND,1966,470.0,470.0,,,,74.02,
AND,1967,470.0,470.0,,,,74.119,
AND,1968,470.0,470.0,,,,74.22,
AND,1969,470.0,470.0,,,,74.296,
AND,1970,470.0,470.0,,,,74.452,
AND,1971,470.0,470.0,,,,74.615,
AND,1972,470.0,470.0,,,,74.864,
AND,1973,470.0,470.0,,,,75.096,
AND,1974,470.0,470.0,,,,75.34,
AND,1975,470.0,470.0,,,,75.567,
AND,1976,470.0,470.0,,,,75.869,
AND,1977,470.0,470.0,,,,76.154,
AND,1978,470.0,470.0,,,,76.488,
AND,1979,470.0,470.0,,,,76.819,
AND,1980,470.0,470.0,,,,77.137,
AND,1981,470.0,470.0,,,,77.391,
AND,1982,470.0,470.0,,,,77.617,
AND,1983,470.0,470.0,,,,77.787,
AND,1984,470.0,470.0,,,,77.916,
AND,1985,470.0,470.0,,,,78.006,
AND,1986,470.0,470.0,,,,78.107,
AND,1987,470.0,470.0,,,,78.189,
AND,1988,470.0,470.0,,,,78.364,
AND,1989,470.0,470.0,,,,78.557,
AND,1990,470.0,470.0,0.0,,,78.961,
AND,1991,470.0,470.0,,,,79.346,
AND,1992,470.0,470.0,,,,79.794,
AND,1993,470.0,470.0,,,,80.186,
AND,1994,470.0,470.0,,,,80.587,
AND,1995,470.0,470.0,,,,80.804,
AND,1996,470.0,470.0,1.53,,,81.009,
AND,1997,470.0,470.0,3.05,,,81.145,
AND,1998,470.0,470.0,6.89,,,81.28,
AND,1999,470.0,470.0,7.64,,,81.55,
AND,2000,470.0,470.0,10.5388,5.93342304,1294.09118652,81.863,
AND,2001,470.0,470.0,,5.86402225,1378.70837402,82.162,
AND,2002,470.0,470.0,11.2605,5.99621153,1590.68554688,82.448,
AND,2003,470.0,470.0,13.5464,5.54293585,1888.13574219,82.718,
AND,2004,470.0,470.0,26.838,5.27989149,2060.26928711,82.815,
AND,2005,470.0,470.0,37.6058,5.58296251,2279.53051758,83.086,
AND,2006,470.0,470.0,48.9368,4.95078182,2151.95092773,83.374,
AND,2007,470.0,470.0,70.87,4.94078732,2388.17407227,83.632,
AND,2008,470.0,470.0,70.04,5.6787138,2790.11254883,83.855,
AND,2009,470.0,470.0,78.53,6.09363031,2679.67358398,84.1,
AND,2010,470.0,470.0,81.0,7.68835258,3286.52954102,84.197,
AND,2011,470.0,470.0,81.0,7.62052774,3555.52319336,84.296,
AND,2012,470.0,470.0,82.7,6.71966314,2788.69238281,84.334,
AND,2013,470.0,470.0,84.4,6.79758358,2886.97241211,84.406,
AND,2014,470.0,470.0,86.1,6.77313089,3005.21557617,84.485,
AND,2015,470.0,470.0,87.9,6.91368532,2672.49731445,84.532,
AND,2016,470.0,470.0,89.7,6.94162941,2785.64599609,84.489,
AND,2017,470.0,470.0,91.5675,7.07158232,2876.24194336,84.359,
AND,2018,470.0,470.0,,7.37781096,3159.16162109,84.242,
AND,2019,470.0,470.0,90.7187,7.32238626,3021.078125,84.098,
AND,2020,470.0,470.0,93.2056,8.78462029,3282.02587891,79.418,
AND,2021,470.0,470.0,93.8975,8.64671707,3668.44750977,82.331,
AND,2022,470.0,470.0,94.4855,7.52135801,3190.11328125,84.016,
AND,2023,470.0,470.0,95.4456,7.69928026,3605.19799805,84.041,
ARE,1960,,,,,,50.651,
ARE,1961,71020.0,98647.9,,,,51.596,
ARE,1962,71020.0,98647.9,,,,52.546,
ARE,1963,71020.0,98647.9,,,,53.509,
ARE,1964,71020.0,98647.9,,,,54.495,
ARE,1965,71020.0,98647.9,,,,55.512,
ARE,1966,71020.0,98647.9,,,,56.572,
ARE,1967,71020.0,98647.9,,,,57.648,
ARE,1968,71020.0,98647.9,,,,58.727,
ARE,1969,71020.0,98647.9,,,,59.764,
ARE,1970,71020.0,98647.9,,,,60.78,
ARE,1971,71020.0,98647.9,,,,61.753,
ARE,1972,71020.0,98647.9,,,,62.675,
ARE,1973,71020.0,98647.9,,,,63.542,
ARE,1974,71020.0,98647.9,,,,64.351,
ARE,1975,71020.0,98647.9,,,,65.105,
ARE,1976,71020.0,98647.9,,,,65.806,
ARE,1977,71020.0,98647.9,,,,66.471,
ARE,1978,71020.0,98647.9,,,,67.083,
ARE,1979,71020.0,98647.9,,,,67.645,
ARE,1980,71020.0,98647.9,,,,68.157,
ARE,1981,71020.0,98647.9,,,,68.622,
ARE,1982,71020.0,98647.9,,,,69.056,
ARE,1983,71020.0,98647.9,,,,69.448,
ARE,1984,71020.0,98647.9,,,,69.802,
ARE,1985,71020.0,98647.9,,,,70.123,
ARE,1986,71020.0,98647.9,,,,70.41,
ARE,1987,71020.0,98647.9,,,,70.623,
ARE,1988,71020.0,98647.9,,,,70.808,
ARE,1989,71020.0,98647.9,,,,70.96,
ARE,1990,71020.0,98647.9,0.0,,,71.074,993900.0
ARE,1991,71020.0,98647.9,,,,71.144,1065917.0
ARE,1992,71020.0,98647.9,,,,71.166,1139611.0
ARE,1993,71020.0,98647.9,,,,71.159,1217956.0
ARE,1994,71020.0,98647.9,,,,71.204,1294180.0
ARE,1995,71020.0,98647.9,0.103,,,71.392,1373245.0
ARE,1996,71020.0,98647.9,0.375,,,71.82,1477735.0
ARE,1997,71020.0,98647.9,3.3,,,72.559,1607913.0
ARE,1998,71020.0,98647.9,6.91,,,73.66,1749621.0
ARE,1999,71020.0,98647.9,14.9,,,74.982,1901019.0
ARE,2000,71020.0,98647.9,23.6253,2.39504457,706.03112793,76.347,2060609.0
ARE,2001,71020.0,98647.9,26.2718,2.48436403,689.29278564,77.621,2229575.0
ARE,2002,71020.0,98647.9,28.3165,2.71770859,754.26220703,78.721,2406156.0
ARE,2003,71020.0,98647.9,29.478,2.64634395,784.89343262,79.6,2586345.0
ARE,2004,71020.0,98647.9,30.1313,2.46225643,821.74920654,80.272,2768037.0
ARE,2005,71020.0,98647.9,40.0,2.3202107,898.36480713,80.779,2952666.0
ARE,2006,71020.0,98647.9,52.0,2.3254137,1031.14904785,81.155,3202706.0
ARE,2007,71020.0,98647.9,61.0,2.56602693,1176.49328613,81.438,3609902.0
ARE,2008,71020.0,98647.9,63.0,2.92857623,1465.82446289,81.591,4037891.0
ARE,2009,71020.0,98647.9,64.0,4.05000162,1531.02209473,81.679,4270876.0
ARE,2010,71020.0,98647.9,68.0,3.74433136,1619.98864746,81.886,4376792.0
ARE,2011,71020.0,98647.9,78.0,3.56666398,1787.59997559,81.898,4542648.0
ARE,2012,71020.0,98647.9,85.0,3.33596373,1711.38525391,81.913,4738061.0
ARE,2013,71020.0,98647.9,88.0,3.50222182,1789.68579102,81.95,4948156.0
ARE,2014,71020.0,98647.9,90.4,3.53405499,1776.7310791,81.99,5205610.0
ARE,2015,71020.0,98647.9,90.5,3.46609354,1479.49743652,82.076,5517279.0
ARE,2016,71020.0,98647.9,90.6,3.89580107,1592.91906738,82.195,5830903.0
ARE,2017,71020.0,98647.9,94.8199,4.00854969,1695.203125,82.388,6046380.0
ARE,2018,71020.0,98647.9,98.45,4.09854221,1872.58422852,82.449,6158515.0
ARE,2019,71020.0,98647.9,99.15,4.40291262,1962.46728516,82.596,6256531.0
ARE,2020,71020.0,98647.9,100.0,5.82477045,2154.41113281,81.936,6178311.0
ARE,2021,71020.0,98647.9,100.0,5.30494308,2249.96313477,79.083,6160044.0
ARE,2022,71020.0,98647.9,100.0,4.56536388,2240.9050293,80.487,6499963.0
ARE,2023,71020.0,98647.9,100.0,4.97095108,2401.52026367,82.909,6873426.0
ARE,2024,,,100.0,,,,7233386.0
ARG,1960,,,,,,64.242,
ARG,1961,2736690.0,2780400.0,,,,64.631,
ARG,1962,2736690.0,2780400.0,,,,64.618,
ARG,1963,2736690.0,2780400.0,,,,64.855,
ARG,1964,2736690.0,2780400.0,,,,64.816,
ARG,1965,2736690.0,2780400.0,,,,65.053,
ARG,1966,2736690.0,2780400.0,,,,65.398,
ARG,1967,2736690.0,2780400.0,,,,65.467,
ARG,1968,2736690.0,2780400.0,,,,65.234,
ARG,1969,2736690.0,2780400.0,,,,65.085,
ARG,1970,2736690.0,2780400.0,,,,65.647,
ARG,1971,2736690.0,2780400.0,,,,65.619,
ARG,1972,2736690.0,2780400.0,,,,65.953,
ARG,1973,2736690.0,2780400.0,,,,66.186,
ARG,1974,2736690.0,2780400.0,,,,66.405,
ARG,1975,2736690.0,2780400.0,,,,66.965,
ARG,1976,2736690.0,2780400.0,,,,67.03,
ARG,1977,2736690.0,2780400.0,,,,67.595,
ARG,1978,2736690.0,2780400.0,,,,67.999,
ARG,1979,2736690.0,2780400.0,,,,68.434,
ARG,1980,2736690.0,2780400.0,,,,68.576,
ARG,1981,2736690.0,2780400.0,,,,68.858,
ARG,1982,2736690.0,2780400.0,,,,68.973,
ARG,1983,2736690.0,2780400.0,,,,69.29,
ARG,1984,2736690.0,2780400.0,,,,69.353,
ARG,1985,2736690.0,2780400.0,,,,69.879,
ARG,1986,2736690.0,2780400.0,,,,70.281,
ARG,1987,2736690.0,2780400.0,,,,70.699,
ARG,1988,2736690.0,2780400.0,,,,71.097,
ARG,1989,2736690.0,2780400.0,,,,71.502,
ARG,1990,2736690.0,2780400.0,0.0,,,71.615,13464669.0
ARG,1991,2736690.0,2780400.0,,,,72.02,13899045.0
ARG,1992,2736690.0,2780400.0,0.00299,,,72.096,14312489.0
ARG,1993,2736690.0,2780400.0,0.0295,,,72.303,14742103.0
ARG,1994,2736690.0,2780400.0,0.0437,,,72.732,15116295.0
ARG,1995,2736690.0,2780400.0,0.0863,,,72.864,15243917.0
ARG,1996,2736690.0,2780400.0,0.142,,,73.056,15613030.0
ARG,1997,2736690.0,2780400.0,0.28,,,73.407,16058261.0
ARG,1998,2736690.0,2780400.0,0.831,,,73.412,16382407.0
ARG,1999,2736690.0,2780400.0,3.28,,,73.683,16481391.0
ARG,2000,2736690.0,2780400.0,7.03868,8.22001076,702.23309326,73.91,16658086.0
ARG,2001,2736690.0,2780400.0,9.78081,8.26966286,660.63378906,74.154,16713495.0
ARG,2002,2736690.0,2780400.0,10.8821,7.33203077,219.96408081,74.312,16535085.0
ARG,2003,2736690.0,2780400.0,11.9137,6.92670012,261.2038269,74.307,17011226.0
ARG,2004,2736690.0,2780400.0,16.0367,7.09477043,303.31906128,74.871,17502349.0
ARG,2005,2736690.0,2780400.0,17.7206,7.73392439,395.64596558,75.231,17624307.0
ARG,2006,2736690.0,2780400.0,20.9272,7.70940399,456.06246948,75.279,17955872.0
ARG,2007,2736690.0,2780400.0,25.9466,7.86196613,569.27264404,74.783,18001087.0
ARG,2008,2736690.0,2780400.0,28.1126,8.24087811,745.40356445,75.428,18041663.0
ARG,2009,2736690.0,2780400.0,34.0,9.56852913,787.78051758,75.577,18399678.0
ARG,2010,2736690.0,2780400.0,45.0,9.4852438,979.7689209,75.68,18468692.0
ARG,2011,2736690.0,2780400.0,51.0,9.51042366,1208.23120117,76.1,18857586.0
ARG,2012,2736690.0,2780400.0,55.8,9.8851881,1363.21618652,75.802,19006986.0
ARG,2013,2736690.0,2780400.0,59.9,9.92091465,1428.91125488,75.829,19111596.0
ARG,2014,2736690.0,2780400.0,64.7,9.79773045,1291.32458496,76.268,19177885.0
ARG,2015,2736690.0,2780400.0,68.0431,10.27364159,1523.90979004,76.6,19343227.0
ARG,2016,2736690.0,2780400.0,70.969,10.05355549,1276.79785156,76.105,19497873.0
ARG,2017,2736690.0,2780400.0,74.2949,10.26057911,1491.11877441,76.543,19643677.0
