WB_Code,Year,HDI
NOR,2016,0.955
NOR,2017,0.959
NOR,2018,0.962
NOR,2019,0.961
NOR,2020,0.959
NOR,2021,0.961
NPL,1990,0.399
NPL,1991,0.408
NPL,1992,0.416
NPL,1993,0.421
NPL,1994,0.428
NPL,1995,0.433
NPL,1996,0.442
NPL,1997,0.449
NPL,1998,0.455
NPL,1999,0.461
NPL,2000,0.467
NPL,2001,0.469
NPL,2002,0.476
NPL,2003,0.482
NPL,2004,0.489
NPL,2005,0.495
NPL,2006,0.505
NPL,2007,0.509
NPL,2008,0.518
NPL,2009,0.53
NPL,2010,0.543
NPL,2011,0.553
NPL,2012,0.561
NPL,2013,0.57
NPL,2014,0.576
NPL,2015,0.579
NPL,2016,0.586
NPL,2017,0.594
NPL,2018,0.601
NPL,2019,0.611
NPL,2020,0.604
NPL,2021,0.602
NZL,1990,0.806
NZL,1991,0.811
NZL,1992,0.818
NZL,1993,0.833
NZL,1994,0.846
NZL,1995,0.853
NZL,1996,0.857
NZL,1997,0.865
NZL,1998,0.874
NZL,1999,0.878
NZL,2000,0.887
NZL,2001,0.894
NZL,2002,0.897
NZL,2003,0.903
NZL,2004,0.906
NZL,2005,0.912
NZL,2006,0.913
NZL,2007,0.916
NZL,2008,0.915
NZL,2009,0.919
NZL,2010,0.922
NZL,2011,0.922
NZL,2012,0.924
NZL,2013,0.929
NZL,2014,0.93
NZL,2015,0.931
NZL,2016,0.934
NZL,2017,0.935
NZL,2018,0.936
NZL,2019,0.937
NZL,2020,0.936
NZL,2021,0.937
OMN,2000,0.705
OMN,2001,0.716
OMN,2002,0.723
OMN,2003,0.731
OMN,2004,0.739
OMN,2005,0.745
OMN,2006,0.753
OMN,2007,0.762
OMN,2008,0.772
OMN,2009,0.783
OMN,2010,0.788
OMN,2011,0.793
OMN,2012,0.802
OMN,2013,0.809
OMN,2014,0.814
OMN,2015,0.823
OMN,2016,0.833
OMN,2017,0.831
OMN,2018,0.834
OMN,2019,0.839
OMN,2020,0.827
OMN,2021,0.816
PAK,1990,0.4
PAK,1991,0.404
PAK,1992,0.409
PAK,1993,0.41
PAK,1994,0.414
PAK,1995,0.417
PAK,1996,0.423
PAK,1997,0.425
PAK,1998,0.43
PAK,1999,0.435
PAK,2000,0.441
PAK,2001,0.448
PAK,2002,0.454
PAK,2003,0.462
PAK,2004,0.475
PAK,2005,0.484
PAK,2006,0.493
PAK,2007,0.499
PAK,2008,0.498
PAK,2009,0.502
PAK,2010,0.505
PAK,2011,0.508
PAK,2012,0.513
PAK,2013,0.518
PAK,2014,0.527
PAK,2015,0.534
PAK,2016,0.541
PAK,2017,0.543
PAK,2018,0.545
PAK,2019,0.546
PAK,2020,0.543
PAK,2021,0.544
PAN,1990,0.669
PAN,1991,0.672
PAN,1992,0.678
PAN,1993,0.685
PAN,1994,0.687
PAN,1995,0.69
PAN,1996,0.697
PAN,1997,0.703
PAN,1998,0.71
PAN,1999,0.715
PAN,2000,0.721
PAN,2001,0.726
PAN,2002,0.733
PAN,2003,0.737
PAN,2004,0.743
PAN,2005,0.749
PAN,2006,0.754
PAN,2007,0.763
PAN,2008,0.767
PAN,2009,0.769
PAN,2010,0.773
PAN,2011,0.779
PAN,2012,0.785
PAN,2013,0.79
PAN,2014,0.794
PAN,2015,0.8
PAN,2016,0.805
PAN,2017,0.811
PAN,2018,0.814
PAN,2019,0.817
PAN,2020,0.801
PAN,2021,0.805
PER,1990,0.621
PER,1991,0.625
PER,1992,0.625
PER,1993,0.629
PER,1994,0.639
PER,1995,0.647
PER,1996,0.651
PER,1997,0.656
PER,1998,0.664
PER,1999,0.673
PER,2000,0.676
PER,2001,0.684
PER,2002,0.685
PER,2003,0.684
PER,2004,0.69
PER,2005,0.686
PER,2006,0.691
PER,2007,0.7
PER,2008,0.708
PER,2009,0.711
PER,2010,0.725
PER,2011,0.732
PER,2012,0.742
PER,2013,0.75
PER,2014,0.755
PER,2015,0.759
PER,2016,0.765
PER,2017,0.77
PER,2018,0.776
PER,2019,0.78
PER,2020,0.762
PER,2021,0.762
PHL,1990,0.598
PHL,1991,0.599
PHL,1992,0.603
PHL,1993,0.606
PHL,1994,0.609
PHL,1995,0.612
PHL,1996,0.62
PHL,1997,0.625
PHL,1998,0.63
PHL,1999,0.633
PHL,2000,0.633
PHL,2001,0.638
PHL,2002,0.645
PHL,2003,0.65
PHL,2004,0.657
PHL,2005,0.658
PHL,2006,0.659
PHL,2007,0.664
PHL,2008,0.668
PHL,2009,0.667
PHL,2010,0.674
PHL,2011,0.679
PHL,2012,0.685
PHL,2013,0.692
PHL,2014,0.696
PHL,2015,0.698
PHL,2016,0.7
PHL,2017,0.704
PHL,2018,0.71
PHL,2019,0.718
PHL,2020,0.71
PHL,2021,0.699
PLW,2000,0.739
PLW,2001,0.745
PLW,2002,0.75
PLW,2003,0.754
PLW,2004,0.756
PLW,2005,0.767
PLW,2006,0.769
PLW,2007,0.773
PLW,2008,0.772
PLW,2009,0.771
PLW,2010,0.773
PLW,2011,0.776
PLW,2012,0.776
PLW,2013,0.779
PLW,2014,0.779
PLW,2015,0.78
PLW,2016,0.778
PLW,2017,0.775
PLW,2018,0.778
PLW,2019,0.776
PLW,2020,0.773
PLW,2021,0.767
PNG,1990,0.37
PNG,1991,0.38
PNG,1992,0.391
PNG,1993,0.405
PNG,1994,0.419
PNG,1995,0.423
PNG,1996,0.43
PNG,1997,0.432
PNG,1998,0.435
PNG,1999,0.444
PNG,2000,0.447
PNG,2001,0.451
PNG,2002,0.455
PNG,2003,0.461
PNG,2004,0.461
PNG,2005,0.466
PNG,2006,0.469
PNG,2007,0.478
PNG,2008,0.484
PNG,2009,0.49
PNG,2010,0.499
PNG,2011,0.504
PNG,2012,0.513
PNG,2013,0.518
PNG,2014,0.533
PNG,2015,0.541
PNG,2016,0.547
PNG,2017,0.552
PNG,2018,0.554
PNG,2019,0.56
PNG,2020,0.56
PNG,2021,0.558
POL,1990,0.716
POL,1991,0.713
POL,1992,0.718
POL,1993,0.731
POL,1994,0.741
POL,1995,0.746
POL,1996,0.755
POL,1997,0.766
POL,1998,0.776
POL,1999,0.783
POL,2000,0.793
POL,2001,0.799
POL,2002,0.806
POL,2003,0.811
POL,2004,0.809
POL,2005,0.815
POL,2006,0.82
POL,2007,0.825
POL,2008,0.831
POL,2009,0.835
POL,2010,0.841
POL,2011,0.847
POL,2012,0.852
POL,2013,0.863
POL,2014,0.865
POL,2015,0.868
POL,2016,0.872
POL,2017,0.875
POL,2018,0.877
POL,2019,0.881
POL,2020,0.876
POL,2021,0.876
PRT,1990,0.701
PRT,1991,0.711
PRT,1992,0.727
PRT,1993,0.741
PRT,1994,0.754
PRT,1995,0.761
PRT,1996,0.769
PRT,1997,0.778
PRT,1998,0.786
PRT,1999,0.785
PRT,2000,0.791
PRT,2001,0.797
PRT,2002,0.798
PRT,2003,0.802
PRT,2004,0.805
PRT,2005,0.806
PRT,2006,0.811
PRT,2007,0.818
PRT,2008,0.822
PRT,2009,0.825
PRT,2010,0.829
PRT,2011,0.835
PRT,2012,0.836
PRT,2013,0.845
PRT,2014,0.848
PRT,2015,0.85
PRT,2016,0.853
PRT,2017,0.859
PRT,2018,0.86
PRT,2019,0.867
PRT,2020,0.863
PRT,2021,0.866
PRY,1990,0.595
PRY,1991,0.6
PRY,1992,0.605
PRY,1993,0.612
PRY,1994,0.617
PRY,1995,0.623
PRY,1996,0.632
PRY,1997,0.638
PRY,1998,0.644
PRY,1999,0.649
PRY,2000,0.649
PRY,2001,0.655
PRY,2002,0.662
PRY,2003,0.655
PRY,2004,0.662
PRY,2005,0.664
PRY,2006,0.664
PRY,2007,0.669
PRY,2008,0.679
PRY,2009,0.677
PRY,2010,0.685
PRY,2011,0.696
PRY,2012,0.702
PRY,2013,0.715
PRY,2014,0.716
PRY,2015,0.723
PRY,2016,0.721
PRY,2017,0.724
PRY,2018,0.727
PRY,2019,0.732
PRY,2020,0.73
PRY,2021,0.717
PSE,2004,0.651
PSE,2005,0.662
PSE,2006,0.663
PSE,2007,0.672
PSE,2008,0.677
PSE,2009,0.682
PSE,2010,0.687
PSE,2011,0.694
PSE,2012,0.701
PSE,2013,0.703
PSE,2014,0.698
PSE,2015,0.71
PSE,2016,0.715
PSE,2017,0.719
PSE,2018,0.723
PSE,2019,0.727
PSE,2020,0.716
PSE,2021,0.715
QAT,1990,0.758
QAT,1991,0.754
QAT,1992,0.756
QAT,1993,0.763
QAT,1994,0.77
QAT,1995,0.775
QAT,1996,0.782
QAT,1997,0.795
QAT,1998,0.799
QAT,1999,0.802
QAT,2000,0.801
QAT,2001,0.803
QAT,2002,0.809
QAT,2003,0.819
QAT,2004,0.822
QAT,2005,0.827
QAT,2006,0.825
QAT,2007,0.834
QAT,2008,0.84
QAT,2009,0.838
QAT,2010,0.834
QAT,2011,0.844
QAT,2012,0.829
QAT,2013,0.834
QAT,2014,0.839
QAT,2015,0.846
QAT,2016,0.85
QAT,2017,0.849
QAT,2018,0.853
QAT,2019,0.859
QAT,2020,0.854
QAT,2021,0.855
ROU,1990,0.703
ROU,1991,0.689
ROU,1992,0.679
ROU,1993,0.68
ROU,1994,0.682
ROU,1995,0.688
ROU,1996,0.693
ROU,1997,0.696
ROU,1998,0.7
ROU,1999,0.708
ROU,2000,0.715
ROU,2001,0.722
ROU,2002,0.729
ROU,2003,0.732
ROU,2004,0.742
ROU,2005,0.756
ROU,2006,0.77
ROU,2007,0.786
ROU,2008,0.806
ROU,2009,0.809
ROU,2010,0.807
ROU,2011,0.808
ROU,2012,0.805
ROU,2013,0.81
ROU,2014,0.811
ROU,2015,0.813
ROU,2016,0.816
ROU,2017,0.823
ROU,2018,0.827
ROU,2019,0.832
ROU,2020,0.824
ROU,2021,0.821
RUS,1990,0.743
RUS,1991,0.741
RUS,1992,0.728
RUS,1993,0.71
RUS,1994,0.698
RUS,1995,0.698
RUS,1996,0.708
RUS,1997,0.716
RUS,1998,0.719
RUS,1999,0.721
RUS,2000,0.732
RUS,2001,0.74
RUS,2002,0.746
RUS,2003,0.754
RUS,2004,0.761
RUS,2005,0.764
RUS,2006,0.775
RUS,2007,0.786
RUS,2008,0.791
RUS,2009,0.789
RUS,2010,0.796
RUS,2011,0.808
RUS,2012,0.811
RUS,2013,0.817
RUS,2014,0.818
RUS,2015,0.824
RUS,2016,0.828
RUS,2017,0.833
RUS,2018,0.841
RUS,2019,0.845
RUS,2020,0.83
RUS,2021,0.822
RWA,1995,0.308914003
RWA,1996,0.319764082
RWA,1997,0.302
RWA,1998,0.309
RWA,1999,0.324
RWA,2000,0.34
RWA,2001,0.35
RWA,2002,0.369
RWA,2003,0.385
RWA,2004,0.406
RWA,2005,0.422
RWA,2006,0.442
RWA,2007,0.456
RWA,2008,0.467
RWA,2009,0.48
RWA,2010,0.489
RWA,2011,0.497
RWA,2012,0.506
RWA,2013,0.508
RWA,2014,0.513
RWA,2015,0.515
RWA,2016,0.524
RWA,2017,0.526
RWA,2018,0.528
RWA,2019,0.534
RWA,2020,0.532
RWA,2021,0.534
SAU,1990,0.678
SAU,1991,0.688
SAU,1992,0.694
SAU,1993,0.699
SAU,1994,0.704
SAU,1995,0.709
SAU,1996,0.715
SAU,1997,0.72
SAU,1998,0.727
SAU,1999,0.73
SAU,2000,0.737
SAU,2001,0.744
SAU,2002,0.75
SAU,2003,0.76
SAU,2004,0.77
SAU,2005,0.78
SAU,2006,0.787
SAU,2007,0.794
SAU,2008,0.802
SAU,2009,0.807
SAU,2010,0.816
SAU,2011,0.828
SAU,2012,0.837
SAU,2013,0.845
SAU,2014,0.852
SAU,2015,0.859
SAU,2016,0.864
SAU,2017,0.86
SAU,2018,0.865
SAU,2019,0.873
SAU,2020,0.87
SAU,2021,0.875
SDN,1990,0.336
SDN,1991,0.342
SDN,1992,0.331
SDN,1993,0.34
SDN,1994,0.383
SDN,1995,0.371
SDN,1996,0.379
SDN,1997,0.388
SDN,1998,0.376
SDN,1999,0.413
SDN,2000,0.424
SDN,2001,0.431
SDN,2002,0.436
SDN,2003,0.439
SDN,2004,0.441
SDN,2005,0.448
SDN,2006,0.465
SDN,2007,0.47
SDN,2008,0.478
SDN,2009,0.486
SDN,2010,0.486
SDN,2011,0.487
SDN,2012,0.493
SDN,2013,0.497
SDN,2014,0.504
SDN,2015,0.508
SDN,2016,0.511
SDN,2017,0.514
SDN,2018,0.514
SDN,2019,0.514
SDN,2020,0.51
SDN,2021,0.508
SEN,1990,0.373
SEN,1991,0.374
SEN,1992,0.375
SEN,1993,0.374
SEN,1994,0.374
SEN,1995,0.375
SEN,1996,0.376
SEN,1997,0.377
SEN,1998,0.379
SEN,1999,0.382
SEN,2000,0.388
SEN,2001,0.394
SEN,2002,0.398
SEN,2003,0.405
SEN,2004,0.412
SEN,2005,0.419
SEN,2006,0.427
SEN,2007,0.439
SEN,2008,0.451
SEN,2009,0.459
SEN,2010,0.468
SEN,2011,0.482
SEN,2012,0.49
SEN,2013,0.496
SEN,2014,0.502
SEN,2015,0.505
SEN,2016,0.507
SEN,2017,0.509
SEN,2018,0.512
SEN,2019,0.513
SEN,2020,0.513
SEN,2021,0.511
SGP,1990,0.727
SGP,1991,0.737
SGP,1992,0.748
SGP,1993,0.758
SGP,1994,0.77
SGP,1995,0.779
SGP,1996,0.789
SGP,1997,0.802
SGP,1998,0.81
SGP,1999,0.82
SGP,2000,0.831
SGP,2001,0.833
SGP,2002,0.84
SGP,2003,0.845
SGP,2004,0.851
SGP,2005,0.875
SGP,2006,0.881
SGP,2007,0.887
SGP,2008,0.892
SGP,2009,0.892
SGP,2010,0.91
SGP,2011,0.915
SGP,2012,0.92
SGP,2013,0.923
SGP,2014,0.928
SGP,2015,0.93
SGP,2016,0.934
SGP,2017,0.935
SGP,2018,0.94
SGP,2019,0.943
SGP,2020,0.939
SGP,2021,0.939
SLB,1999,0.499
SLB,2000,0.486
SLB,2001,0.49
SLB,2002,0.496
SLB,2003,0.501
SLB,2004,0.507
SLB,2005,0.512
SLB,2006,0.52
SLB,2007,0.523
SLB,2008,0.531
SLB,2009,0.538
SLB,2010,0.55
SLB,2011,0.553
SLB,2012,0.554
SLB,2013,0.559
SLB,2014,0.558
SLB,2015,0.559
SLB,2016,0.56
SLB,2017,0.564
SLB,2018,0.566
SLB,2019,0.567
SLB,2020,0.565
SLB,2021,0.564
SLE,1990,0.312
SLE,1991,0.305
SLE,1992,0.305
SLE,1993,0.312
SLE,1994,0.312
SLE,1995,0.314
SLE,1996,0.312
SLE,1997,0.307
SLE,1998,0.305
SLE,1999,0.301
SLE,2000,0.318
SLE,2001,0.331
SLE,2002,0.347
SLE,2003,0.357
SLE,2004,0.364
SLE,2005,0.372
SLE,2006,0.382
SLE,2007,0.397
SLE,2008,0.409
SLE,2009,0.42
SLE,2010,0.427
SLE,2011,0.433
SLE,2012,0.447
SLE,2013,0.459
SLE,2014,0.461
SLE,2015,0.453
SLE,2016,0.457
SLE,2017,0.466
SLE,2018,0.47
SLE,2019,0.48
SLE,2020,0.475
SLE,2021,0.477
SLV,1990,0.525
SLV,1991,0.536
SLV,1992,0.548
SLV,1993,0.558
SLV,1994,0.568
SLV,1995,0.578
SLV,1996,0.587
SLV,1997,0.597
SLV,1998,0.605
SLV,1999,0.609
SLV,2000,0.617
SLV,2001,0.619
SLV,2002,0.626
SLV,2003,0.631
SLV,2004,0.636
SLV,2005,0.641
SLV,2006,0.646
SLV,2007,0.651
SLV,2008,0.653
SLV,2009,0.653
SLV,2010,0.659
SLV,2011,0.661
SLV,2012,0.664
SLV,2013,0.667
SLV,2014,0.666
SLV,2015,0.668
SLV,2016,0.671
SLV,2017,0.674
SLV,2018,0.68
SLV,2019,0.683
SLV,2020,0.672
SLV,2021,0.675
SMR,2018,0.86
SMR,2019,0.862
SMR,2020,0.845
SMR,2021,0.853
SRB,1995,0.674
SRB,1996,0.679
SRB,1997,0.685
SRB,1998,0.687
SRB,1999,0.677
SRB,2000,0.69
SRB,2001,0.7
SRB,2002,0.702
SRB,2003,0.711
SRB,2004,0.723
SRB,2005,0.734
SRB,2006,0.746
SRB,2007,0.754
SRB,2008,0.765
SRB,2009,0.766
SRB,2010,0.767
SRB,2011,0.777
SRB,2012,0.78
SRB,2013,0.785
SRB,2014,0.788
SRB,2015,0.794
SRB,2016,0.8
SRB,2017,0.802
SRB,2018,0.808
SRB,2019,0.811
SRB,2020,0.804
SRB,2021,0.802
SSD,2010,0.43
SSD,2011,0.433
SSD,2012,0.397
SSD,2013,0.411
SSD,2014,0.41
SSD,2015,0.412
SSD,2016,0.402
SSD,2017,0.395
SSD,2018,0.395
SSD,2019,0.393
SSD,2020,0.386
SSD,2021,0.385
STP,1990,0.485
STP,1991,0.484
STP,1992,0.485
STP,1993,0.485
STP,1994,0.487
STP,1995,0.488
STP,1996,0.491
STP,1997,0.492
STP,1998,0.494
STP,1999,0.498
STP,2000,0.501
STP,2001,0.507
STP,2002,0.511
STP,2003,0.519
STP,2004,0.525
STP,2005,0.531
STP,2006,0.542
STP,2007,0.545
STP,2008,0.546
STP,2009,0.552
STP,2010,0.554
STP,2011,0.556
STP,2012,0.562
STP,2013,0.573
STP,2014,0.584
STP,2015,0.596
STP,2016,0.603
STP,2017,0.612
STP,2018,0.617
STP,2019,0.622
STP,2020,0.619
STP,2021,0.618
SUR,2004,0.674
SUR,2005,0.683
SUR,2006,0.691
SUR,2007,0.701
SUR,2008,0.709
SUR,2009,0.717
SUR,2010,0.723
SUR,2011,0.728
SUR,2012,0.731
SUR,2013,0.734
SUR,2014,0.736
SUR,2015,0.744
SUR,2016,0.747
SUR,2017,0.75
SUR,2018,0.755
SUR,2019,0.755
SUR,2020,0.743
SUR,2021,0.73
SVK,1990,0.692
SVK,1991,0.69
SVK,1992,0.694
SVK,1993,0.701
SVK,1994,0.711
SVK,1995,0.72
SVK,1996,0.73
SVK,1997,0.738
SVK,1998,0.748
SVK,1999,0.755
SVK,2000,0.763
SVK,2001,0.77
SVK,2002,0.779
SVK,2003,0.784
SVK,2004,0.794
SVK,2005,0.803
SVK,2006,0.812
SVK,2007,0.823
SVK,2008,0.831
SVK,2009,0.833
SVK,2010,0.84
SVK,2011,0.844
SVK,2012,0.845
SVK,2013,0.848
SVK,2014,0.849
SVK,2015,0.851
SVK,2016,0.854
SVK,2017,0.856
SVK,2018,0.859
SVK,2019,0.862
SVK,2020,0.857
SVK,2021,0.848
SVN,1995,0.76
SVN,1996,0.771
SVN,1997,0.782
SVN,1998,0.794
SVN,1999,0.812
SVN,2000,0.821
SVN,2001,0.837
SVN,2002,0.848
SVN,2003,0.858
SVN,2004,0.865
SVN,2005,0.869
SVN,2006,0.878
SVN,2007,0.882
SVN,2008,0.888
SVN,2009,0.887
SVN,2010,0.89
SVN,2011,0.892
SVN,2012,0.891
SVN,2013,0.9
SVN,2014,0.902
SVN,2015,0.903
SVN,2016,0.91
SVN,2017,0.913
SVN,2018,0.917
SVN,2019,0.921
SVN,2020,0.913
SVN,2021,0.918
SWE,1990,0.81
SWE,1991,0.813
SWE,1992,0.82
SWE,1993,0.84
SWE,1994,0.851
SWE,1995,0.86
SWE,1996,0.868
SWE,1997,0.879
SWE,1998,0.894
SWE,1999,0.899
SWE,2000,0.904
SWE,2001,0.907
SWE,2002,0.91
SWE,2003,0.915
SWE,2004,0.9
SWE,2005,0.902
SWE,2006,0.906
SWE,2007,0.908
SWE,2008,0.905
SWE,2009,0.904
SWE,2010,0.91
SWE,2011,0.911
SWE,2012,0.911
SWE,2013,0.932
SWE,2014,0.935
SWE,2015,0.937
SWE,2016,0.939
SWE,2017,0.941
SWE,2018,0.942
SWE,2019,0.947
SWE,2020,0.942
SWE,2021,0.947
SWZ,1990,0.545
SWZ,1991,0.543
SWZ,1992,0.54
SWZ,1993,0.532
SWZ,1994,0.523
SWZ,1995,0.518
SWZ,1996,0.509
SWZ,1997,0.5
SWZ,1998,0.49
SWZ,1999,0.482
SWZ,2000,0.471
SWZ,2001,0.463
SWZ,2002,0.451
SWZ,2003,0.446
SWZ,2004,0.444
SWZ,2005,0.446
SWZ,2006,0.462
SWZ,2007,0.471
SWZ,2008,0.479
SWZ,2009,0.486
SWZ,2010,0.503
SWZ,2011,0.517
SWZ,2012,0.531
SWZ,2013,0.546
SWZ,2014,0.559
SWZ,2015,0.575
SWZ,2016,0.586
SWZ,2017,0.596
SWZ,2018,0.607
SWZ,2019,0.615
SWZ,2020,0.61
SWZ,2021,0.597
SYC,2000,0.744
SYC,2001,0.741
SYC,2002,0.742
SYC,2003,0.746
SYC,2004,0.747
SYC,2005,0.762
SYC,2006,0.753
SYC,2007,0.77
SYC,2008,0.771
SYC,2009,0.77
SYC,2010,0.776
SYC,2011,0.766
SYC,2012,0.786
SYC,2013,0.787
SYC,2014,0.796
SYC,2015,0.796
SYC,2016,0.796
SYC,2017,0.796
SYC,2018,0.8
SYC,2019,0.802
SYC,2020,0.793
SYC,2021,0.785
SYR,1990,0.562
SYR,1991,0.567
SYR,1992,0.573
SYR,1993,0.574
SYR,1994,0.577
SYR,1995,0.579
SYR,1996,0.582
SYR,1997,0.585
SYR,1998,0.587
SYR,1999,0.586
SYR,2000,0.587
SYR,2001,0.596
SYR,2002,0.603
SYR,2003,0.615
SYR,2004,0.627
SYR,2005,0.64
SYR,2006,0.65
SYR,2007,0.659
SYR,2008,0.653
SYR,2009,0.659
SYR,2010,0.66
SYR,2011,0.691
SYR,2012,0.65
SYR,2013,0.573
SYR,2014,0.553
SYR,2015,0.556
SYR,2016,0.56
SYR,2017,0.572
SYR,2018,0.58
SYR,2019,0.584
SYR,2020,0.577
SYR,2021,0.577
TCD,2000,0.34049037
TCD,2001,0.301
TCD,2002,0.307
TCD,2003,0.307
TCD,2004,0.325
TCD,2005,0.327
TCD,2006,0.327
TCD,2007,0.337
TCD,2008,0.341
TCD,2009,0.355
TCD,2010,0.362
TCD,2011,0.372
TCD,2012,0.381
TCD,2013,0.386
TCD,2014,0.393
TCD,2015,0.389
TCD,2016,0.391
TCD,2017,0.393
TCD,2018,0.398
TCD,2019,0.403
TCD,2020,0.397
TCD,2021,0.394
TGO,1990,0.41
TGO,1991,0.414
TGO,1992,0.406
TGO,1993,0.398
TGO,1994,0.404
TGO,1995,0.419
TGO,1996,0.429
TGO,1997,0.438
TGO,1998,0.439
TGO,1999,0.443
TGO,2000,0.446
TGO,2001,0.449
TGO,2002,0.454
TGO,2003,0.46
TGO,2004,0.459
TGO,2005,0.458
TGO,2006,0.464
TGO,2007,0.457
TGO,2008,0.464
TGO,2009,0.472
TGO,2010,0.477
TGO,2011,0.487
TGO,2012,0.491
TGO,2013,0.499
TGO,2014,0.505
TGO,2015,0.514
TGO,2016,0.518
TGO,2017,0.524
TGO,2018,0.528
TGO,2019,0.535
TGO,2020,0.535
TGO,2021,0.539
THA,1990,0.576
THA,1991,0.585
THA,1992,0.595
THA,1993,0.604
THA,1994,0.613
THA,1995,0.619
THA,1996,0.628
THA,1997,0.635
THA,1998,0.64
THA,1999,0.646
THA,2000,0.653
THA,2001,0.664
THA,2002,0.676
THA,2003,0.687
THA,2004,0.697
THA,2005,0.706
THA,2006,0.712
THA,2007,0.724
THA,2008,0.727
THA,2009,0.73
THA,2010,0.737
THA,2011,0.743
THA,2012,0.746
THA,2013,0.747
THA,2014,0.778
THA,2015,0.781
THA,2016,0.785
THA,2017,0.79
THA,2018,0.795
THA,2019,0.804
THA,2020,0.802
THA,2021,0.8
TJK,1990,0.628
TJK,1991,0.622
TJK,1992,0.57
TJK,1993,0.542
TJK,1994,0.547
TJK,1995,0.547
TJK,1996,0.531
TJK,1997,0.54
TJK,1998,0.547
TJK,1999,0.553
TJK,2000,0.56
TJK,2001,0.569
TJK,2002,0.579
TJK,2003,0.594
TJK,2004,0.606
TJK,2005,0.612
TJK,2006,0.622
TJK,2007,0.625
TJK,2008,0.639
TJK,2009,0.633
TJK,2010,0.636
TJK,2011,0.635
TJK,2012,0.643
TJK,2013,0.656
TJK,2014,0.656
TJK,2015,0.657
TJK,2016,0.66
TJK,2017,0.665
TJK,2018,0.671
TJK,2019,0.676
TJK,2020,0.664
TJK,2021,0.685
TKM,2005,0.66
TKM,2006,0.67
TKM,2007,0.682
TKM,2008,0.693
TKM,2009,0.701
TKM,2010,0.711
TKM,2011,0.72
TKM,2012,0.727
TKM,2013,0.73
TKM,2014,0.734
TKM,2015,0.74
TKM,2016,0.742
TKM,2017,0.741
TKM,2018,0.746
TKM,2019,0.742
TKM,2020,0.741
TKM,2021,0.745
TLS,2002,0.508
TLS,2003,0.508
TLS,2004,0.521
TLS,2005,0.538
TLS,2006,0.563
TLS,2007,0.585
TLS,2008,0.611
TLS,2009,0.609
TLS,2010,0.619
TLS,2011,0.638
TLS,2012,0.635
TLS,2013,0.63
TLS,2014,0.622
TLS,2015,0.614
TLS,2016,0.604
TLS,2017,0.606
TLS,2018,0.605
TLS,2019,0.614
TLS,2020,0.614
TLS,2021,0.607
TON,1990,0.645
TON,1991,0.652
TON,1992,0.656
TON,1993,0.663
TON,1994,0.672
TON,1995,0.676
TON,1996,0.678
TON,1997,0.68
TON,1998,0.685
TON,1999,0.688
TON,2000,0.685
TON,2001,0.688
TON,2002,0.694
TON,2003,0.701
TON,2004,0.702
TON,2005,0.702
TON,2006,0.703
TON,2007,0.704
TON,2008,0.709
TON,2009,0.708
TON,2010,0.713
TON,2011,0.72
TON,2012,0.723
TON,2013,0.725
TON,2014,0.727
TON,2015,0.73
TON,2016,0.735
TON,2017,0.74
TON,2018,0.742
TON,2019,0.744
TON,2020,0.745
TON,2021,0.745
TTO,1990,0.66
TTO,1991,0.665
TTO,1992,0.663
TTO,1993,0.667
TTO,1994,0.67
TTO,1995,0.678
TTO,1996,0.684
TTO,1997,0.69
TTO,1998,0.7
TTO,1999,0.703
TTO,2000,0.712
TTO,2001,0.721
TTO,2002,0.732
TTO,2003,0.737
TTO,2004,0.752
TTO,2005,0.758
TTO,2006,0.767
TTO,2007,0.773
TTO,2008,0.777
TTO,2009,0.787
TTO,2010,0.79
TTO,2011,0.794
TTO,2012,0.8
TTO,2013,0.806
TTO,2014,0.809
TTO,2015,0.816
TTO,2016,0.815
TTO,2017,0.817
TTO,2018,0.815
TTO,2019,0.821
TTO,2020,0.818
TTO,2021,0.81
TUN,1990,0.576
TUN,1991,0.581
TUN,1992,0.588
TUN,1993,0.594
TUN,1994,0.604
TUN,1995,0.611
TUN,1996,0.62
TUN,1997,0.627
TUN,1998,0.639
TUN,1999,0.65
TUN,2000,0.658
TUN,2001,0.665
TUN,2002,0.67
TUN,2003,0.677
TUN,2004,0.687
TUN,2005,0.694
TUN,2006,0.7
TUN,2007,0.706
TUN,2008,0.711
TUN,2009,0.715
TUN,2010,0.72
TUN,2011,0.722
TUN,2012,0.724
TUN,2013,0.727
TUN,2014,0.73
TUN,2015,0.733
TUN,2016,0.737
TUN,2017,0.74
TUN,2018,0.743
TUN,2019,0.745
TUN,2020,0.737
TUN,2021,0.731
TUR,1990,0.6
TUR,1991,0.604
TUR,1992,0.61
TUR,1993,0.617
TUR,1994,0.618
TUR,1995,0.625
TUR,1996,0.633
TUR,1997,0.641
TUR,1998,0.652
TUR,1999,0.655
TUR,2000,0.67
TUR,2001,0.674
TUR,2002,0.684
TUR,2003,0.69
TUR,2004,0.695
TUR,2005,0.7
TUR,2006,0.71
TUR,2007,0.717
TUR,2008,0.721
TUR,2009,0.728
TUR,2010,0.749
TUR,2011,0.762
TUR,2012,0.769
TUR,2013,0.799
TUR,2014,0.809
TUR,2015,0.817
TUR,2016,0.823
TUR,2017,0.833
TUR,2018,0.839
TUR,2019,0.842
TUR,2020,0.833
TUR,2021,0.838
TUV,1990,0.559
TUV,1991,0.562
TUV,1992,0.558
