WB_Code,Year,HDI
JAM,2015,0.713
JAM,2016,0.712
JAM,2017,0.715
JAM,2018,0.716
JAM,2019,0.719
JAM,2020,0.713
JAM,2021,0.709
JOR,1990,0.622
JOR,1991,0.625
JOR,1992,0.637
JOR,1993,0.641
JOR,1994,0.644
JOR,1995,0.651
JOR,1996,0.655
JOR,1997,0.661
JOR,1998,0.666
JOR,1999,0.671
JOR,2000,0.678
JOR,2001,0.685
JOR,2002,0.692
JOR,2003,0.698
JOR,2004,0.709
JOR,2005,0.716
JOR,2006,0.722
JOR,2007,0.729
JOR,2008,0.734
JOR,2009,0.731
JOR,2010,0.725
JOR,2011,0.721
JOR,2012,0.721
JOR,2013,0.719
JOR,2014,0.719
JOR,2015,0.718
JOR,2016,0.718
JOR,2017,0.718
JOR,2018,0.723
JOR,2019,0.727
JOR,2020,0.723
JOR,2021,0.72
JPN,1990,0.845
JPN,1991,0.849
JPN,1992,0.85
JPN,1993,0.855
JPN,1994,0.861
JPN,1995,0.863
JPN,1996,0.868
JPN,1997,0.871
JPN,1998,0.871
JPN,1999,0.872
JPN,2000,0.877
JPN,2001,0.88
JPN,2002,0.882
JPN,2003,0.884
JPN,2004,0.888
JPN,2005,0.889
JPN,2006,0.892
JPN,2007,0.895
JPN,2008,0.895
JPN,2009,0.896
JPN,2010,0.898
JPN,2011,0.899
JPN,2012,0.905
JPN,2013,0.91
JPN,2014,0.914
JPN,2015,0.918
JPN,2016,0.921
JPN,2017,0.922
JPN,2018,0.923
JPN,2019,0.924
JPN,2020,0.923
JPN,2021,0.925
KAZ,1990,0.673
KAZ,1991,0.668
KAZ,1992,0.667
KAZ,1993,0.663
KAZ,1994,0.657
KAZ,1995,0.655
KAZ,1996,0.659
KAZ,1997,0.663
KAZ,1998,0.666
KAZ,1999,0.671
KAZ,2000,0.68
KAZ,2001,0.695
KAZ,2002,0.706
KAZ,2003,0.718
KAZ,2004,0.73
KAZ,2005,0.739
KAZ,2006,0.752
KAZ,2007,0.758
KAZ,2008,0.758
KAZ,2009,0.761
KAZ,2010,0.767
KAZ,2011,0.775
KAZ,2012,0.783
KAZ,2013,0.792
KAZ,2014,0.799
KAZ,2015,0.805
KAZ,2016,0.805
KAZ,2017,0.811
KAZ,2018,0.814
KAZ,2019,0.819
KAZ,2020,0.814
KAZ,2021,0.811
KEN,1990,0.474
KEN,1991,0.474
KEN,1992,0.473
KEN,1993,0.471
KEN,1994,0.473
KEN,1995,0.475
KEN,1996,0.477
KEN,1997,0.477
KEN,1998,0.479
KEN,1999,0.48
KEN,2000,0.481
KEN,2001,0.485
KEN,2002,0.485
KEN,2003,0.495
KEN,2004,0.508
KEN,2005,0.516
KEN,2006,0.525
KEN,2007,0.533
KEN,2008,0.539
KEN,2009,0.539
KEN,2010,0.545
KEN,2011,0.55
KEN,2012,0.552
KEN,2013,0.554
KEN,2014,0.558
KEN,2015,0.561
KEN,2016,0.569
KEN,2017,0.572
KEN,2018,0.577
KEN,2019,0.581
KEN,2020,0.578
KEN,2021,0.575
KGZ,1990,0.638
KGZ,1991,0.632
KGZ,1992,0.622
KGZ,1993,0.609
KGZ,1994,0.591
KGZ,1995,0.587
KGZ,1996,0.594
KGZ,1997,0.603
KGZ,1998,0.609
KGZ,1999,0.616
KGZ,2000,0.621
KGZ,2001,0.63
KGZ,2002,0.631
KGZ,2003,0.64
KGZ,2004,0.643
KGZ,2005,0.644
KGZ,2006,0.65
KGZ,2007,0.656
KGZ,2008,0.66
KGZ,2009,0.663
KGZ,2010,0.664
KGZ,2011,0.665
KGZ,2012,0.675
KGZ,2013,0.682
KGZ,2014,0.688
KGZ,2015,0.69
KGZ,2016,0.693
KGZ,2017,0.696
KGZ,2018,0.698
KGZ,2019,0.698
KGZ,2020,0.689
KGZ,2021,0.692
KHM,1990,0.378
KHM,1991,0.383
KHM,1992,0.387
KHM,1993,0.39
KHM,1994,0.392
KHM,1995,0.397
KHM,1996,0.4
KHM,1997,0.404
KHM,1998,0.407
KHM,1999,0.416
KHM,2000,0.425
KHM,2001,0.441
KHM,2002,0.461
KHM,2003,0.475
KHM,2004,0.488
KHM,2005,0.499
KHM,2006,0.51
KHM,2007,0.521
KHM,2008,0.528
KHM,2009,0.534
KHM,2010,0.54
KHM,2011,0.548
KHM,2012,0.555
KHM,2013,0.562
KHM,2014,0.569
KHM,2015,0.574
KHM,2016,0.581
KHM,2017,0.586
KHM,2018,0.591
KHM,2019,0.598
KHM,2020,0.596
KHM,2021,0.593
KIR,2000,0.549
KIR,2001,0.59
KIR,2002,0.587
KIR,2003,0.593
KIR,2004,0.59
KIR,2005,0.591
KIR,2006,0.586
KIR,2007,0.587
KIR,2008,0.588
KIR,2009,0.585
KIR,2010,0.589
KIR,2011,0.587
KIR,2012,0.594
KIR,2013,0.602
KIR,2014,0.61
KIR,2015,0.622
KIR,2016,0.617
KIR,2017,0.621
KIR,2018,0.622
KIR,2019,0.63
KIR,2020,0.623
KIR,2021,0.624
KNA,2005,0.746
KNA,2006,0.75
KNA,2007,0.753
KNA,2008,0.757
KNA,2009,0.758
KNA,2010,0.759
KNA,2011,0.764
KNA,2012,0.766
KNA,2013,0.77
KNA,2014,0.772
KNA,2015,0.772
KNA,2016,0.779
KNA,2017,0.778
KNA,2018,0.779
KNA,2019,0.783
KNA,2020,0.779
KNA,2021,0.777
KOR,1990,0.737
KOR,1991,0.747
KOR,1992,0.754
KOR,1993,0.763
KOR,1994,0.773
KOR,1995,0.783
KOR,1996,0.793
KOR,1997,0.806
KOR,1998,0.804
KOR,1999,0.815
KOR,2000,0.825
KOR,2001,0.833
KOR,2002,0.84
KOR,2003,0.844
KOR,2004,0.852
KOR,2005,0.86
KOR,2006,0.866
KOR,2007,0.871
KOR,2008,0.875
KOR,2009,0.877
KOR,2010,0.89
KOR,2011,0.896
KOR,2012,0.897
KOR,2013,0.901
KOR,2014,0.906
KOR,2015,0.909
KOR,2016,0.912
KOR,2017,0.916
KOR,2018,0.919
KOR,2019,0.923
KOR,2020,0.922
KOR,2021,0.925
KWT,1990,0.718
KWT,1991,0.68
KWT,1992,0.678
KWT,1993,0.705
KWT,1994,0.733
KWT,1995,0.759
KWT,1996,0.782
KWT,1997,0.786
KWT,1998,0.789
KWT,1999,0.787
KWT,2000,0.787
KWT,2001,0.781
KWT,2002,0.784
KWT,2003,0.793
KWT,2004,0.797
KWT,2005,0.798
KWT,2006,0.799
KWT,2007,0.802
KWT,2008,0.807
KWT,2009,0.81
KWT,2010,0.813
KWT,2011,0.82
KWT,2012,0.826
KWT,2013,0.819
KWT,2014,0.823
KWT,2015,0.83
KWT,2016,0.833
KWT,2017,0.835
KWT,2018,0.836
KWT,2019,0.839
KWT,2020,0.822
KWT,2021,0.831
LAO,1990,0.405
LAO,1991,0.412
LAO,1992,0.417
LAO,1993,0.424
LAO,1994,0.432
LAO,1995,0.434
LAO,1996,0.447
LAO,1997,0.454
LAO,1998,0.46
LAO,1999,0.466
LAO,2000,0.47
LAO,2001,0.476
LAO,2002,0.484
LAO,2003,0.493
LAO,2004,0.5
LAO,2005,0.51
LAO,2006,0.511
LAO,2007,0.525
LAO,2008,0.532
LAO,2009,0.543
LAO,2010,0.551
LAO,2011,0.563
LAO,2012,0.572
LAO,2013,0.582
LAO,2014,0.592
LAO,2015,0.599
LAO,2016,0.604
LAO,2017,0.607
LAO,2018,0.607
LAO,2019,0.61
LAO,2020,0.608
LAO,2021,0.607
LBN,2005,0.737
LBN,2006,0.734
LBN,2007,0.752
LBN,2008,0.76
LBN,2009,0.767
LBN,2010,0.77
LBN,2011,0.771
LBN,2012,0.762
LBN,2013,0.759
LBN,2014,0.75
LBN,2015,0.746
LBN,2016,0.743
LBN,2017,0.75
LBN,2018,0.75
LBN,2019,0.745
LBN,2020,0.726
LBN,2021,0.706
LBR,1999,0.397
LBR,2000,0.438
LBR,2001,0.443
LBR,2002,0.447
LBR,2003,0.422
LBR,2004,0.434
LBR,2005,0.437
LBR,2006,0.443
LBR,2007,0.448
LBR,2008,0.453
LBR,2009,0.456
LBR,2010,0.46
LBR,2011,0.464
LBR,2012,0.47
LBR,2013,0.475
LBR,2014,0.472
LBR,2015,0.473
LBR,2016,0.478
LBR,2017,0.481
LBR,2018,0.483
LBR,2019,0.484
LBR,2020,0.48
LBR,2021,0.481
LBY,1990,0.666
LBY,1991,0.677
LBY,1992,0.681
LBY,1993,0.684
LBY,1994,0.689
LBY,1995,0.694
LBY,1996,0.699
LBY,1997,0.704
LBY,1998,0.706
LBY,1999,0.709
LBY,2000,0.712
LBY,2001,0.716
LBY,2002,0.716
LBY,2003,0.724
LBY,2004,0.731
LBY,2005,0.735
LBY,2006,0.739
LBY,2007,0.741
LBY,2008,0.741
LBY,2009,0.738
LBY,2010,0.739
LBY,2011,0.69
LBY,2012,0.726
LBY,2013,0.716
LBY,2014,0.699
LBY,2015,0.699
LBY,2016,0.696
LBY,2017,0.714
LBY,2018,0.722
LBY,2019,0.722
LBY,2020,0.703
LBY,2021,0.718
LCA,1990,0.69
LCA,1991,0.691
LCA,1992,0.695
LCA,1993,0.695
LCA,1994,0.695
LCA,1995,0.694
LCA,1996,0.696
LCA,1997,0.695
LCA,1998,0.697
LCA,1999,0.698
LCA,2000,0.698
LCA,2001,0.697
LCA,2002,0.699
LCA,2003,0.701
LCA,2004,0.704
LCA,2005,0.709
LCA,2006,0.718
LCA,2007,0.718
LCA,2008,0.723
LCA,2009,0.725
LCA,2010,0.728
LCA,2011,0.734
LCA,2012,0.734
LCA,2013,0.734
LCA,2014,0.735
LCA,2015,0.737
LCA,2016,0.744
LCA,2017,0.744
LCA,2018,0.746
LCA,2019,0.735
LCA,2020,0.723
LCA,2021,0.715
LIE,2000,0.873
LIE,2001,0.888
LIE,2002,0.891
LIE,2003,0.895
LIE,2004,0.907
LIE,2005,0.901
LIE,2006,0.905
LIE,2007,0.907
LIE,2008,0.917
LIE,2009,0.911
LIE,2010,0.913
LIE,2011,0.918
LIE,2012,0.923
LIE,2013,0.922
LIE,2014,0.92
LIE,2015,0.924
LIE,2016,0.923
LIE,2017,0.933
LIE,2018,0.928
LIE,2019,0.94
LIE,2020,0.933
LIE,2021,0.935
LKA,1990,0.636
LKA,1991,0.641
LKA,1992,0.65
LKA,1993,0.658
LKA,1994,0.663
LKA,1995,0.666
LKA,1996,0.672
LKA,1997,0.678
LKA,1998,0.683
LKA,1999,0.691
LKA,2000,0.688
LKA,2001,0.69
LKA,2002,0.694
LKA,2003,0.699
LKA,2004,0.683
LKA,2005,0.71
LKA,2006,0.714
LKA,2007,0.719
LKA,2008,0.721
LKA,2009,0.713
LKA,2010,0.737
LKA,2011,0.744
LKA,2012,0.751
LKA,2013,0.756
LKA,2014,0.76
LKA,2015,0.764
LKA,2016,0.767
LKA,2017,0.771
LKA,2018,0.776
LKA,2019,0.778
LKA,2020,0.78
LKA,2021,0.782
LSO,1990,0.479
LSO,1991,0.478
LSO,1992,0.476
LSO,1993,0.472
LSO,1994,0.475
LSO,1995,0.472
LSO,1996,0.467
LSO,1997,0.462
LSO,1998,0.46
LSO,1999,0.452
LSO,2000,0.452
LSO,2001,0.448
LSO,2002,0.446
LSO,2003,0.449
LSO,2004,0.448
LSO,2005,0.448
LSO,2006,0.446
LSO,2007,0.452
LSO,2008,0.457
LSO,2009,0.457
LSO,2010,0.467
LSO,2011,0.475
LSO,2012,0.486
LSO,2013,0.49
LSO,2014,0.496
LSO,2015,0.503
LSO,2016,0.514
LSO,2017,0.518
LSO,2018,0.522
LSO,2019,0.524
LSO,2020,0.521
LSO,2021,0.514
LTU,1990,0.734
LTU,1991,0.729
LTU,1992,0.714
LTU,1993,0.697
LTU,1994,0.693
LTU,1995,0.701
LTU,1996,0.717
LTU,1997,0.732
LTU,1998,0.744
LTU,1999,0.753
LTU,2000,0.766
LTU,2001,0.776
LTU,2002,0.786
LTU,2003,0.8
LTU,2004,0.809
LTU,2005,0.817
LTU,2006,0.823
LTU,2007,0.83
LTU,2008,0.84
LTU,2009,0.839
LTU,2010,0.842
LTU,2011,0.849
LTU,2012,0.851
LTU,2013,0.854
LTU,2014,0.861
LTU,2015,0.862
LTU,2016,0.868
LTU,2017,0.876
LTU,2018,0.88
LTU,2019,0.884
LTU,2020,0.879
LTU,2021,0.875
LUX,1990,0.786
LUX,1991,0.796
LUX,1992,0.8
LUX,1993,0.81
LUX,1994,0.819
LUX,1995,0.824
LUX,1996,0.832
LUX,1997,0.839
LUX,1998,0.846
LUX,1999,0.861
LUX,2000,0.864
LUX,2001,0.869
LUX,2002,0.874
LUX,2003,0.873
LUX,2004,0.882
LUX,2005,0.884
LUX,2006,0.885
LUX,2007,0.887
LUX,2008,0.9
LUX,2009,0.905
LUX,2010,0.912
LUX,2011,0.913
LUX,2012,0.916
LUX,2013,0.921
LUX,2014,0.926
LUX,2015,0.915
LUX,2016,0.923
LUX,2017,0.919
LUX,2018,0.922
LUX,2019,0.927
LUX,2020,0.924
LUX,2021,0.93
LVA,1990,0.73
LVA,1991,0.727
LVA,1992,0.706
LVA,1993,0.69
LVA,1994,0.687
LVA,1995,0.696
LVA,1996,0.711
LVA,1997,0.722
LVA,1998,0.733
LVA,1999,0.746
LVA,2000,0.756
LVA,2001,0.767
LVA,2002,0.778
LVA,2003,0.787
LVA,2004,0.799
LVA,2005,0.808
LVA,2006,0.815
LVA,2007,0.82
LVA,2008,0.827
LVA,2009,0.826
LVA,2010,0.824
LVA,2011,0.831
LVA,2012,0.833
LVA,2013,0.843
LVA,2014,0.846
LVA,2015,0.85
LVA,2016,0.855
LVA,2017,0.86
LVA,2018,0.866
LVA,2019,0.871
LVA,2020,0.871
LVA,2021,0.863
MAR,1990,0.447
MAR,1991,0.453
MAR,1992,0.457
MAR,1993,0.463
MAR,1994,0.475
MAR,1995,0.478
MAR,1996,0.49
MAR,1997,0.494
MAR,1998,0.501
MAR,1999,0.511
MAR,2000,0.521
MAR,2001,0.532
MAR,2002,0.542
MAR,2003,0.552
MAR,2004,0.56
MAR,2005,0.567
MAR,2006,0.573
MAR,2007,0.581
MAR,2008,0.588
MAR,2009,0.594
MAR,2010,0.603
MAR,2011,0.614
MAR,2012,0.624
MAR,2013,0.635
MAR,2014,0.644
MAR,2015,0.654
MAR,2016,0.661
MAR,2017,0.67
MAR,2018,0.676
MAR,2019,0.682
MAR,2020,0.679
MAR,2021,0.683
MDA,1990,0.653
MDA,1991,0.644
MDA,1992,0.632
MDA,1993,0.634
MDA,1994,0.614
MDA,1995,0.618
MDA,1996,0.617
MDA,1997,0.626
MDA,1998,0.628
MDA,1999,0.631
MDA,2000,0.641
MDA,2001,0.652
MDA,2002,0.663
MDA,2003,0.674
MDA,2004,0.685
MDA,2005,0.695
MDA,2006,0.704
MDA,2007,0.713
MDA,2008,0.723
MDA,2009,0.723
MDA,2010,0.73
MDA,2011,0.736
MDA,2012,0.741
MDA,2013,0.746
MDA,2014,0.75
MDA,2015,0.749
MDA,2016,0.756
MDA,2017,0.765
MDA,2018,0.768
MDA,2019,0.774
MDA,2020,0.766
MDA,2021,0.767
MDG,1999,0.436
MDG,2000,0.443
MDG,2001,0.451
MDG,2002,0.447
MDG,2003,0.457
MDG,2004,0.465
MDG,2005,0.469
MDG,2006,0.475
MDG,2007,0.482
MDG,2008,0.49
MDG,2009,0.493
MDG,2010,0.492
MDG,2011,0.494
MDG,2012,0.496
MDG,2013,0.499
MDG,2014,0.502
MDG,2015,0.504
MDG,2016,0.505
MDG,2017,0.507
MDG,2018,0.507
MDG,2019,0.51
MDG,2020,0.501
MDG,2021,0.501
MDV,1995,0.582
MDV,1996,0.593
MDV,1997,0.6
MDV,1998,0.606
MDV,1999,0.619
MDV,2000,0.628
MDV,2001,0.633
MDV,2002,0.636
MDV,2003,0.65
MDV,2004,0.65
MDV,2005,0.649
MDV,2006,0.664
MDV,2007,0.665
MDV,2008,0.677
MDV,2009,0.68
MDV,2010,0.688
MDV,2011,0.7
MDV,2012,0.709
MDV,2013,0.718
MDV,2014,0.728
MDV,2015,0.736
MDV,2016,0.741
MDV,2017,0.746
MDV,2018,0.75
MDV,2019,0.755
MDV,2020,0.734
MDV,2021,0.747
MEX,1990,0.662
MEX,1991,0.664
MEX,1992,0.667
MEX,1993,0.669
MEX,1994,0.674
MEX,1995,0.674
MEX,1996,0.681
MEX,1997,0.688
MEX,1998,0.696
MEX,1999,0.702
MEX,2000,0.709
MEX,2001,0.712
MEX,2002,0.719
MEX,2003,0.725
MEX,2004,0.73
MEX,2005,0.733
MEX,2006,0.741
MEX,2007,0.743
MEX,2008,0.745
MEX,2009,0.745
MEX,2010,0.746
MEX,2011,0.752
MEX,2012,0.76
MEX,2013,0.76
MEX,2014,0.764
MEX,2015,0.768
MEX,2016,0.772
MEX,2017,0.775
MEX,2018,0.777
MEX,2019,0.779
MEX,2020,0.756
MEX,2021,0.758
MHL,2011,0.633
MHL,2012,0.628
MHL,2013,0.632
MHL,2014,0.633
MHL,2015,0.638
MHL,2016,0.637
MHL,2017,0.638
MHL,2018,0.639
MHL,2019,0.64
MHL,2020,0.639
MHL,2021,0.639
MKD,1995,0.642
MKD,1996,0.65
MKD,1997,0.655
MKD,1998,0.661
MKD,1999,0.669
MKD,2000,0.675
MKD,2001,0.679
MKD,2002,0.683
MKD,2003,0.688
MKD,2004,0.694
MKD,2005,0.699
MKD,2006,0.707
MKD,2007,0.711
MKD,2008,0.73
MKD,2009,0.733
MKD,2010,0.738
MKD,2011,0.741
MKD,2012,0.743
MKD,2013,0.75
MKD,2014,0.755
MKD,2015,0.762
MKD,2016,0.767
MKD,2017,0.773
MKD,2018,0.779
MKD,2019,0.784
MKD,2020,0.774
MKD,2021,0.77
MLI,1994,0.301681516
MLI,1995,0.307864901
MLI,1996,0.317089576
MLI,1997,0.329594081
MLI,1998,0.339244435
MLI,1999,0.311
MLI,2000,0.317
MLI,2001,0.329
MLI,2002,0.338
MLI,2003,0.35
MLI,2004,0.357
MLI,2005,0.366
MLI,2006,0.375
MLI,2007,0.382
MLI,2008,0.39
MLI,2009,0.397
MLI,2010,0.404
MLI,2011,0.409
MLI,2012,0.407
MLI,2013,0.407
MLI,2014,0.415
MLI,2015,0.416
MLI,2016,0.421
MLI,2017,0.426
MLI,2018,0.43
MLI,2019,0.433
MLI,2020,0.427
MLI,2021,0.428
MLT,1990,0.73
MLT,1991,0.733
MLT,1992,0.737
MLT,1993,0.747
MLT,1994,0.751
MLT,1995,0.758
MLT,1996,0.756
MLT,1997,0.766
MLT,1998,0.776
MLT,1999,0.78
MLT,2000,0.779
MLT,2001,0.796
MLT,2002,0.8
MLT,2003,0.812
MLT,2004,0.825
MLT,2005,0.832
MLT,2006,0.831
MLT,2007,0.837
MLT,2008,0.841
MLT,2009,0.847
MLT,2010,0.861
MLT,2011,0.857
MLT,2012,0.864
MLT,2013,0.872
MLT,2014,0.881
MLT,2015,0.889
MLT,2016,0.891
MLT,2017,0.901
MLT,2018,0.91
MLT,2019,0.915
MLT,2020,0.911
MLT,2021,0.918
MMR,1990,0.333
MMR,1991,0.343
MMR,1992,0.356
MMR,1993,0.363
MMR,1994,0.369
MMR,1995,0.374
MMR,1996,0.381
MMR,1997,0.385
MMR,1998,0.392
MMR,1999,0.401
MMR,2000,0.41
MMR,2001,0.42
MMR,2002,0.43
MMR,2003,0.44
MMR,2004,0.45
MMR,2005,0.46
MMR,2006,0.47
MMR,2007,0.48
MMR,2008,0.465
MMR,2009,0.501
MMR,2010,0.51
MMR,2011,0.521
MMR,2012,0.531
MMR,2013,0.543
MMR,2014,0.553
MMR,2015,0.562
MMR,2016,0.572
MMR,2017,0.58
MMR,2018,0.59
MMR,2019,0.598
MMR,2020,0.6
MMR,2021,0.585
MNE,2003,0.756
MNE,2004,0.764
MNE,2005,0.767
MNE,2006,0.776
MNE,2007,0.787
MNE,2008,0.8
MNE,2009,0.8
MNE,2010,0.808
MNE,2011,0.811
MNE,2012,0.812
MNE,2013,0.817
MNE,2014,0.819
MNE,2015,0.822
MNE,2016,0.824
MNE,2017,0.83
MNE,2018,0.834
MNE,2019,0.837
MNE,2020,0.826
MNE,2021,0.832
MNG,1990,0.579
MNG,1991,0.575
MNG,1992,0.564
MNG,1993,0.551
MNG,1994,0.555
MNG,1995,0.56
MNG,1996,0.564
MNG,1997,0.572
MNG,1998,0.583
MNG,1999,0.591
MNG,2000,0.598
MNG,2001,0.609
MNG,2002,0.617
MNG,2003,0.631
MNG,2004,0.647
MNG,2005,0.658
MNG,2006,0.669
MNG,2007,0.68
MNG,2008,0.691
MNG,2009,0.695
MNG,2010,0.701
MNG,2011,0.709
MNG,2012,0.718
MNG,2013,0.726
MNG,2014,0.729
MNG,2015,0.732
MNG,2016,0.733
MNG,2017,0.732
MNG,2018,0.743
MNG,2019,0.746
MNG,2020,0.745
MNG,2021,0.739
MOZ,1998,0.308218098
MOZ,1999,0.321316125
MOZ,2000,0.303
MOZ,2001,0.316
MOZ,2002,0.324
MOZ,2003,0.337
MOZ,2004,0.347
MOZ,2005,0.357
MOZ,2006,0.364
MOZ,2007,0.377
MOZ,2008,0.387
MOZ,2009,0.395
MOZ,2010,0.402
MOZ,2011,0.407
MOZ,2012,0.413
MOZ,2013,0.427
MOZ,2014,0.433
MOZ,2015,0.44
MOZ,2016,0.443
MOZ,2017,0.445
MOZ,2018,0.451
MOZ,2019,0.456
MOZ,2020,0.453
MOZ,2021,0.446
MRT,1990,0.397
MRT,1991,0.402
MRT,1992,0.411
MRT,1993,0.423
MRT,1994,0.435
MRT,1995,0.441
MRT,1996,0.449
MRT,1997,0.45
MRT,1998,0.459
MRT,1999,0.465
MRT,2000,0.465
MRT,2001,0.466
MRT,2002,0.47
MRT,2003,0.475
MRT,2004,0.486
MRT,2005,0.49
MRT,2006,0.5
MRT,2007,0.499
MRT,2008,0.499
MRT,2009,0.508
MRT,2010,0.51
MRT,2011,0.515
MRT,2012,0.523
MRT,2013,0.531
MRT,2014,0.537
MRT,2015,0.544
MRT,2016,0.541
MRT,2017,0.545
MRT,2018,0.556
MRT,2019,0.563
MRT,2020,0.556
MRT,2021,0.556
MUS,1990,0.626
MUS,1991,0.633
MUS,1992,0.639
MUS,1993,0.643
MUS,1994,0.646
MUS,1995,0.651
MUS,1996,0.654
MUS,1997,0.66
MUS,1998,0.667
MUS,1999,0.674
MUS,2000,0.681
MUS,2001,0.69
MUS,2002,0.694
MUS,2003,0.703
MUS,2004,0.71
MUS,2005,0.719
MUS,2006,0.726
MUS,2007,0.734
MUS,2008,0.741
MUS,2009,0.749
MUS,2010,0.755
MUS,2011,0.762
MUS,2012,0.775
MUS,2013,0.782
MUS,2014,0.793
MUS,2015,0.795
MUS,2016,0.801
MUS,2017,0.805
MUS,2018,0.811
MUS,2019,0.817
MUS,2020,0.804
MUS,2021,0.802
MWI,1990,0.303
MWI,1991,0.309
MWI,1992,0.319
MWI,1993,0.327
MWI,1994,0.326
MWI,1995,0.367
MWI,1996,0.368
MWI,1997,0.369
MWI,1998,0.369
MWI,1999,0.375
MWI,2000,0.374
MWI,2001,0.38
MWI,2002,0.386
MWI,2003,0.393
MWI,2004,0.4
MWI,2005,0.406
MWI,2006,0.415
MWI,2007,0.423
MWI,2008,0.433
MWI,2009,0.445
MWI,2010,0.456
MWI,2011,0.463
MWI,2012,0.47
MWI,2013,0.478
MWI,2014,0.487
MWI,2015,0.491
MWI,2016,0.498
MWI,2017,0.505
MWI,2018,0.51
MWI,2019,0.519
MWI,2020,0.516
MWI,2021,0.512
MYS,1990,0.64
MYS,1991,0.648
MYS,1992,0.656
MYS,1993,0.663
MYS,1994,0.671
MYS,1995,0.679
MYS,1996,0.689
MYS,1997,0.7
MYS,1998,0.703
MYS,1999,0.709
MYS,2000,0.721
MYS,2001,0.722
MYS,2002,0.724
MYS,2003,0.732
MYS,2004,0.735
MYS,2005,0.732
MYS,2006,0.736
MYS,2007,0.747
MYS,2008,0.756
MYS,2009,0.762
MYS,2010,0.769
MYS,2011,0.773
MYS,2012,0.78
MYS,2013,0.785
MYS,2014,0.792
MYS,2015,0.797
MYS,2016,0.803
MYS,2017,0.805
MYS,2018,0.807
MYS,2019,0.81
MYS,2020,0.806
MYS,2021,0.803
NAM,1990,0.579
NAM,1991,0.585
NAM,1992,0.588
NAM,1993,0.588
NAM,1994,0.587
NAM,1995,0.582
NAM,1996,0.571
NAM,1997,0.562
NAM,1998,0.557
NAM,1999,0.548
NAM,2000,0.546
NAM,2001,0.543
NAM,2002,0.545
NAM,2003,0.548
NAM,2004,0.552
NAM,2005,0.555
NAM,2006,0.561
NAM,2007,0.569
NAM,2008,0.576
NAM,2009,0.581
NAM,2010,0.585
NAM,2011,0.592
NAM,2012,0.601
NAM,2013,0.611
NAM,2014,0.621
NAM,2015,0.628
NAM,2016,0.632
NAM,2017,0.635
NAM,2018,0.636
NAM,2019,0.639
NAM,2020,0.633
NAM,2021,0.615
NER,1999,0.300921504
NER,2000,0.303792423
NER,2001,0.309628118
NER,2002,0.315148623
NER,2003,0.320181949
NER,2004,0.330408371
NER,2005,0.340127951
NER,2006,0.306
NER,2007,0.311
NER,2008,0.32
NER,2009,0.327
NER,2010,0.338
NER,2011,0.346
NER,2012,0.354
NER,2013,0.362
NER,2014,0.37
NER,2015,0.376
NER,2016,0.383
NER,2017,0.39
NER,2018,0.399
NER,2019,0.406
NER,2020,0.401
NER,2021,0.4
NGA,2003,0.45
NGA,2004,0.462
NGA,2005,0.469
NGA,2006,0.477
NGA,2007,0.48
NGA,2008,0.484
NGA,2009,0.484
NGA,2010,0.482
NGA,2011,0.492
NGA,2012,0.499
NGA,2013,0.506
NGA,2014,0.512
NGA,2015,0.516
NGA,2016,0.521
NGA,2017,0.526
NGA,2018,0.531
NGA,2019,0.538
NGA,2020,0.535
NGA,2021,0.535
NIC,1990,0.49
NIC,1991,0.5
NIC,1992,0.505
NIC,1993,0.508
NIC,1994,0.513
NIC,1995,0.522
NIC,1996,0.532
NIC,1997,0.542
NIC,1998,0.544
NIC,1999,0.559
NIC,2000,0.566
NIC,2001,0.571
NIC,2002,0.575
NIC,2003,0.578
NIC,2004,0.582
NIC,2005,0.588
NIC,2006,0.593
NIC,2007,0.599
NIC,2008,0.605
NIC,2009,0.606
NIC,2010,0.614
NIC,2011,0.622
NIC,2012,0.629
NIC,2013,0.634
NIC,2014,0.641
NIC,2015,0.647
NIC,2016,0.653
NIC,2017,0.659
NIC,2018,0.662
NIC,2019,0.664
NIC,2020,0.654
NIC,2021,0.667
NLD,1990,0.847
NLD,1991,0.852
NLD,1992,0.853
NLD,1993,0.855
NLD,1994,0.881
NLD,1995,0.878
NLD,1996,0.882
NLD,1997,0.883
NLD,1998,0.886
NLD,1999,0.888
NLD,2000,0.893
NLD,2001,0.895
NLD,2002,0.892
NLD,2003,0.894
NLD,2004,0.897
NLD,2005,0.899
NLD,2006,0.906
NLD,2007,0.912
NLD,2008,0.912
NLD,2009,0.913
NLD,2010,0.917
NLD,2011,0.927
NLD,2012,0.927
NLD,2013,0.929
NLD,2014,0.931
NLD,2015,0.932
NLD,2016,0.933
NLD,2017,0.937
NLD,2018,0.939
NLD,2019,0.943
NLD,2020,0.939
NLD,2021,0.941
NOR,1990,0.838
NOR,1991,0.845
NOR,1992,0.851
NOR,1993,0.858
NOR,1994,0.873
NOR,1995,0.871
NOR,1996,0.879
NOR,1997,0.885
NOR,1998,0.895
NOR,1999,0.901
NOR,2000,0.913
NOR,2001,0.911
NOR,2002,0.912
NOR,2003,0.919
NOR,2004,0.927
NOR,2005,0.931
NOR,2006,0.937
NOR,2007,0.938
NOR,2008,0.94
NOR,2009,0.936
NOR,2010,0.941
NOR,2011,0.944
NOR,2012,0.946
NOR,2013,0.949
NOR,2014,0.952
NOR,2015,0.953
