Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI,Land_Area_SqKm,Surface_Area_SqKm,Internet_Users_Pct,Vehicles_Per_1000,Healthcare_Spending_Pct_GDP,Healthcare_Spending_Per_Capita_USD,Life_Expectancy_Years,Labor_Force_Total,Coastline_Length_Km,Average_Elevation_Meters,Avg_Temperature_C,Avg_Snowfall_Cm_Per_Year,Sunshine_Days_Per_Year,Number_of_Universities,Number_of_Ski_Resorts,Professional_Sports_Stadiums,Avg_Work_Hours_Per_Year,Global_Peace_Index_Score,Military_Expenditure_Pct_GDP,Active_Military_Personnel_Thousands,Healthcare_Spending_USD,Military_Expenditure_USD,Education_Spending_USD,Medals_Per_Million,Medals_Per_Billion_GDP,Medals_Per_GDP_Per_Capita,Medals_Per_HDI,Medals_Per_1000_SqKm,Medals_Per_1000_Km_Coastline,Medals_Per_100m_Elevation,Medals_Per_Degree_Temp,Medals_Per_100_Sunshine_Days,Medals_Per_100_Cm_Snowfall,Medals_Per_Million_Internet_Users,Medals_Per_1000_Vehicles,Medals_Per_University,Medals_Per_Stadium,Medals_Per_Ski_Resort,Medals_Per_Pct_Healthcare_Spending,Medals_Per_Year_Life_Expectancy,Medals_Per_100_Work_Hours,Medals_Per_Peace_Index_Point,Medals_Per_Pct_Military_Spending,Medals_Per_1000_Military_Personnel,Medals_Per_Pct_Education_Spending,Total_Athletes,Individual_Medalists,Total_Medals_Awarded
1996,SUI,4,3,0,7,45,67,58,170,4.333333333333333,CHE,7071850.0,340103959546.926,48092.6433036512,0.87,2.0,Continental,5.0,7.0,4.92260980606079,0.9898399994343772,0.0205819420900748,1.4555240716969615,8.045977011494253,0.5656228568196441,0.011761109765757,0.8317280409696922,4.597701149425287,39528.454,41290.7,4.55,,,,78.8960975609756,3926340.0,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,,1.35,,,,,16741990863.458004,0.9898399994343772,0.0205819420900748,1.4555240716969615,8.045977011494253,0.1770876240188903,,0.5185185185185185,1.1666666666666667,3.684210526315789,5.0,21.754725262294,,0.5833333333333334,1.1666666666666667,0.035,,0.0887242869596938,,5.185185185185185,,,1.4220099247723224,115,11,11
2000,SUI,1,6,2,9,49,70,58,177,4.0,CHE,7184250.0,279216033870.204,38865.021939688,0.887,2.0,Continental,5.0,7.0,4.65878009796143,1.2527403695584092,0.0322331059404121,2.3157069135240658,10.146561443066515,0.1391933743953788,0.0035814562156013,0.2573007681693406,1.1273957158962795,39523.581,41290.7,47.1,,9.13442421,3550.12597656,79.6804878048781,3994754.0,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,1712.7,1.35,1.029,27.7,25504992547.101177,2873132988.524399,13008061016.26231,1.2527403695584092,0.0322331059404121,2.3157069135240658,10.146561443066515,0.2277121599887419,,0.6666666666666667,1.5,4.736842105263158,6.428571428571428,2.6597460075550083,,0.75,1.5,0.045,0.985283778494452,0.1129511157366309,0.5254860746190226,6.666666666666666,8.746355685131196,324.9097472924188,1.9318361911819328,102,13,14
2004,SUI,1,1,3,5,50,76,60,186,5.666666666666667,CHE,7389625.0,403912891033.374,54659.4571488233,0.901,2.0,Continental,5.0,7.0,5.3142900466919,0.6766243212612277,0.0123789067172576,0.9147547855051538,5.549389567147614,0.1353248642522455,0.0024757813434515,0.1829509571010307,1.109877913429523,39518.694,41290.7,67.8,,10.22576523,5593.4765625,81.0878048780488,4156420.0,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,1695.0,1.35,0.889,4.0,41333694243.16406,3590785601.286695,21465102565.492096,0.6766243212612277,0.0123789067172576,0.9147547855051538,5.549389567147614,0.1265223997533926,,0.3703703703703704,0.8333333333333334,2.631578947368421,3.571428571428571,0.9979709753115452,,0.4166666666666667,0.8333333333333334,0.025,0.4889609616042397,0.0616615532695662,0.2949852507374631,3.7037037037037033,5.62429696287964,1250.0,0.9408594480296492,98,7,7
2008,SUI,2,1,4,7,51,77,63,191,7.0,CHE,7647675.0,567267767519.158,74175.1927898555,0.926,2.0,Continental,5.0,7.0,4.75725984573364,0.9153108624516602,0.0123398514789818,0.943711736595223,7.559395248380129,0.2615173892719029,0.0035256718511376,0.2696319247414923,2.159827213822894,39514.422,41290.7,79.2,,9.53167725,7075.70751953,81.9926829268293,4411012.0,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,1659.5,1.35,0.722,23.0,54112711504.42159,4095673281.48832,26986401721.97856,0.9153108624516602,0.0123398514789818,0.943711736595223,7.559395248380129,0.1771505097556532,,0.5185185185185185,1.1666666666666667,3.684210526315789,5.0,1.1556955333985608,,0.5833333333333334,1.1666666666666667,0.035,0.7343933094251592,0.0853734717553618,0.4218137993371497,5.185185185185185,9.695290858725762,304.34782608695656,1.471435285646142,83,10,11
2012,SUI,2,2,0,4,53,78,67,198,7.0,CHE,7996861.0,686420221557.99,85836.2076767359,0.945,2.0,Continental,5.0,7.0,4.89862012863159,0.5001962645092868,0.0058273341524249,0.4660038121749542,4.2328042328042335,0.2500981322546434,0.0029136670762124,0.2330019060874771,2.1164021164021167,39512.028,41290.7,85.2,,10.33511066,8868.98144531,82.6975609756098,4595555.0,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,1592.6,1.35,0.669,22.6,70924011829.72318,4592151282.222954,33625119140.23725,0.5001962645092868,0.0058273341524249,0.4660038121749542,4.2328042328042335,0.1012349960877735,,0.2962962962962963,0.6666666666666666,2.1052631578947367,2.857142857142857,0.5870848174991629,,0.3333333333333333,0.6666666666666666,0.02,0.3870302052479427,0.0483690202324072,0.2511616225040814,2.962962962962963,5.9790732436472345,176.99115044247787,0.8165564781438531,98,4,4
2016,SUI,3,2,2,7,55,80,67,202,5.333333333333333,CHE,8373338.0,687895460902.713,82153.0745447889,0.956,2.0,Continental,5.0,7.0,4.98163986206055,0.8359867952302893,0.0101759648054866,0.8520679279244359,7.322175732217573,0.3582800550986954,0.0043611277737799,0.3651719691104725,3.138075313807532,39509.63,41290.7,89.1347,,11.20248795,9201.47460938,83.6024390243903,4894095.0,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,1577.0,1.35,0.665,21.0,77047057002.75671,4574504815.003042,34268474489.634697,0.8359867952302893,0.0101759648054866,0.8520679279244359,7.322175732217573,0.1771719957893809,,0.5185185185185185,1.1666666666666667,3.684210526315789,5.0,0.9378915228640352,,0.5833333333333334,1.1666666666666667,0.035,0.6248611943385308,0.08372961461038,0.4438807863031071,5.185185185185185,10.526315789473683,333.3333333333333,1.4051597854977411,102,11,11
2020,SUI,3,4,6,13,58,82,69,209,6.0,CHE,8638167.0,741999406005.627,85897.7843338323,0.956,2.0,Continental,5.0,7.0,5.27676010131836,1.5049489087210284,0.0175202296589189,1.5134266967209455,13.598326359832637,0.347295902012545,0.0040431299212889,0.3492523146279104,3.138075313807532,39509.63,41290.7,94.3499,,11.98960876,10294.578125,83.0,4988638.0,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,1498.8,1.35,0.773,20.0,88926285038.29688,5735655408.423496,39153528608.12415,1.5049489087210284,0.0175202296589189,1.5134266967209455,13.598326359832637,0.3290337064659932,,0.962962962962963,2.1666666666666665,6.842105263157896,9.285714285714286,1.5950720760923205,,1.0833333333333333,2.1666666666666665,0.065,1.0842722444264312,0.1566265060240964,0.8673605551107553,9.62962962962963,16.81759379042691,650.0,2.463632939604748,196,15,15
2024,SUI,1,2,5,8,61,86,75,222,8.0,CHE,9005582.0,936564198048.516,103998.186685604,,2.0,Continental,5.0,7.0,,0.8883379219688411,0.0085418597215965,0.7692441815533505,,0.1110422402461051,0.0010677324651995,0.0961555226941688,,,,,,,,,5139536.0,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,,1.35,,,,,,0.8883379219688411,0.0085418597215965,0.7692441815533505,,,,0.5925925925925926,1.3333333333333333,4.2105263157894735,5.714285714285714,,,0.6666666666666666,1.3333333333333333,0.04,,,,5.925925925925926,,,,137,10,10
1968,SUR,0,0,0,0,0,0,0,0,0.0,SUR,354616.0,241350000.0,680.595348207639,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,160507.61,163820.0,,,,,59.292,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,1,0,0
1972,SUR,0,0,0,0,0,0,0,0,0.0,SUR,397413.0,311950000.0,784.951674957789,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,160507.61,163820.0,,,,,59.685,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,2,0,0
1976,SUR,0,0,0,0,0,0,0,0,0.0,SUR,388289.0,505500000.0,1301.86536317022,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,160507.61,163820.0,,,,,60.155,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,3,0,0
1984,SUR,0,0,0,0,0,0,0,0,0.0,SUR,382193.0,864000000.0,2260.63794993629,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,160507.61,163820.0,,,,,61.211,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,5,0,0
1988,SUR,1,0,0,1,0,0,0,0,0.0,SUR,402227.0,1161000000.0,2886.42980207694,,5.0,Tropical,26.0,0.0,,2.486158313589093,0.8613264427217915,3.464487510766576,,2.486158313589093,0.8613264427217915,3.464487510766576,,160507.61,163820.0,,,,,61.477,,,,,,,,,,,,,,,,,2.486158313589093,0.8613264427217915,3.464487510766576,,0.0062302341926342,,,,,,,,,,,,0.0162662459131057,,,,,,6,1,1
1992,SUR,0,0,1,1,1,0,0,1,0.3333333333333333,SUR,417589.0,404600000.0,968.895253466926,,5.0,Tropical,26.0,0.0,,2.3946990940853325,2.4715768660405337,10.321033119130002,,0.0,0.0,0.0,,160507.61,163820.0,,,,,62.246,,,,,,,,,,,,,,,,,2.3946990940853325,2.4715768660405337,10.321033119130002,,0.0062302341926342,,,,,,,,,,,,0.0160652893358609,,,,,,6,1,1
1996,SUR,0,0,0,0,1,0,1,2,0.6666666666666666,SUR,438830.0,861372806.2082,1962.88495820295,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,160507.61,163820.0,0.226,,,,63.079,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,,,,7,0,0
2000,SUR,0,0,0,0,1,0,1,2,0.6666666666666666,SUR,476643.0,947671969.69697,1988.22172925433,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,160507.61,163820.0,2.50641,,5.87092161,166.90083313,64.409,,,,,,,,,,,,,2.0,79552113.80558258,,,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,0.0,,4,0,0
2004,SUR,0,0,0,0,1,0,1,2,0.3333333333333333,SUR,513923.0,1484092538.40527,2887.7721728844,0.674,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160507.61,163820.0,6.07605,,5.4608078,212.50817871,66.362,,,,,,,,,,,,,1.0,109212840.72717932,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,,0.0,,4,0,0
2008,SUR,0,0,0,0,1,0,1,2,0.0,SUR,537245.0,3532969034.60838,6576.08546307249,0.709,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160507.61,163820.0,21.06,,4.74699593,334.24771118,68.873,,,,,,,,,,,,,2.0,179572911.5928991,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,,0.0,,4,0,0
2012,SUR,0,0,0,0,1,0,1,2,0.0,SUR,562633.0,4980000000.0,8851.24050668908,0.731,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160507.61,163820.0,34.6812,,4.28435707,406.05526733,69.957,,,,,,,,,,,,,1.8,228460093.2236799,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,,0.0,,5,0,0
2016,SUR,0,0,0,0,1,0,1,2,0.0,SUR,587757.0,3317421648.09918,5644.2061057532,0.747,5.0,Tropical,26.0,0.0,5.64051904970974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160507.61,163820.0,45.4,,5.99283743,338.24822998,70.979,,,,,,,,,,,,,1.9,198807764.90835488,,187119800.02022907,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,,0.0,0.0,6,0,0
2020,SUR,0,0,0,0,1,0,1,2,0.0,SUR,612317.0,2911807496.20227,4755.39221710693,0.743,5.0,Tropical,26.0,0.0,4.58425708265782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160507.61,163820.0,69.8369,,6.03425598,409.86743164,72.321,,,,,,,,,,,,,2.0,250968796.1395099,,133484741.3780139,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,,0.0,0.0,5,0,0
2024,SUR,0,0,0,0,1,0,1,2,0.0,SUR,634431.0,4416775112.09627,6961.78955961526,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,5,0,0
1996,SVK,1,1,1,3,0,0,0,0,0.0,SVK,5373361.0,28197790874.5247,5247.70081044708,0.73,2.0,Continental,5.0,7.0,,0.5583097804149023,0.1063913131829894,5.71678932996261,4.109589041095891,0.1861032601383007,0.0354637710609964,1.9055964433208696,1.36986301369863,48100.0,49030.0,0.783,,,,72.6536585365854,2517738.0,0.0,458.0,8.2,80.0,,,50.0,,,,,,,,,0.5583097804149023,0.1063913131829894,5.71678932996261,4.109589041095891,0.0623700623700623,,0.6550218340611353,0.3658536585365854,,3.75,71.30393108747155,,,,0.06,,0.0412917953538337,,,,,,71,3,3
2000,SVK,1,3,1,5,1,1,1,3,3.0,SVK,5388720.0,29215726004.7765,5421.6448441887,0.763,2.0,Continental,5.0,7.0,,0.9278641309995694,0.1711407068639179,9.22229349891731,6.553079947575361,0.1855728261999139,0.0342281413727835,1.8444586997834624,1.310615989515072,48100.0,49030.0,9.4268,,5.30743933,203.50627136,73.0512195121951,2581927.0,0.0,458.0,8.2,80.0,,,50.0,,1816.0,,1.654,41.2,1096638314.6030593,483228108.1190033,,0.9278641309995694,0.1711407068639179,9.22229349891731,6.553079947575361,0.1039501039501039,,1.0917030567685588,0.6097560975609757,,6.25,9.842832467004389,,,,0.1,0.9420738870697556,0.0684451270408333,0.2753303964757709,,3.022974607013301,121.35922330097088,,108,5,6
2004,SVK,2,2,2,6,2,4,2,8,4.0,SVK,5372280.0,57215475076.2986,10650.1290097126,0.794,2.0,Continental,5.0,7.0,,1.116844244901606,0.1048667339037002,5.633734572161688,7.556675062972292,0.372281414967202,0.0349555779679,1.877911524053896,2.5188916876574305,48100.0,49030.0,52.89,,6.39662457,511.52990723,73.9585365853659,2667677.0,0.0,458.0,8.2,80.0,,,50.0,,1742.0,,1.656,20.0,2748081890.013584,947488267.2635047,,1.116844244901606,0.1048667339037002,5.633734572161688,7.556675062972292,0.1247401247401247,,1.310043668122271,0.7317073170731708,,7.5,2.111635932882598,,,,0.12,0.937994708668669,0.0811265376117138,0.3444316877152698,,3.6231884057971016,300.0,,64,10,10
2008,SVK,3,2,1,6,4,6,4,14,4.666666666666667,SVK,5379233.0,100830060552.902,18744.3192278346,0.831,2.0,Continental,5.0,7.0,,1.115400652844002,0.0595060636391466,3.200969812277967,7.220216606498195,0.5577003264220011,0.0297530318195733,1.6004849061389834,3.6101083032490977,48100.0,49035.0,66.05,,6.95978355,1251.67724609,74.7048780487805,2682509.0,0.0,458.0,8.2,80.0,,,50.0,,1793.0,,1.46,17.0,6733063547.516449,1472118884.072369,,1.115400652844002,0.0595060636391466,3.200969812277967,7.220216606498195,0.1247401247401247,,1.310043668122271,0.7317073170731708,,7.5,1.6887216545707828,,,,0.12,0.8620957759526875,0.0803160403539129,0.3346346904629113,,4.109589041095891,352.94117647058823,,57,10,10
2012,SVK,0,1,3,4,7,8,5,20,5.666666666666667,SVK,5407579.0,94724394278.052,17516.9691054078,0.845,2.0,Continental,5.0,7.0,,0.7397025545072943,0.0422277706865929,2.2835000598163577,4.733727810650888,0.0,0.0,0.0,0.0,48088.0,49036.0,76.71,,7.52780581,1319.43823242,76.109756097561,2707969.0,0.0,458.0,8.2,80.0,,,50.0,,1789.0,,1.077,15.8,7134966477.431512,1020181726.37462,,0.7397025545072943,0.0422277706865929,2.2835000598163577,4.733727810650888,0.0831808351355847,,0.8733624454148471,0.4878048780487805,,5.0,0.9642843886159488,,,,0.08,0.5313633349423502,0.0525556801794584,0.2235885969815539,,3.714020427112349,253.16455696202527,,47,5,5
2016,SVK,2,2,0,4,7,9,8,24,5.333333333333333,SVK,5430798.0,90347173228.6356,16636.0769133073,0.854,2.0,Continental,5.0,7.0,,0.7365400075642659,0.0442736596736398,2.4044130240828445,4.68384074941452,0.3682700037821329,0.0221368298368199,1.2022065120414225,2.34192037470726,48080.0,49030.0,80.4759,,7.06081343,1175.6270752,77.1658536585366,2756837.0,0.0,458.0,8.2,80.0,,,50.0,,1740.0,,1.111,15.8,6384593168.74201,1003757094.5701416,,0.7365400075642659,0.0442736596736398,2.4044130240828445,4.68384074941452,0.0831946755407653,,0.8733624454148471,0.4878048780487805,,5.0,0.915230531829114,,,,0.08,0.5665069668892243,0.0518363992667045,0.2298850574712643,,3.6003600360036003,253.16455696202527,,51,8,8
2020,SVK,1,2,1,4,9,11,8,28,4.666666666666667,SVK,5458827.0,107732602896.441,19735.4858280801,0.857,2.0,Continental,5.0,7.0,,0.7327581548197076,0.0371289646073532,2.0268059448066427,4.667444574095683,0.1831895387049269,0.0092822411518383,0.5067014862016607,1.166861143523921,48080.0,49030.0,89.9209,,7.06027794,1393.62438965,76.8658536585366,2705756.0,0.0,458.0,8.2,80.0,,,50.0,,1572.0,,1.904,18.0,7607554446.079941,2051228759.1482365,,0.7327581548197076,0.0371289646073532,2.0268059448066427,4.667444574095683,0.0831946755407653,,0.8733624454148471,0.4878048780487805,,5.0,0.8148919270377716,,,,0.08,0.5665499338684675,0.0520387117245755,0.2544529262086514,,2.100840336134454,222.2222222222222,,56,7,7
2024,SVK,0,0,1,1,10,13,9,32,4.0,SVK,5422069.0,140934076532.375,25992.6748502048,,2.0,Continental,5.0,7.0,,0.1844314412081439,0.0070955160356145,0.3847237753570872,,0.0,0.0,0.0,,,,89.8251,,,,,2776940.0,0.0,458.0,8.2,80.0,,,50.0,,,,,,,,,0.1844314412081439,0.0070955160356145,0.3847237753570872,,,,0.2183406113537117,0.1219512195121951,,1.25,0.2053228342725407,,,,0.02,,,,,,,,28,1,1
1960,SWE,1,2,3,6,118,113,138,369,33.333333333333336,SWE,7484656.0,15930075466.8898,2128.36441205712,,1.0,Arctic/Subarctic,-5.0,10.0,,0.8016400486542067,0.3766460499494071,28.190661176301305,,0.1336066747757011,0.0627743416582345,4.698443529383551,,,,,,,,73.0056097560976,,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,,1.339,,,,,,0.8016400486542067,0.3766460499494071,28.190661176301305,,,1.864512119328776,1.875,2.857142857142857,3.0,3.333333333333333,,,0.125,0.75,0.03,,0.0821854651998008,,4.480955937266617,,,,134,6,7
1964,SWE,2,2,4,8,119,115,141,375,20.0,SWE,7661354.0,22685490195.3119,2961.02884624727,,1.0,Arctic/Subarctic,-5.0,10.0,,1.0442018473496983,0.3526483197463923,27.01763615082301,,0.2610504618374246,0.088162079936598,6.754409037705753,,407339.7,447420.11,,,,,73.7331707317073,,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,,1.339,,,,,,1.0442018473496983,0.3526483197463923,27.01763615082301,,0.0196396275639226,2.486016159105034,2.5,3.809523809523809,4.0,4.444444444444445,,,0.1666666666666666,1.0,0.04,,0.1084993351107818,,5.974607916355489,,,,94,15,15
1968,SWE,2,1,1,4,121,117,145,383,11.0,SWE,7912273.0,31277871668.8452,3953.08297234501,,1.0,Arctic/Subarctic,-5.0,10.0,,0.5055437293430093,0.1278859393743296,10.118684651911462,,0.2527718646715046,0.0639429696871648,5.059342325955731,,407339.7,447420.11,,,,,73.9729268292683,,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,,1.339,,,,,,0.5055437293430093,0.1278859393743296,10.118684651911462,,0.0098198137819613,1.243008079552517,1.25,1.9047619047619049,2.0,2.2222222222222223,,,0.0833333333333333,0.5,0.02,,0.054073837165212,,2.9873039581777445,,,,100,8,9
1972,SWE,4,6,6,16,123,118,146,387,6.0,SWE,8122300.0,48883173399.9664,6018.39052977191,,1.0,Arctic/Subarctic,-5.0,10.0,,1.9698853772946088,0.3273109924571917,26.5851807403505,,0.4924713443236522,0.0818277481142979,6.646295185087625,,407339.7,447420.11,,,,,74.7180487804878,,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,,1.339,,,,,,1.9698853772946088,0.3273109924571917,26.5851807403505,,0.0392792551278453,4.972032318210068,5.0,7.619047619047619,8.0,8.88888888888889,,,0.3333333333333333,2.0,0.08,,0.2141383542684041,,11.949215832710978,,,,131,19,22
1976,SWE,4,1,0,5,127,124,152,403,9.333333333333334,SWE,8222286.0,89232517045.8459,10852.5192441428,,1.0,Arctic/Subarctic,-5.0,10.0,,0.6081033911980196,0.0560333852000509,4.607225186629863,,0.4864827129584156,0.0448267081600408,3.6857801493038895,,407339.7,447420.11,,,,,74.9692682926829,,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,,1.339,,,,,,0.6081033911980196,0.0560333852000509,4.607225186629863,,0.0122747672274516,1.5537600994406464,1.5625,2.380952380952381,2.5,2.7777777777777777,,,0.1041666666666666,0.625,0.025,,0.0666939949377631,,3.734129947722181,,,,116,10,10
1980,SWE,3,3,6,12,131,125,152,408,8.333333333333334,SWE,8310531.0,141886067003.972,17073.0446711494,,1.0,Arctic/Subarctic,-5.0,10.0,6.54646015167236,1.4439510543911094,0.0845749005056576,7.028623324741837,,0.3609877635977773,0.0211437251264144,1.7571558311854591,,407339.7,447420.11,,,,,75.7409756097561,,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,,1.339,,,,,9288514837.19017,1.4439510543911094,0.0845749005056576,7.028623324741837,,0.029459441345884,3.729024238657552,3.75,5.714285714285714,6.0,6.666666666666667,,,0.25,1.5,0.06,,0.1584347165242257,,8.961911874533234,,,1.8330517137470816,145,20,20
1984,SWE,2,11,6,19,134,128,158,420,11.0,SWE,8336605.0,109043045407.287,13080.0302290066,,1.0,Arctic/Subarctic,-5.0,10.0,,2.2791052232893367,0.1742431159092544,14.525960313046625,,0.2399058129778249,0.0183413806220267,1.529048454004908,,407339.7,447420.11,,,,,76.8158536585366,,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,,1.339,,,,,,2.2791052232893367,0.1742431159092544,14.525960313046625,,0.0466441154643164,5.904288377874456,5.9375,9.047619047619047,9.5,10.555555555555555,,,0.3958333333333333,2.375,0.095,,0.2473447744844337,,14.189693801344289,,,,174,27,34
1988,SWE,0,4,7,11,136,139,164,439,12.0,SWE,8436489.0,206686590775.558,24499.1240758517,,1.0,Arctic/Subarctic,-5.0,10.0,,1.3038599350985938,0.0532206756070835,4.489956443317286,,0.0,0.0,0.0,,407339.7,447420.11,,,,,76.9792682926829,,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,,1.339,,,,,,1.3038599350985938,0.0532206756070835,4.489956443317286,,0.0270044879003936,3.4182722187694217,3.4375000000000004,5.238095238095238,5.5,6.111111111111111,,,0.2291666666666666,1.375,0.055,,0.14289561649478,,8.215085884988797,,,,185,15,16
1992,SWE,1,7,4,12,136,143,171,450,14.0,SWE,8668067.0,283908914454.48,32753.4287003642,0.82,1.0,Arctic/Subarctic,-5.0,10.0,5.26607990264893,1.3843916988643488,0.0422670771823334,3.663738569106375,14.634146341463415,0.1153659749053624,0.0035222564318611,0.3053115474255312,1.2195121951219512,407339.7,447420.11,1.5,,,,77.9987804878049,4591180.0,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,,1.339,,,,,14950870285.916117,1.3843916988643488,0.0422670771823334,3.663738569106375,14.634146341463415,0.029459441345884,3.729024238657552,3.75,5.714285714285714,6.0,6.666666666666667,92.29277992428992,,0.25,1.5,0.06,,0.1538485592332587,,8.961911874533234,,,2.278734888538966,187,32,35
1996,SWE,2,4,2,8,137,150,175,462,14.0,SWE,8840998.0,291949597375.485,33022.2444768661,0.868,1.0,Arctic/Subarctic,-5.0,10.0,6.83373022079468,0.9048752188384162,0.0274019901788422,2.422609403671649,9.216589861751151,0.226218804709604,0.0068504975447105,0.6056523509179124,2.3041474654377883,407339.7,447420.11,9.04,,,,78.9590243902439,4522092.0,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,,1.339,,,,,19951047865.33691,0.9048752188384162,0.0274019901788422,2.422609403671649,9.216589861751151,0.0196396275639226,2.486016159105034,2.5,3.809523809523809,4.0,4.444444444444445,10.009681624318766,,0.1666666666666666,1.0,0.04,,0.1013183744578849,,5.974607916355489,,,1.1706637138903175,177,30,31
2000,SWE,4,5,3,12,139,154,177,470,10.333333333333334,SWE,8872109.0,262903560280.282,29632.5890811623,0.904,1.0,Arctic/Subarctic,-5.0,10.0,6.7383599281311,1.3525532655200698,0.0456441137092505,4.049595520368657,13.27433628318584,0.4508510885066898,0.0152147045697501,1.3498651734562188,4.424778761061947,407339.7,447420.11,45.6877,,7.32495546,2173.1940918,79.6439024390244,4486411.0,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,1489.0,1.339,1.812,88.3,19280814860.60561,4763812512.27871,17715388155.556515,1.3525532655200698,0.0456441137092505,4.049595520368657,13.27433628318584,0.029459441345884,3.729024238657552,3.75,5.714285714285714,6.0,6.666666666666667,2.960431944527892,,0.25,1.5,0.06,1.638235217337417,0.1506706682182887,0.8059100067159166,8.961911874533234,6.622516556291391,135.90033975084938,1.780848771509335,150,30,32
2004,SWE,4,2,1,7,143,159,180,482,10.666666666666666,SWE,8993531.0,384545442175.019,42758.0048564929,0.9,1.0,Arctic/Subarctic,-5.0,10.0,6.6729998588562,0.7783372292818026,0.0182033102782533,1.6371203529008989,7.777777777777778,0.4447641310181729,0.0104018915875733,0.9354973445147992,4.444444444444445,407339.7,447420.11,83.89,,8.1428194,3488.65771484,80.4975609756098,4619761.0,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,1452.7,1.339,1.434,27.6,31375351306.8027,5514381640.789772,25660716813.57697,0.7783372292818026,0.0182033102782533,1.6371203529008989,7.777777777777778,0.0171846741184323,2.175264139216905,2.1875,3.333333333333333,3.5000000000000004,3.888888888888889,0.9278069248799647,,0.1458333333333333,0.875,0.035,0.8596531073745783,0.0869591564658828,0.4818613616025332,5.227781926811053,4.881450488145049,253.62318840579707,1.0490034689135823,115,12,12
