WB_Code,Year,Military_Expenditure_Pct_GDP,Active_Military_Personnel,Active_Military_Personnel_Thousands
TLS,2009,5.019,1332.0,1.3
TLS,2010,2.993,1332.0,1.3
TLS,2011,1.969,1330.0,1.3
TLS,2012,2.877,1330.0,1.3
TLS,2013,2.27,1330.0,1.3
TLS,2014,2.047,1330.0,1.3
TLS,2015,2.324,1330.0,1.3
TLS,2016,1.599,1330.0,1.3
TLS,2017,1.605,2000.0,2.0
TLS,2018,1.325,2200.0,2.2
TLS,2019,1.692,2000.0,2.0
TLS,2020,1.778,2000.0,2.0
TLS,2021,1.082,,
TLS,2022,1.381,,
TLS,2023,2.65,,
TLS,2024,2.664,,
TTO,2000,,7500.0,7.5
TTO,2001,0.156,2700.0,2.7
TTO,2002,0.213,2700.0,2.7
TTO,2003,0.294,2700.0,2.7
TTO,2004,0.563,2000.0,2.0
TTO,2005,0.605,3000.0,3.0
TTO,2006,0.621,3000.0,3.0
TTO,2007,0.569,4000.0,4.0
TTO,2008,0.493,4000.0,4.0
TTO,2009,0.71,4063.0,4.1
TTO,2010,0.635,4063.0,4.1
TTO,2011,0.566,4050.0,4.0
TTO,2012,0.641,4050.0,4.0
TTO,2013,0.763,4050.0,4.0
TTO,2014,0.656,4050.0,4.0
TTO,2015,0.753,4050.0,4.0
TTO,2016,0.914,4050.0,4.0
TTO,2017,0.845,4000.0,4.0
TTO,2018,0.695,4050.0,4.0
TTO,2019,0.733,5000.0,5.0
TTO,2020,0.813,5000.0,5.0
TTO,2021,0.859,,
TTO,2022,0.766,,
TTO,2023,0.959,,
TTO,2024,0.921,,
TUN,2000,1.548,47000.0,47.0
TUN,2001,1.521,47000.0,47.0
TUN,2002,1.493,47000.0,47.0
TUN,2003,1.484,47000.0,47.0
TUN,2004,1.426,47000.0,47.0
TUN,2005,1.452,47000.0,47.0
TUN,2006,1.446,48000.0,48.0
TUN,2007,1.261,48000.0,48.0
TUN,2008,1.291,48000.0,48.0
TUN,2009,1.295,47800.0,47.8
TUN,2010,1.236,47800.0,47.8
TUN,2011,1.486,47800.0,47.8
TUN,2012,1.44,47800.0,47.8
TUN,2013,1.56,47800.0,47.8
TUN,2014,1.807,47800.0,47.8
TUN,2015,2.14,47800.0,47.8
TUN,2016,2.225,47800.0,47.8
TUN,2017,2.032,48000.0,48.0
TUN,2018,1.976,47800.0,47.8
TUN,2019,2.383,48000.0,48.0
TUN,2020,2.713,48000.0,48.0
TUN,2021,2.63,,
TUN,2022,2.571,,
TUN,2023,2.487,,
TUN,2024,2.506,,
TUR,2000,3.643,827700.0,827.7
TUR,2001,3.577,665100.0,665.1
TUR,2002,3.767,664800.0,664.8
TUR,2003,3.267,664800.0,664.8
TUR,2004,2.671,616000.0,616.0
TUR,2005,2.386,617000.0,617.0
TUR,2006,2.34,612000.0,612.0
TUR,2007,2.2,612000.0,612.0
TUR,2008,2.182,613000.0,613.0
TUR,2009,2.472,612800.0,612.8
TUR,2010,2.272,612800.0,612.8
TUR,2011,2.028,612800.0,612.8
TUR,2012,2.009,612800.0,612.8
TUR,2013,1.924,612800.0,612.8
TUR,2014,1.872,612800.0,612.8
TUR,2015,1.813,512000.0,512.0
TUR,2016,2.05,512000.0,512.0
TUR,2017,2.05,512000.0,512.0
TUR,2018,2.522,512200.0,512.2
TUR,2019,2.69,512000.0,512.0
TUR,2020,2.196,512000.0,512.0
TUR,2021,1.859,,
TUR,2022,1.659,,
TUR,2023,1.72,,
TUR,2024,1.923,,
TZA,2000,1.487,35400.0,35.4
TZA,2001,1.452,28400.0,28.4
TZA,2002,1.303,28400.0,28.4
TZA,2003,1.074,28400.0,28.4
TZA,2004,0.995,28000.0,28.0
TZA,2005,0.824,28000.0,28.0
TZA,2006,0.792,,
TZA,2007,0.762,28000.0,28.0
TZA,2008,0.698,28000.0,28.0
TZA,2009,0.757,28400.0,28.4
TZA,2010,0.896,28400.0,28.4
TZA,2011,0.903,28400.0,28.4
TZA,2012,0.914,28400.0,28.4
TZA,2013,0.972,28400.0,28.4
TZA,2014,1.016,28400.0,28.4
TZA,2015,1.091,28400.0,28.4
TZA,2016,1.094,28400.0,28.4
TZA,2017,1.056,28000.0,28.0
TZA,2018,1.101,28000.0,28.0
TZA,2019,1.061,28000.0,28.0
TZA,2020,1.077,28000.0,28.0
TZA,2021,1.122,,
TZA,2022,1.191,,
TZA,2023,1.21,,
TZA,2024,1.155,,
UGA,2000,1.765,50600.0,50.6
UGA,2001,1.683,56800.0,56.8
UGA,2002,1.635,56800.0,56.8
UGA,2003,1.692,61800.0,61.8
UGA,2004,1.766,55000.0,55.0
UGA,2005,1.684,47000.0,47.0
UGA,2006,1.503,,
UGA,2007,1.394,47000.0,47.0
UGA,2008,1.347,47000.0,47.0
UGA,2009,1.432,46800.0,46.8
UGA,2010,2.46,46800.0,46.8
UGA,2011,2.539,46800.0,46.8
UGA,2012,1.176,46800.0,46.8
UGA,2013,0.938,46800.0,46.8
UGA,2014,0.924,46800.0,46.8
UGA,2015,0.987,46400.0,46.4
UGA,2016,1.003,46400.0,46.4
UGA,2017,1.039,46000.0,46.0
UGA,2018,1.152,46000.0,46.0
UGA,2019,1.718,46000.0,46.0
UGA,2020,2.468,46000.0,46.0
UGA,2021,2.338,,
UGA,2022,1.845,,
UGA,2023,1.807,,
UGA,2024,1.882,,
UKR,2000,3.511,420400.0,420.4
UKR,2001,2.769,419800.0,419.8
UKR,2002,2.676,414800.0,414.8
UKR,2003,2.746,403000.0,403.0
UKR,2004,2.507,271000.0,271.0
UKR,2005,2.792,273000.0,273.0
UKR,2006,2.772,215000.0,215.0
UKR,2007,2.87,215000.0,215.0
UKR,2008,2.673,215000.0,215.0
UKR,2009,2.84,214825.0,214.8
UKR,2010,2.742,214825.0,214.8
UKR,2011,2.258,214850.0,214.8
UKR,2012,2.353,214850.0,214.8
UKR,2013,2.393,121500.0,121.5
UKR,2014,2.967,204000.0,204.0
UKR,2015,3.848,256000.0,256.0
UKR,2016,3.669,292000.0,292.0
UKR,2017,3.241,297000.0,297.0
UKR,2018,3.635,297000.0,297.0
UKR,2019,4.068,311000.0,311.0
UKR,2020,4.4,298000.0,298.0
UKR,2021,3.425,,
UKR,2022,25.642,,
UKR,2023,36.528,,
UKR,2024,34.482,,
URY,2000,2.436,24600.0,24.6
URY,2001,2.503,24800.0,24.8
URY,2002,2.53,24800.0,24.8
URY,2003,2.238,24900.0,24.9
URY,2004,2.041,24920.0,24.9
URY,2005,2.0,24920.0,24.9
URY,2006,2.006,,
URY,2007,1.777,25900.0,25.9
URY,2008,1.87,25900.0,25.9
URY,2009,1.823,25439.0,25.4
URY,2010,1.876,25439.0,25.4
URY,2011,1.72,25450.0,25.4
URY,2012,1.607,25450.0,25.4
URY,2013,1.687,25450.0,25.4
URY,2014,1.741,25450.0,25.4
URY,2015,1.766,25450.0,25.4
URY,2016,1.809,25450.0,25.4
URY,2017,1.911,22000.0,22.0
URY,2018,2.077,22100.0,22.1
URY,2019,2.006,22000.0,22.0
URY,2020,2.057,22000.0,22.0
URY,2021,2.262,,
URY,2022,2.043,,
URY,2023,2.116,,
URY,2024,2.311,,
USA,2000,3.112,1454800.0,1454.8
USA,2001,3.124,1420700.0,1420.7
USA,2002,3.448,1467000.0,1467.0
USA,2003,3.827,1480000.0,1480.0
USA,2004,4.016,1473000.0,1473.0
USA,2005,4.089,1546000.0,1546.0
USA,2006,4.041,1498000.0,1498.0
USA,2007,4.073,1555000.0,1555.0
USA,2008,4.447,1540000.0,1540.0
USA,2009,4.876,1563996.0,1564.0
USA,2010,4.904,1569417.0,1569.4
USA,2011,4.822,1520100.0,1520.1
USA,2012,4.462,1492200.0,1492.2
USA,2013,4.024,1433150.0,1433.2
USA,2014,3.679,1381250.0,1381.2
USA,2015,3.464,1347300.0,1347.3
USA,2016,3.403,1348400.0,1348.4
USA,2017,3.298,1359000.0,1359.0
USA,2018,3.304,1379800.0,1379.8
USA,2019,3.409,1388000.0,1388.0
USA,2020,3.645,1395000.0,1395.0
USA,2021,3.405,,
USA,2022,3.309,,
USA,2023,3.304,,
USA,2024,3.419,,
UZB,2000,0.919,79100.0,79.1
UZB,2001,0.666,72000.0,72.0
UZB,2002,0.477,72000.0,72.0
UZB,2003,0.43,72000.0,72.0
UZB,2004,,75000.0,75.0
UZB,2005,,91000.0,91.0
UZB,2006,,87000.0,87.0
UZB,2007,,87000.0,87.0
UZB,2008,,87000.0,87.0
UZB,2009,,87000.0,87.0
UZB,2010,,87000.0,87.0
UZB,2011,,68000.0,68.0
UZB,2012,,68000.0,68.0
UZB,2013,,68000.0,68.0
UZB,2014,,68000.0,68.0
UZB,2015,,68000.0,68.0
UZB,2016,,68000.0,68.0
UZB,2017,,68000.0,68.0
UZB,2018,2.867,68000.0,68.0
UZB,2019,,68000.0,68.0
UZB,2020,,68000.0,68.0
VEN,2000,1.527,79000.0,79.0
VEN,2001,1.555,105300.0,105.3
VEN,2002,1.153,105300.0,105.3
VEN,2003,1.183,105300.0,105.3
VEN,2004,1.288,82000.0,82.0
VEN,2005,1.832,82000.0,82.0
VEN,2006,1.978,,
VEN,2007,1.889,115000.0,115.0
VEN,2008,1.794,115000.0,115.0
VEN,2009,1.231,115000.0,115.0
VEN,2010,1.013,115000.0,115.0
VEN,2011,1.13,115000.0,115.0
VEN,2012,1.341,115000.0,115.0
VEN,2013,1.67,115000.0,115.0
VEN,2014,1.162,265000.0,265.0
VEN,2015,0.941,265000.0,265.0
VEN,2016,0.454,273000.0,273.0
VEN,2017,2.233,343000.0,343.0
VEN,2018,0.151,343000.0,343.0
VEN,2019,1.792,343000.0,343.0
VEN,2020,1.576,343000.0,343.0
VEN,2021,0.314,,
VEN,2022,0.65,,
VEN,2023,0.501,,
VNM,2000,,524000.0,524.0
VNM,2001,,524000.0,524.0
VNM,2002,,524000.0,524.0
VNM,2003,2.129,524000.0,524.0
VNM,2004,2.014,,
VNM,2005,1.781,495000.0,495.0
VNM,2006,1.938,495000.0,495.0
VNM,2007,2.305,495000.0,495.0
VNM,2008,2.156,495000.0,495.0
VNM,2009,2.265,495000.0,495.0
VNM,2010,1.815,522000.0,522.0
VNM,2011,1.557,522000.0,522.0
VNM,2012,1.718,522000.0,522.0
VNM,2013,1.744,522000.0,522.0
VNM,2014,1.823,522000.0,522.0
VNM,2015,1.907,522000.0,522.0
VNM,2016,1.951,522000.0,522.0
VNM,2017,1.804,522000.0,522.0
VNM,2018,1.807,522000.0,522.0
VNM,2019,,522000.0,522.0
VNM,2020,,522000.0,522.0
XKX,2008,0.016,,
XKX,2009,0.482,,
XKX,2010,0.723,,
XKX,2011,0.805,,
XKX,2012,0.704,,
XKX,2013,0.722,,
XKX,2014,0.758,,
XKX,2015,0.794,,
XKX,2016,0.778,,
XKX,2017,0.803,,
XKX,2018,0.804,,
XKX,2019,0.832,,
XKX,2020,1.023,,
XKX,2021,0.846,,
XKX,2022,1.15,,
XKX,2023,1.274,,
XKX,2024,1.477,,
YEM,2000,4.915,136300.0,136.3
YEM,2001,5.481,124000.0,124.0
YEM,2002,6.896,136500.0,136.5
YEM,2003,6.855,136700.0,136.7
YEM,2004,5.301,136000.0,136.0
YEM,2005,4.868,138000.0,138.0
YEM,2006,4.308,138000.0,138.0
YEM,2007,4.851,138000.0,138.0
YEM,2008,4.446,138000.0,138.0
YEM,2009,5.654,137900.0,137.9
YEM,2010,4.686,137900.0,137.9
YEM,2011,4.926,137900.0,137.9
YEM,2012,4.574,137900.0,137.9
YEM,2013,4.08,137900.0,137.9
YEM,2014,3.967,20000.0,20.0
YEM,2015,,20000.0,20.0
YEM,2016,,20000.0,20.0
YEM,2017,,40000.0,40.0
YEM,2018,,20000.0,20.0
YEM,2019,,40000.0,40.0
YEM,2020,,40000.0,40.0
ZAF,2000,1.387,71600.0,71.6
ZAF,2001,1.483,67000.0,67.0
ZAF,2002,1.529,60000.0,60.0
ZAF,2003,1.469,55700.0,55.7
ZAF,2004,1.356,55000.0,55.0
ZAF,2005,1.235,56000.0,56.0
ZAF,2006,1.154,103000.0,103.0
ZAF,2007,1.059,62000.0,62.0
ZAF,2008,1.039,62000.0,62.0
ZAF,2009,1.09,77153.0,77.2
ZAF,2010,1.003,77153.0,77.2
ZAF,2011,1.003,77582.0,77.6
ZAF,2012,1.034,62100.0,62.1
ZAF,2013,1.028,77150.0,77.2
ZAF,2014,1.022,82250.0,82.2
ZAF,2015,1.007,82150.0,82.2
ZAF,2016,0.971,81400.0,81.4
ZAF,2017,0.944,80000.0,80.0
ZAF,2018,0.895,89650.0,89.6
ZAF,2019,0.882,90000.0,90.0
ZAF,2020,0.957,89000.0,89.0
ZAF,2021,0.806,,
ZAF,2022,0.798,,
ZAF,2023,0.755,,
ZAF,2024,0.7,,
ZMB,2000,,23000.0,23.0
ZMB,2001,,23000.0,23.0
ZMB,2002,,23000.0,23.0
ZMB,2003,,19500.0,19.5
ZMB,2004,1.581,16000.0,16.0
ZMB,2005,1.848,16000.0,16.0
ZMB,2006,1.744,16000.0,16.0
ZMB,2007,2.064,16000.0,16.0
ZMB,2008,2.08,16000.0,16.0
ZMB,2009,1.732,16500.0,16.5
ZMB,2010,1.383,16500.0,16.5
ZMB,2011,1.318,16500.0,16.5
ZMB,2012,1.358,16500.0,16.5
ZMB,2013,1.36,16500.0,16.5
ZMB,2014,1.634,16500.0,16.5
ZMB,2015,1.753,16500.0,16.5
ZMB,2016,1.429,16500.0,16.5
ZMB,2017,1.301,16000.0,16.0
ZMB,2018,1.437,16100.0,16.1
ZMB,2019,1.256,16000.0,16.0
ZMB,2020,1.166,16000.0,16.0
ZMB,2021,0.982,,
ZMB,2022,1.117,,
ZMB,2023,1.339,,
ZMB,2024,1.333,,
ZWE,2000,3.054,61800.0,61.8
ZWE,2001,2.55,60800.0,60.8
ZWE,2002,6.306,57800.0,57.8
ZWE,2003,2.035,50800.0,50.8
ZWE,2004,2.706,50000.0,50.0
ZWE,2005,1.453,51000.0,51.0
ZWE,2006,1.986,51000.0,51.0
ZWE,2007,,51000.0,51.0
ZWE,2008,,51000.0,51.0
ZWE,2009,,50800.0,50.8
ZWE,2010,0.816,50800.0,50.8
ZWE,2011,1.407,50800.0,50.8
ZWE,2012,1.859,50800.0,50.8
ZWE,2013,1.868,50800.0,50.8
ZWE,2014,1.888,50800.0,50.8
ZWE,2015,1.886,50800.0,50.8
ZWE,2016,1.742,50800.0,50.8
ZWE,2017,1.473,51000.0,51.0
ZWE,2018,1.179,51000.0,51.0
ZWE,2019,0.653,51000.0,51.0
ZWE,2020,0.975,51000.0,51.0
ZWE,2021,1.568,,
ZWE,2022,0.995,,
ZWE,2023,0.21,,
ZWE,2024,0.351,,
